siteid,spid,x,y,occ,group,bc01,bc04,bc05,bc06,bc12,bc15,bc17,bc20,bc31,bc33,slope,topo,tri
10786,tgb,494868,7844018,0,bird,21.3,1.1,29.8,11.2,1141,105,60,19.5,58,0.15,2.71E+01,11,1158.674
10787,tgb,309614,8262768,0,bird,23.6,0.81,30.3,16.2,1786,101,68,19.1,60,0.13,6.18E+00,7,438.4199
10789,tgb,309939,8259010,0,bird,23.5,0.82,30.2,16,1815,100,71,19.1,59,0.14,9.96E+00,0,424.0035
10790,tgb,317050,8254568,0,bird,22.9,0.83,29.6,15.6,2112,94,103,18.8,49,0.21,3.45E+00,10,361.4222
10791,tgb,310662,8250747,0,bird,23,0.85,29.8,15.5,1928,97,84,19,54,0.17,1.61E+00,0,393.4107
10792,tgb,323262,8238249,0,bird,24.4,0.79,30.8,17.1,2063,100,85,18.9,56,0.16,5.16E+00,0,549.4897
10120,tgb,350817,8078027,0,bird,19.9,0.97,28.6,10.5,1891,77,140,18.7,28,0.47,1.02E+01,68,137.9783
10793,tgb,321403,8236559,0,bird,24.3,0.79,30.8,17,2065,99,86,18.9,56,0.16,1.00E+01,0,516.3952
10794,tgb,319797,8234583,0,bird,24.3,0.8,30.8,16.8,2106,98,90,18.9,54,0.17,1.75E+01,0,1236.654
10795,tgb,335287,8220726,0,bird,24.4,0.77,30.8,17.4,3421,84,215,18.1,30,0.43,4.29E+00,58,132.0227
10796,tgb,330780,8219524,0,bird,19.6,0.9,27.1,12.3,2915,79,231,18.1,21,0.61,2.21E+01,100,1161.165
10797,tgb,321999,8202856,0,bird,24.2,0.81,30.8,16.5,2978,86,180,18.2,34,0.37,4.00E+01,33,435.3033
10798,tgb,310061,8202817,0,bird,22,0.9,29.3,13.5,1853,92,100,18.9,48,0.22,6.75E+00,50,497.7037
10799,tgb,324357,8187786,0,bird,24.5,0.8,31.1,16.6,2485,92,131,18.5,43,0.26,3.57E+00,0,192.6188
10800,tgb,328833,8170138,0,bird,22.2,0.88,29.7,13.5,1620,97,80,19.2,54,0.17,6.61E+00,20,482.0861
10801,tgb,338270,8167203,0,bird,24.4,0.79,31.1,16.6,1781,103,67,19.1,60,0.14,2.85E+01,11,942.5529
10802,tgb,321108,8167005,0,bird,22,0.9,29.8,12.9,1352,102,58,19.4,62,0.13,5.26E+00,0,411.5374
10009,tgb,325942,8211187,0,bird,19.4,0.91,27.1,11.8,2735,80,212,18.2,23,0.57,5.13E+01,0,1397.227
10121,tgb,350916,8077978,0,bird,19.8,0.97,28.6,10.5,1898,77,141,18.7,28,0.47,7.97E+00,99,170.2146
10803,tgb,320521,8166293,0,bird,21.1,0.93,29.1,11.9,1447,97,70,19.3,55,0.16,1.73E+01,100,1242.619
10804,tgb,320524,8165955,0,bird,21.8,0.91,29.7,12.6,1338,101,58,19.5,62,0.13,1.38E+01,0,774.6767
10805,tgb,324097,8164140,0,bird,22.2,0.9,30,13.1,1369,102,58,19.4,63,0.13,1.18E-01,0,174.8056
10806,tgb,322317,8164126,0,bird,22.1,0.9,30,12.9,1324,103,55,19.5,64,0.12,0.00E+00,50,12.68858
10807,tgb,322538,8158963,0,bird,22.2,0.91,30.1,12.8,1239,106,48,19.6,68,0.09999999,0.00E+00,50,37.84177
10808,tgb,322379,8156748,0,bird,22.2,0.91,30.2,12.7,1200,108,45,19.7,69,0.09999999,0.00E+00,50,26.01922
10809,tgb,321706,8155790,0,bird,22.2,0.91,30.2,12.7,1173,108,43,19.7,71,0.09,0.00E+00,50,29.10326
10810,tgb,357485,8148560,0,bird,24.5,0.79,31.2,16.7,1909,98,87,18.9,55,0.18,1.20E+01,10,551.7563
10811,tgb,357373,8147576,0,bird,24.5,0.79,31.2,16.6,1903,99,86,18.9,55,0.17,3.86E+00,1,433.7396
10812,tgb,357586,8146655,0,bird,24.5,0.79,31.2,16.6,1905,98,86,18.9,55,0.17,3.72E-01,0,465.8154
10122,tgb,353416,8077978,0,bird,19.9,0.96,28.6,10.6,2069,74,159,18.6,25,0.52,1.00E+01,91,291.2456
10813,tgb,358514,8145339,0,bird,24.5,0.79,31.2,16.6,1921,98,88,18.9,54,0.18,1.76E+00,37,235.4506
10814,tgb,358106,8144568,0,bird,24.4,0.8,31.2,16.5,1913,98,88,18.9,55,0.18,4.24E+00,11,262.5795
10815,tgb,358852,8143590,0,bird,24.5,0.8,31.2,16.5,1925,98,89,18.9,54,0.18,0.00E+00,50,22.78157
10816,tgb,358261,8143493,0,bird,24.4,0.8,31.2,16.5,1915,98,88,18.9,55,0.18,2.52E+00,0,90.57041
10817,tgb,357493,8143027,0,bird,24.1,0.81,31,16.1,1905,98,90,18.9,54,0.18,2.20E+01,0,945.2587
10818,tgb,357494,8142935,0,bird,24,0.81,31,16,1908,98,91,18.9,53,0.19,1.80E+01,99,908.9307
10819,tgb,355404,8142878,0,bird,22.6,0.86,30.1,14.1,2025,92,113,18.8,44,0.25,0.00E+00,0,134.0597
10820,tgb,358443,8142849,0,bird,24.4,0.8,31.2,16.4,1917,98,88,18.9,54,0.18,2.60E+00,35,87.46428
10821,tgb,359420,8142794,0,bird,24.5,0.8,31.2,16.5,1936,98,90,18.9,54,0.18,2.39E-01,0,93.05912
10822,tgb,356770,8135953,0,bird,24.3,0.82,31.3,16,1876,99,84,19,56,0.17,4.01E+01,0,2153.359
10123,tgb,345516,8077878,0,bird,19.9,0.97,28.7,10.3,1728,78,123,18.9,32,0.41,0.00E+00,50,236.3197
10823,tgb,357632,8135467,0,bird,24,0.82,31.1,15.7,1900,98,89,18.9,54,0.19,5.56E+01,16,1722.825
10824,tgb,358436,8134888,0,bird,24.2,0.82,31.2,15.9,1919,98,89,18.9,54,0.18,6.51E+01,14,1296.757
10825,tgb,359298,8134402,0,bird,24.4,0.81,31.3,16.2,1937,98,89,18.9,54,0.18,0.00E+00,0,271.2748
10826,tgb,367203,8133931,0,bird,24.5,0.8,31.2,16.6,2127,94,107,18.7,49,0.22,1.69E-01,0,6.480741
10827,tgb,361884,8132698,0,bird,24.4,0.81,31.3,16.2,2002,97,94,18.8,52,0.19,0.00E+00,50,244.6099
10828,tgb,367043,8130980,0,bird,24.4,0.8,31.2,16.4,2138,94,107,18.7,49,0.22,4.31E-01,0,81.939
10829,tgb,366542,8130792,0,bird,24.4,0.8,31.2,16.4,2126,95,106,18.7,49,0.22,3.98E-01,96,25.69047
10830,tgb,363627,8128468,0,bird,24,0.82,31.1,15.8,2060,96,102,18.8,50,0.22,2.77E+01,7,1155.277
10831,tgb,361146,8128021,0,bird,24.4,0.82,31.4,16,1983,98,91,18.9,53,0.19,6.00E-03,0,335.5339
10832,tgb,363545,8127484,0,bird,22.3,0.87,29.9,13.8,2128,89,125,18.7,40,0.3,5.40E+01,100,2061.998
10124,tgb,353416,8077777,0,bird,20.1,0.96,28.8,10.8,2099,74,162,18.6,25,0.52,1.00E+01,15,247.3156
10833,tgb,363314,8126591,0,bird,23,0.85,30.4,14.6,2085,92,116,18.8,44,0.25,3.37E+01,0,1420.382
10834,tgb,362698,8125819,0,bird,22.2,0.88,29.8,13.6,2078,89,122,18.7,40,0.29,1.94E+01,100,1012.716
10835,tgb,359013,8124042,0,bird,23.9,0.84,31.2,15.3,1933,98,91,18.9,52,0.19,3.48E+01,7,1527.443
10836,tgb,365267,8122024,0,bird,24.1,0.83,31.2,15.8,2070,97,98,18.8,50,0.21,7.52E+00,80,634.4218
10837,tgb,372090,8118686,0,bird,24.3,0.81,31.2,16.3,2199,94,109,18.7,47,0.24,0.00E+00,50,0
10838,tgb,369898,8109728,0,bird,24.1,0.83,31.3,15.7,2071,97,96,18.8,49,0.22,3.40E+00,35,73.72923
10839,tgb,377703,8109560,0,bird,24.1,0.82,31.1,16.1,2451,91,135,18.5,40,0.31,0.00E+00,0,139.0791
10840,tgb,365825,8104292,0,bird,24.1,0.85,31.4,15.3,2156,95,106,18.7,47,0.24,3.75E+00,0,558.3646
10841,tgb,360105,8098015,0,bird,19.7,0.94,28.1,11.1,2109,81,147,18.6,28,0.47,0.00E+00,50,94.51984
10843,tgb,358854,8086725,0,bird,20.1,0.94,28.6,11.1,2141,77,158,18.5,27,0.49,1.46E+01,32,309.5674
10125,tgb,354716,8077777,0,bird,20,0.96,28.7,10.8,2195,72,173,18.5,23,0.56,1.55E+00,100,199.8224
10844,tgb,380048,8082478,0,bird,23.5,0.87,30.9,14.9,3951,76,310,17.7,13,0.75,1.84E+00,23,173.0202
10845,tgb,392136,8074234,0,bird,23.5,0.87,30.7,15.2,3882,75,302,17.7,13,0.75,0.00E+00,50,0
10846,tgb,378799,8056871,0,bird,22.7,0.92,30.5,13.7,3393,77,276,17.8,14,0.73,8.69E+00,100,409.9268
10847,tgb,401665,8026336,0,bird,23.3,0.92,30.7,14.5,3272,78,241,17.9,17,0.66,7.72E+00,0,598.0986
10848,tgb,403026,8018966,0,bird,23.5,0.92,30.9,14.6,3092,81,221,18.1,20,0.61,1.20E+01,53,121.7292
10849,tgb,403737,8017863,0,bird,23.5,0.92,31,14.7,3043,81,215,18.1,21,0.6,1.39E+00,78,101.8332
10850,tgb,403044,8015278,0,bird,23.6,0.92,31,14.6,2995,82,210,18.1,22,0.58,1.75E+00,2,205.8932
10851,tgb,387597,8005636,0,bird,23.8,0.95,31.6,14.2,2780,85,190,18.2,25,0.52,0.00E+00,50,0
10852,tgb,374944,7992987,0,bird,23,0.9899999,31.2,13,2080,91,125,18.7,34,0.39,3.55E+01,39,1109.54
10853,tgb,394394,7982959,0,bird,23.8,0.96,31.6,14.1,2136,98,99,18.7,41,0.29,6.16E-01,0,28.72281
10126,tgb,346106,8077657,0,bird,19.7,0.98,28.6,10.2,1803,77,133,18.8,30,0.45,9.32E+00,23,194.5173
10854,tgb,394696,7981486,0,bird,23.8,0.96,31.6,14.1,2122,99,98,18.7,41,0.29,3.44E-01,97,484.4946
10855,tgb,381449,7976983,0,bird,22.3,1.01,30.7,12.4,1814,94,108,18.9,38,0.33,3.87E+01,55,1156.42
10856,tgb,387459,7963555,0,bird,23.7,0.9899999,31.8,13.5,1843,98,92,19,46,0.25,1.29E+00,100,187.8191
10857,tgb,390109,7961726,0,bird,23.7,0.9899999,31.8,13.6,1874,97,95,18.9,45,0.25,4.83E+00,55,134.0709
10858,tgb,442205,7887973,0,bird,24,1.01,31.6,13.8,1354,107,53,19.3,63,0.13,0.00E+00,50,11.44552
10859,tgb,442796,7885547,0,bird,23.9,1.02,31.5,13.7,1315,108,52,19.4,64,0.13,0.00E+00,50,103.6147
10860,tgb,443854,7883521,0,bird,23.9,1.02,31.5,13.7,1282,108,50,19.4,65,0.12,2.53E+00,0,182.9098
10862,tgb,321598,8219206,0,bird,21.3,0.88,28.5,13.6,2422,85,164,18.5,33,0.39,1.20E+01,100,1405.947
10863,tgb,293457,8206294,0,bird,19,0.96,27.2,10.5,2066,85,141,18.7,32,0.41,2.04E+01,100,379.2163
10864,tgb,321610,8156557,0,bird,22.2,0.91,30.2,12.7,1182,108,43,19.7,70,0.09,0.00E+00,50,22.89105
10127,tgb,349618,8077653,0,bird,19.8,0.97,28.6,10.4,1858,77,137,18.7,29,0.46,0.00E+00,100,135.2183
10865,tgb,355719,8091529,0,bird,19.8,0.95,28.4,10.8,1867,82,127,18.8,31,0.41,8.84E-01,100,185.1324
10866,tgb,359279,8089249,0,bird,20.3,0.94,28.7,11.3,2078,79,147,18.6,29,0.45,0.00E+00,100,357.2534
10867,tgb,353101,8085978,0,bird,19.9,0.96,28.6,10.7,1771,81,121,18.9,33,0.39,1.35E+01,49,202.8793
10868,tgb,353114,8084133,0,bird,19.9,0.96,28.6,10.7,1813,80,126,18.8,31,0.42,0.00E+00,0,158.3919
10869,tgb,367315,8079620,0,bird,20,0.94,28.3,11.3,3112,68,263,17.9,12,0.78,2.00E+00,100,164.2468
10870,tgb,352275,8077672,0,bird,19.9,0.97,28.7,10.6,2000,75,152,18.6,26,0.5,3.68E+00,50,126.6768
10871,tgb,351404,8075822,0,bird,19.8,0.97,28.6,10.5,2047,74,159,18.6,25,0.53,0.00E+00,50,81.25269
10872,tgb,378412,8071687,0,bird,23.1,0.9,30.7,14.2,3634,77,290,17.8,14,0.73,9.64E+00,19,546.8922
10873,tgb,341874,8049005,0,bird,18.9,1.02,28,9.3,1747,79,125,18.9,26,0.51,0.00E+00,50,118.0678
10874,tgb,400008,8028325,0,bird,23.5,0.91,30.9,14.7,3301,78,245,17.9,18,0.65,1.08E+01,16,230.8116
10128,tgb,351217,8077378,0,bird,19.9,0.97,28.7,10.5,1948,76,146,18.7,27,0.48,3.65E+00,0,190.1263
10875,tgb,404766,8024507,0,bird,23.5,0.91,30.9,14.8,3133,79,224,18,20,0.61,1.60E+00,50,62.64982
10876,tgb,368117,7989228,0,bird,20.8,1.03,29.6,11,1598,88,120,19.1,34,0.37,0.00E+00,0,162.5392
10877,tgb,421766,7970541,0,bird,18.4,1.03,26.8,10.3,3474,80,284,17.8,3,0.94,1.36E+01,91,1840.288
10883,tgb,406588,7956742,0,bird,20,1.04,28.5,11,2361,88,168,18.5,21,0.59,1.11E+01,100,846.9628
10884,tgb,373795,7944349,0,bird,21.8,1.06,30.7,11.4,1230,97,67,19.5,52,0.19,5.20E+01,65,1623.625
10885,tgb,414151,7900989,0,bird,19.7,1.11,28.7,10.1,2073,99,117,18.7,28,0.47,2.59E+01,90,1507.497
10886,tgb,412406,7899136,0,bird,19.4,1.12,28.6,9.8,2194,98,127,18.6,25,0.52,4.00E-01,0,133.2591
10887,tgb,422054,7899026,0,bird,21.6,1.06,30.1,11.8,1406,104,64,19.3,51,0.19,1.56E+01,35,979.6556
10888,tgb,410659,7897284,0,bird,19,1.13,28.3,9.5,2350,97,140,18.5,20,0.6,1.45E+01,73,453.546
10889,tgb,415922,7897308,0,bird,19.4,1.12,28.5,9.900001,2248,99,130,18.6,24,0.54,2.16E+01,62,487.6064
10129,tgb,353717,8077378,0,bird,20.1,0.96,28.8,10.8,2146,73,167,18.5,25,0.53,6.11E-01,0,139.9714
10890,tgb,438742,7874806,0,bird,20.8,1.1,29.6,11,1401,105,64,19.3,49,0.2,1.96E+01,0,453.4677
10891,tgb,309991,8284740,0,bird,24.8,0.73,31.2,17.7,1696,103,58,19.2,64,0.11,0.00E+00,50,0
10892,tgb,314917,8262176,0,bird,20.7,0.87,27.9,13.5,2770,83,217,18.3,27,0.49,1.69E+01,40,555.7958
10893,tgb,315507,8262093,0,bird,20.6,0.87,27.8,13.4,2839,83,228,18.2,26,0.52,8.61E+00,5,345.5821
10894,tgb,310758,8253607,0,bird,22.8,0.85,29.6,15.3,1965,95,90,18.9,52,0.18,4.94E+00,0,423.4513
10895,tgb,285213,8213129,0,bird,18.5,0.96,26.9,10.1,2173,84,152,18.6,29,0.45,6.60E+00,0,260.2191
10896,tgb,330836,8212148,0,bird,24.5,0.78,30.9,17.2,3483,84,221,18,29,0.44,0.00E+00,50,74.02027
10897,tgb,285622,8211783,0,bird,18.1,0.96,26.6,9.8,2306,83,167,18.5,26,0.51,2.07E+01,32,388.8894
10898,tgb,322333,8162281,0,bird,22.2,0.9,30,12.9,1291,104,52,19.5,65,0.11,1.71E+00,13,38.58756
10899,tgb,323859,8156853,0,bird,22.2,0.91,30.2,12.8,1233,107,47,19.6,68,0.09999999,0.00E+00,0,98.04591
10130,tgb,350517,8077178,0,bird,19.8,0.97,28.6,10.4,1925,76,145,18.7,27,0.48,5.10E+00,100,90.17206
10900,tgb,365294,8117875,0,bird,24.2,0.83,31.3,15.8,2014,99,89,18.9,52,0.19,2.57E+00,40,67.09695
10901,tgb,352236,8103585,0,bird,20.4,0.93,28.9,11.3,1489,95,75,19.2,48,0.21,0.00E+00,50,0
10902,tgb,356534,8101679,0,bird,20,0.93,28.4,11.1,1794,87,111,18.9,36,0.34,1.13E+01,67,249.3091
10903,tgb,345397,8101383,0,bird,20.5,0.94,29.1,11,1281,99,56,19.5,55,0.16,9.12E+00,75,216.6772
10904,tgb,357871,8100489,0,bird,20,0.93,28.4,11.2,1861,86,119,18.8,34,0.37,0.00E+00,50,94.25497
10905,tgb,345788,8100341,0,bird,20.4,0.94,29.1,11,1290,98,58,19.4,54,0.16,0.00E+00,50,33.83785
10906,tgb,351236,8098875,0,bird,20.1,0.94,28.7,11,1492,93,80,19.2,45,0.24,1.03E+01,100,398.5825
10907,tgb,338139,8095886,0,bird,20.1,0.96,29.1,10.3,1224,96,55,19.5,54,0.16,3.08E+00,68,126.0674
10908,tgb,353068,8090588,0,bird,20.2,0.95,28.8,11,1634,87,100,19,39,0.31,8.92E+00,15,233.3902
10909,tgb,334257,8090291,0,bird,19.7,0.98,28.8,9.900001,1272,92,64,19.4,49,0.2,5.59E-01,0,568.8216
10025,tgb,308398,8179285,0,bird,18.2,0.96,26.7,9.8,2340,81,170,18.4,24,0.54,4.26E+00,0,205.6161
10131,tgb,346081,8077073,0,bird,19.9,0.97,28.7,10.3,1771,77,128,18.8,30,0.43,3.38E+00,0,289.3389
10910,tgb,337497,8087335,0,bird,19.8,0.98,28.9,10,1350,89,75,19.3,45,0.24,8.83E+00,10,598.9115
10911,tgb,346008,8086848,0,bird,20.2,0.96,29,10.6,1436,88,82,19.2,44,0.25,0.00E+00,0,56.06247
10912,tgb,329860,8086105,0,bird,18.6,1,27.6,9.1,1591,84,101,19,33,0.39,3.44E+01,59,409.5473
10913,tgb,333971,8085309,0,bird,18.7,0.9899999,27.6,9.3,1661,82,112,18.9,31,0.43,3.01E+01,31,968.9329
10914,tgb,331361,8083197,0,bird,18.2,1,27.2,8.900001,1772,82,119,18.8,27,0.49,1.06E+01,18,325.7299
10915,tgb,353147,8079523,0,bird,19.9,0.96,28.6,10.6,1974,76,148,18.7,27,0.49,0.00E+00,100,144.2636
10916,tgb,348603,8079213,0,bird,19.9,0.97,28.8,10.5,1737,79,122,18.9,32,0.41,0.00E+00,0,115.0739
10917,tgb,346895,8078862,0,bird,19.9,0.97,28.7,10.3,1715,79,121,18.9,32,0.4,5.46E+00,34,191.225
10918,tgb,346842,8077878,0,bird,19.8,0.97,28.7,10.3,1775,78,129,18.8,30,0.43,1.32E+01,63,152.6729
10919,tgb,328072,8077482,0,bird,19.3,0.9899999,28.3,9.400001,1262,87,72,19.4,44,0.25,1.11E+00,50,276.2083
10132,tgb,352716,8077078,0,bird,20,0.96,28.7,10.7,2070,74,160,18.6,25,0.52,7.06E-01,0,237.0021
10920,tgb,331941,8073826,0,bird,19.3,0.9899999,28.3,9.5,1402,82,91,19.2,37,0.33,9.08E+00,0,208.988
10921,tgb,341132,8072055,0,bird,18.6,1,27.6,9.3,1966,74,156,18.6,22,0.58,7.69E+00,100,266.6364
10922,tgb,340986,8071869,0,bird,18.8,1,27.7,9.400001,1917,75,151,18.7,23,0.56,1.47E+01,35,286.7769
10923,tgb,331987,8068292,0,bird,19.3,1,28.3,9.400001,1427,81,96,19.2,35,0.36,7.20E+00,50,167.5112
10924,tgb,338961,8055198,0,bird,19.1,1.01,28.2,9.400001,1557,81,108,19.1,30,0.43,3.50E+00,0,316.9132
10925,tgb,336538,8052651,0,bird,18.6,1.03,27.7,9,1692,78,123,18.9,26,0.51,3.22E+01,70,662.9804
10926,tgb,338754,8051962,0,bird,19.2,1.02,28.3,9.400001,1537,82,103,19.1,31,0.42,3.59E+00,91,113.9693
10927,tgb,339268,8043205,0,bird,19.2,1.03,28.4,9.400001,1625,80,114,19,29,0.46,9.75E+00,30,406.898
10928,tgb,339093,8042988,0,bird,19.1,1.03,28.2,9.3,1631,80,114,19,28,0.46,1.44E+01,68,379.3916
10929,tgb,348202,8037747,0,bird,19.8,1.01,28.8,10,2167,72,180,18.5,18,0.64,0.00E+00,50,56.53318
10133,tgb,355107,8077078,0,bird,20,0.96,28.6,10.7,2262,72,181,18.4,22,0.58,1.25E+01,68,201.2983
10930,tgb,400853,8029959,0,bird,23.5,0.91,30.9,14.7,3292,78,242,17.9,18,0.65,2.22E+00,0,397.8568
10931,tgb,373115,7919106,0,bird,20.9,1.11,30.2,10.4,1049,96,57,19.8,55,0.17,1.73E+00,0,110.0818
10932,tgb,386888,7911970,0,bird,20.3,1.11,29.6,10.2,1255,98,69,19.5,47,0.22,9.08E+00,1,275.0909
10933,tgb,406841,7889365,0,bird,19.8,1.13,29.1,9.900001,1639,100,89,19.1,38,0.32,2.39E+00,38,192.4526
10934,tgb,423418,7880466,0,bird,21.9,1.08,30.6,11.7,1137,105,48,19.6,61,0.13,7.09E+00,5,532.4002
10935,tgb,432117,7875879,0,bird,21.1,1.1,29.9,11.1,1302,105,58,19.4,53,0.17,3.18E+01,44,354.8958
10936,tgb,431715,7875079,0,bird,21.3,1.1,30,11.2,1245,105,54,19.5,55,0.16,2.67E+01,21,472.651
10937,tgb,436612,7874338,0,bird,20.9,1.1,29.7,11,1352,105,61,19.4,51,0.19,4.70E+00,26,298.3153
10938,tgb,436879,7872955,0,bird,21.1,1.1,29.9,11.2,1289,106,56,19.5,54,0.17,2.61E-01,0,227.684
10939,tgb,437815,7872313,0,bird,21,1.1,29.8,11.1,1306,106,57,19.4,53,0.17,5.78E+01,36,956.3069
10134,tgb,350967,8076977,0,bird,19.8,0.97,28.6,10.5,1957,75,148,18.7,27,0.49,6.60E+00,75,95.72878
10940,tgb,444733,7863008,0,bird,22.8,1.07,31.1,12.3,1024,107,41,19.7,69,0.09999999,3.14E+01,0,1687.172
10941,tgb,494109,7851241,0,bird,23.6,1.03,31.2,13.4,1025,108,44,19.7,72,0.09999999,6.02E+00,9,302.5789
10942,tgb,499060,7847970,0,bird,23.1,1.05,30.9,12.8,1055,107,48,19.6,69,0.11,1.63E+01,8,490.4906
10943,tgb,498367,7847707,0,bird,22.5,1.06,30.5,12.4,1084,107,51,19.6,66,0.12,3.05E+01,48,1007.575
10944,tgb,328188,8201368,0,bird,24.5,0.78,31,17.1,3081,86,188,18.2,33,0.38,0.00E+00,50,0
10945,tgb,330913,8167761,0,bird,22.2,0.88,29.8,13.5,1621,97,80,19.2,54,0.17,1.25E+01,65,304.3797
10946,tgb,354498,8139472,0,bird,22.6,0.87,30.1,13.9,1958,93,108,18.9,46,0.24,0.00E+00,0,105.9858
10947,tgb,366101,8130328,0,bird,24.4,0.81,31.2,16.4,2115,95,105,18.8,49,0.22,4.46E-01,94,13.0767
10948,tgb,353458,8097968,0,bird,20.3,0.94,28.8,11.2,1547,92,85,19.1,44,0.25,8.15E+00,50,119.6244
10949,tgb,385136,8086271,0,bird,23.6,0.86,30.8,15.3,4179,76,327,17.6,11,0.79,1.24E+01,0,704.223
10135,tgb,351116,8076977,0,bird,19.9,0.97,28.7,10.5,1959,75,148,18.7,27,0.49,7.00E+00,20,169.4314
10950,tgb,380699,8062183,0,bird,23.1,0.91,30.8,14.2,3457,78,277,17.8,16,0.7,1.11E+01,74,409.6962
10951,tgb,369375,7986659,0,bird,20.8,1.03,29.6,11,1588,89,118,19.1,35,0.37,5.95E+00,0,162.7943
10952,tgb,420216,7969928,0,bird,19.5,1.02,27.7,11.1,3020,83,233,18,10,0.8,6.52E+01,100,2666.707
10953,tgb,482591,7880894,0,bird,23.5,0.97,30.4,14.4,1272,107,54,19.4,63,0.13,1.79E+01,52,652.7725
10954,tgb,473837,7875351,0,bird,23.9,0.9899999,30.9,14.1,1160,108,47,19.5,68,0.11,1.04E-01,95,5.477226
10955,tgb,494868,7845862,0,bird,20.8,1.1,29.4,10.9,1219,103,68,19.4,54,0.17,1.79E+01,0,1149.44
10956,tgb,330700,8221983,0,bird,20.5,0.88,27.8,13.2,2780,81,210,18.2,26,0.52,4.82E+00,0,282.0745
10957,tgb,333622,8201763,0,bird,24.6,0.77,30.9,17.4,3150,86,196,18.1,32,0.4,2.89E+00,0,263.266
10958,tgb,326317,8180107,0,bird,24.5,0.79,31.1,16.6,2249,95,109,18.7,48,0.22,0.00E+00,50,0
10959,tgb,322205,8177651,0,bird,24,0.82,30.9,15.7,2019,97,93,18.8,52,0.19,1.89E+01,28,702.1154
10136,tgb,355166,8076978,0,bird,19.9,0.96,28.6,10.7,2268,72,182,18.4,22,0.59,6.68E+00,100,320.7741
10960,tgb,337071,8169008,0,bird,24.5,0.79,31.1,16.7,1829,102,70,19,59,0.14,0.00E+00,50,136.2571
10961,tgb,355653,8143129,0,bird,22.6,0.86,30,14.1,2039,91,115,18.8,44,0.25,1.07E+01,14,174.2154
10962,tgb,351838,8143081,0,bird,22.4,0.87,30,13.7,1859,93,101,18.9,47,0.22,1.06E+01,81,237.9286
10963,tgb,362266,8142076,0,bird,24.5,0.79,31.2,16.7,1994,97,95,18.8,53,0.19,2.44E+00,62,93.397
10964,tgb,366257,8133679,0,bird,24.4,0.8,31.2,16.5,2109,95,105,18.8,50,0.21,2.73E+00,6,485.647
10965,tgb,367223,8130766,0,bird,24.4,0.8,31.2,16.5,2145,94,108,18.7,49,0.22,4.43E-01,30,26.70206
10966,tgb,349817,8080577,0,bird,19.9,0.97,28.7,10.5,1725,80,120,18.9,32,0.4,0.00E+00,50,95.44108
10967,tgb,354356,8036607,0,bird,23.3,0.96,31.6,13,2614,75,215,18.2,24,0.53,8.49E+00,3,846.1312
10968,tgb,401224,8026334,0,bird,23.4,0.92,30.8,14.6,3264,78,240,17.9,18,0.65,1.60E+00,0,266.6421
10969,tgb,374920,7992280,0,bird,23.4,0.98,31.6,13.3,2083,94,111,18.7,36,0.35,2.49E+01,17,840.5064
10137,tgb,345935,8076888,0,bird,19.9,0.98,28.7,10.3,1772,77,129,18.8,30,0.43,8.16E+00,0,309.2733
10971,tgb,484781,7882064,0,bird,23.8,0.96,30.7,14.8,1264,107,53,19.4,64,0.13,9.99E+00,0,655.9573
10972,tgb,440232,7874780,0,bird,22.5,1.06,30.7,12.3,1176,107,48,19.6,63,0.13,6.81E+01,41,1126.745
10973,tgb,312671,8252578,0,bird,22.7,0.85,29.5,15.2,2042,94,99,18.9,50,0.2,1.83E+00,7,316.5344
10974,tgb,322772,8186621,0,bird,24.4,0.8,31.1,16.5,2412,92,125,18.6,45,0.25,0.00E+00,0,264.9792
10975,tgb,362062,8132576,0,bird,24.4,0.81,31.3,16.3,2006,97,95,18.8,52,0.19,8.87E+00,6,308.9951
10976,tgb,353842,8106271,0,bird,20.4,0.93,28.8,11.4,1575,94,83,19.1,45,0.24,3.23E+00,0,201.3529
10977,tgb,347659,8102998,0,bird,20.2,0.94,28.8,11,1382,96,66,19.3,50,0.19,2.34E+01,64,918.7883
10978,tgb,346636,8101608,0,bird,20.4,0.94,29.1,11.1,1313,98,59,19.4,54,0.17,0.00E+00,50,0
10979,tgb,354410,8088754,0,bird,19.9,0.95,28.5,10.8,1797,82,121,18.8,33,0.39,8.34E+00,1,200.085
10980,tgb,391242,8076074,0,bird,23.6,0.87,30.8,15.2,3953,75,308,17.7,13,0.76,0.00E+00,50,0
10138,tgb,349916,8076777,0,bird,19.7,0.97,28.5,10.3,1956,75,149,18.7,26,0.5,4.91E+00,100,218.3346
10981,tgb,445868,7867137,0,bird,21.7,1.08,30.2,11.7,1187,108,48,19.6,60,0.13,4.65E+01,16,1672.669
10982,tgb,314721,8285977,0,bird,24.6,0.73,31,17.7,1764,102,65,19.2,61,0.12,1.67E+01,27,666.6243
10983,tgb,310610,8285760,0,bird,24.7,0.73,31.2,17.7,1708,103,60,19.2,63,0.11,8.54E+00,55,292.1763
10984,tgb,321409,8249163,0,bird,24.1,0.79,30.6,16.9,2001,99,83,19,56,0.16,1.88E+00,0,397.1158
10985,tgb,321136,8247298,0,bird,24.4,0.78,30.8,17.1,1957,100,77,19,58,0.15,3.78E+00,0,342.1096
10986,tgb,328785,8201572,0,bird,24.5,0.78,31,17.1,3099,86,190,18.2,33,0.38,0.00E+00,50,0
