siteid,spid,x,y,occ,group,sabio1,sabio2,sabio4,sabio5,sabio6,sabio7,sabio8,sabio12,sabio15,sabio17,sabio18
100697,tgb,-53.183,-27.066,0,plant,203,120,3278,306,94,212,211,2062,7,447,489
100698,tgb,-53.15,-32.233,0,plant,183,109,3830,294,78,216,141,1377,12,263,333
100699,tgb,-53.083,-25.583,0,plant,196,136,3394,303,73,230,233,2045,22,371,577
100700,tgb,-53,-27.1,0,plant,213,116,3237,315,109,206,223,2096,7,454,494
100701,tgb,-53,-1.5,0,plant,272,89,650,332,224,108,267,1955,50,132,157
100702,tgb,-52.916,-27.116,0,plant,201,113,3179,300,100,200,211,2136,7,463,501
100704,tgb,-52.867,-25.1,0,plant,172,126,3017,268,60,208,204,2002,24,359,574
100705,tgb,-52.85,-27.95,0,plant,193,104,3176,290,97,193,206,1919,12,385,434
100063,tgb,-76.866,-0.666,0,plant,244,94,451,300,190,110,241,3630,17,711,888
100706,tgb,-52.75,-31.85,0,plant,188,109,3833,298,80,218,159,1476,15,271,361
100708,tgb,-52.75,-18.167,0,plant,230,121,1348,307,133,174,237,1930,60,63,444
100709,tgb,-52.616,-27.1,0,plant,190,112,3017,287,92,195,200,2255,8,489,524
100713,tgb,-52.5,-22.833,0,plant,215,126,2608,299,102,197,240,1375,34,163,429
100714,tgb,-52.45,-23.75,0,plant,204,120,2712,292,101,191,232,1582,25,248,469
100716,tgb,-52.4,-26.883,0,plant,177,128,3074,277,65,212,163,2465,10,539,577
100717,tgb,-52.4,-24.017,0,plant,204,115,2708,291,103,188,231,1685,25,272,507
100718,tgb,-52.383,-26.4,0,plant,165,136,3252,271,44,227,147,2337,15,481,585
100720,tgb,-52.366,2.883,0,plant,256,95,524,326,197,129,254,2702,43,203,237
100722,tgb,-52.333,-26.583,0,plant,175,135,3208,279,55,224,158,2405,14,513,582
100064,tgb,-76.85,-1.533,0,plant,239,94,437,295,184,111,236,4225,16,814,1043
100723,tgb,-52.333,-26.55,0,plant,178,135,3227,284,58,226,161,2384,14,506,580
100724,tgb,-52.333,-15.666,0,plant,247,134,1363,330,134,196,253,1853,71,22,404
100725,tgb,-52.25,-15.883,0,plant,250,128,1292,332,141,191,256,1864,72,26,396
100726,tgb,-52.25,-15.85,0,plant,239,127,1281,319,129,190,244,1875,72,26,402
100729,tgb,-52.133,-29.617,0,plant,205,99,3401,305,112,193,238,1505,30,205,464
100734,tgb,-52,1.75,0,plant,257,89,624,324,205,119,254,2752,42,210,276
100735,tgb,-51.933,1.666,0,plant,257,88,629,323,206,117,253,2753,42,209,276
100739,tgb,-51.883,-12.833,0,plant,257,131,938,340,157,183,262,1887,69,13,618
100740,tgb,-51.866,0.533,0,plant,264,83,637,325,220,105,260,2615,42,213,263
100742,tgb,-51.8,-16.983,0,plant,239,116,1033,315,147,168,244,1926,69,33,404
100065,tgb,-76.833,-6.166,0,plant,231,94,505,291,164,127,231,1557,23,235,393
100744,tgb,-51.783,-17.2,0,plant,223,116,1048,298,133,165,229,1900,66,40,404
100745,tgb,-51.767,3.9,0,plant,258,91,458,327,202,125,256,3825,50,207,207
100746,tgb,-51.75,-27.05,0,plant,171,121,3236,270,58,212,154,2073,16,428,487
100747,tgb,-51.75,-0.833,0,plant,270,89,575,332,221,111,267,2714,42,229,253
100748,tgb,-51.75,0.7,0,plant,263,82,637,324,219,105,259,2595,43,201,263
100749,tgb,-51.717,-24.75,0,plant,180,117,2813,268,76,192,210,1823,29,305,534
100750,tgb,-51.7,-17.8,0,plant,230,117,1069,304,141,163,237,1841,63,55,398
100751,tgb,-51.616,-26.683,0,plant,151,122,3230,249,36,213,133,2046,14,431,486
100752,tgb,-51.6,-27.333,0,plant,189,117,3272,287,79,208,171,1945,17,387,461
100756,tgb,-51.5,3,0,plant,258,92,539,328,201,127,256,3522,52,181,181
100066,tgb,-76.833,-0.316,0,plant,247,96,469,306,193,113,244,3677,16,737,883
100759,tgb,-51.45,2.883,0,plant,260,92,545,330,203,127,257,3541,52,181,182
100760,tgb,-51.433,-0.433,0,plant,270,83,606,331,226,105,267,2695,47,181,204
100761,tgb,-51.316,3.6,0,plant,260,91,480,329,204,125,258,3950,55,159,159
100762,tgb,-51.267,-15.667,0,plant,259,112,865,335,172,163,262,1867,75,18,195
100763,tgb,-51.233,-10.166,0,plant,267,129,621,348,177,171,271,2037,66,26,429
100767,tgb,-51.167,-29.233,0,plant,177,95,3076,270,88,182,165,2009,11,416,485
100768,tgb,-51.117,-20.65,0,plant,234,126,2271,311,121,190,255,1395,58,80,564
100769,tgb,-51.117,-16.417,0,plant,245,110,956,320,158,162,248,1925,75,25,189
100772,tgb,-51.067,-26.25,0,plant,179,122,3271,279,67,212,213,1780,13,347,464
100774,tgb,-51.05,-22.733,0,plant,224,125,2631,308,112,196,251,1473,45,138,534
100005,tgb,-80.683,-1.033,0,plant,248,80,803,298,194,104,256,312,99,8,171
100067,tgb,-76.833,5.5,0,plant,260,84,228,309,216,93,259,8065,14,1493,1784
100775,tgb,-51,-30.083,0,plant,194,95,3632,293,96,197,146,1583,10,323,355
100776,tgb,-51,-10.183,0,plant,270,127,611,349,181,168,273,2038,66,26,424
100777,tgb,-51,-10,0,plant,268,129,584,348,179,169,271,2016,65,27,428
100778,tgb,-50.966,1.75,0,plant,264,82,611,329,217,112,258,3225,56,125,146
100779,tgb,-50.9,-29.4,0,plant,162,96,3113,254,71,183,144,2075,9,447,496
100780,tgb,-50.9,-26.85,0,plant,154,119,3281,253,42,211,151,1845,11,381,458
100781,tgb,-50.9,-18.883,0,plant,247,123,1308,324,152,172,254,1886,65,61,414
100783,tgb,-50.8,-1.35,0,plant,267,100,406,329,214,115,262,2743,37,325,325
100787,tgb,-50.75,-1.967,0,plant,267,106,325,331,210,121,264,2680,49,222,222
100788,tgb,-50.733,-11.183,0,plant,278,119,779,349,195,154,284,2099,73,17,407
100068,tgb,-76.816,-1.716,0,plant,241,95,430,298,186,112,238,4139,16,805,1011
100790,tgb,-50.7,-26.933,0,plant,154,117,3262,252,43,209,190,1809,12,373,450
100792,tgb,-50.633,-25.417,0,plant,177,116,3039,269,69,200,209,1634,21,274,460
100793,tgb,-50.617,-25.15,0,plant,180,117,2967,272,72,200,212,1657,20,283,461
100794,tgb,-50.583,-27.3,0,plant,152,111,3202,247,45,202,130,1819,12,374,442
100795,tgb,-50.566,-22.366,0,plant,214,126,2597,298,101,197,240,1448,48,129,542
100796,tgb,-50.533,-22.933,0,plant,223,126,2603,308,112,196,249,1453,41,158,515
100798,tgb,-50.5,-26.183,0,plant,172,126,3349,274,54,220,208,1631,18,298,452
100800,tgb,-50.433,-5.916,0,plant,255,108,305,323,192,131,254,2072,56,90,235
100801,tgb,-50.417,-22.617,0,plant,211,126,2608,296,99,197,237,1489,46,151,546
100803,tgb,-50.25,-11.5,0,plant,277,116,735,349,195,154,281,2155,72,19,421
100069,tgb,-76.8,-1.783,0,plant,243,95,438,300,188,112,239,4078,15,795,992
100805,tgb,-50.2,-17.767,0,plant,250,121,1323,325,150,175,255,1694,68,27,199
100807,tgb,-50.166,-1,0,plant,268,92,446,326,219,107,265,3246,43,280,369
100810,tgb,-50.1,-18.85,0,plant,246,124,1284,323,151,172,253,1784,68,37,387
100811,tgb,-50.067,-21.383,0,plant,223,128,2421,304,108,196,246,1418,60,81,585
100812,tgb,-50.033,-9.45,0,plant,267,128,408,347,182,165,267,2174,62,34,469
100813,tgb,-50,-25.25,0,plant,178,115,2861,269,74,195,209,1653,26,270,518
100814,tgb,-50,-25.166,0,plant,171,114,2782,260,68,192,201,1668,26,272,495
100815,tgb,-50,-3.5,0,plant,270,104,361,332,212,120,267,2687,67,105,127
100817,tgb,-49.967,-23.767,0,plant,202,121,2745,287,92,195,230,1451,33,188,474
100818,tgb,-49.967,-23.5,0,plant,208,122,2653,295,99,196,235,1511,33,190,495
100070,tgb,-76.716,7.616,0,plant,270,90,320,326,221,105,270,3367,43,259,443
100820,tgb,-49.933,-10.567,0,plant,274,120,589,346,189,157,275,2275,68,26,443
100821,tgb,-49.916,-0.983,0,plant,269,90,446,326,222,104,266,3240,49,225,326
100823,tgb,-49.85,-24.5,0,plant,172,124,2999,261,39,222,202,1568,30,230,466
100824,tgb,-49.833,-25.25,0,plant,170,113,2830,259,68,191,200,1672,27,273,525
100825,tgb,-49.833,-24.133,0,plant,187,126,3038,275,52,223,217,1476,35,195,450
100829,tgb,-49.733,-4.183,0,plant,272,103,367,332,215,117,269,2723,68,89,132
100831,tgb,-49.633,-4.066,0,plant,273,104,393,334,216,118,270,2758,69,87,130
100833,tgb,-49.617,-17.05,0,plant,242,119,1487,316,139,177,249,1586,68,20,188
100835,tgb,-49.6,-8.216,0,plant,261,130,317,348,176,172,258,1956,60,37,248
100837,tgb,-49.583,-0.03,0,plant,272,71,668,324,232,92,264,3455,65,70,70
100071,tgb,-76.7,-0.033,0,plant,248,98,473,309,194,115,244,3692,16,699,865
100838,tgb,-49.533,-3.5,0,plant,273,105,356,335,214,121,271,2790,68,96,96
100841,tgb,-49.5,-1,0,plant,270,86,431,323,225,98,267,3010,55,149,244
100842,tgb,-49.483,-15.383,0,plant,244,91,826,311,176,135,245,1874,70,21,62
100845,tgb,-49.417,-19.6,0,plant,237,132,1674,318,127,191,249,1613,68,38,524
100846,tgb,-49.417,-4.55,0,plant,273,101,365,334,216,118,271,2656,70,82,82
100847,tgb,-49.4,-15.7,0,plant,243,92,882,310,172,138,245,1876,69,20,58
100848,tgb,-49.383,-24.1,0,plant,193,123,2873,279,67,212,223,1447,38,181,457
100849,tgb,-49.383,-17.333,0,plant,237,127,1515,314,127,187,244,1525,68,22,178
100851,tgb,-49.333,-20.533,0,plant,232,130,1880,309,118,191,246,1495,69,55,672
100855,tgb,-49.233,-16.916,0,plant,225,119,1501,300,120,180,231,1577,67,24,369
100073,tgb,-76.633,4.95,0,plant,264,87,239,312,217,95,261,6938,14,1352,1546
100857,tgb,-49.217,-25.567,0,plant,171,101,2973,256,71,185,203,1655,29,254,515
100859,tgb,-49.033,-14.567,0,plant,257,91,694,326,191,135,256,1947,74,11,202
100860,tgb,-49.027,-14.317,0,plant,255,93,670,325,188,137,254,2037,74,12,208
100864,tgb,-48.866,-25.466,0,plant,220,91,3118,304,125,179,252,2044,35,258,674
100865,tgb,-48.817,-25.483,0,plant,216,89,3105,300,124,176,249,2100,36,261,695
100867,tgb,-48.755,-16.59,0,plant,219,117,1246,292,123,169,224,1616,65,29,402
100868,tgb,-48.75,-25.5,0,plant,218,85,3095,301,130,171,251,2188,37,265,772
100869,tgb,-48.75,-17.8,0,plant,231,140,1442,316,111,205,239,1545,72,24,329
100870,tgb,-48.733,-28.25,0,plant,203,66,2984,277,126,151,237,1565,23,249,478
100871,tgb,-48.733,-25.333,0,plant,221,88,3148,304,129,175,254,2115,36,262,700
100074,tgb,-76.583,-7.75,0,plant,249,153,501,333,154,179,253,2599,23,366,708
100872,tgb,-48.667,-27.583,0,plant,202,73,3022,280,121,159,235,1713,32,242,562
100874,tgb,-48.65,-26.283,0,plant,212,77,2807,288,131,157,245,2029,34,264,718
100875,tgb,-48.6,-16.7,0,plant,221,125,1302,298,119,179,228,1600,64,31,408
100876,tgb,-48.583,-22.183,0,plant,210,119,2350,290,104,186,234,1481,62,89,627
100877,tgb,-48.583,-20.667,0,plant,228,123,1791,299,119,180,242,1559,69,56,620
100879,tgb,-48.417,-1.667,0,plant,267,99,256,324,214,110,265,2706,47,267,267
100881,tgb,-48.383,-25.3,0,plant,222,78,3085,302,136,166,256,2477,40,279,907
100882,tgb,-48.383,-14.3,0,plant,233,90,700,302,167,135,232,2066,71,16,230
100883,tgb,-48.283,-18.95,0,plant,216,122,1797,290,111,179,230,1709,71,29,743
100884,tgb,-48.267,-18.067,0,plant,235,130,1425,314,124,190,244,1678,73,28,356
100075,tgb,-76.533,-8.166,0,plant,267,151,457,352,174,178,271,2782,26,375,810
100885,tgb,-48.25,-15.25,0,plant,238,93,773,304,169,135,239,1695,70,22,194
100887,tgb,-48.25,-2,0,plant,267,104,207,326,210,116,266,2678,52,251,251
100888,tgb,-48.25,-0.917,0,plant,270,81,462,321,227,94,265,2935,63,130,130
100889,tgb,-48.2,-13.533,0,plant,259,104,721,336,182,154,260,1816,72,12,197
100890,tgb,-48.2,-7.2,0,plant,256,112,407,333,184,149,253,2052,59,62,104
100891,tgb,-48.15,-17.72,0,plant,237,147,1357,327,112,215,244,1685,72,37,355
100892,tgb,-48.133,-21.767,0,plant,206,114,2110,281,103,178,226,1592,64,78,610
100893,tgb,-48.133,-7.266,0,plant,258,111,432,336,186,150,255,2067,60,58,102
100894,tgb,-48,-17,0,plant,224,143,1346,305,105,200,231,1607,64,44,378
100895,tgb,-48,-15,0,plant,233,92,797,299,164,135,233,1742,71,18,200
100077,tgb,-76.5,7.25,0,plant,269,100,351,331,213,118,266,3885,40,341,543
100899,tgb,-47.95,-16.267,0,plant,213,129,1294,292,109,183,220,1709,67,29,404
100903,tgb,-47.9,-18.2,0,plant,228,114,1443,296,132,164,238,1723,72,28,757
100904,tgb,-47.884,-15.972,0,plant,205,117,1091,276,113,163,210,1844,68,28,432
100906,tgb,-47.85,-15.75,0,plant,215,110,1017,282,129,153,219,1801,68,24,419
100907,tgb,-47.833,-15.8,0,plant,214,112,1017,282,127,155,219,1810,69,24,422
100908,tgb,-47.816,-6.816,0,plant,246,112,327,323,170,153,244,1947,60,60,207
100909,tgb,-47.789,-22.164,0,plant,198,109,2215,272,98,174,219,1584,63,83,608
100912,tgb,-47.7,-11.7,0,plant,236,127,710,328,141,187,235,1880,73,14,180
100914,tgb,-47.608,-22.866,0,plant,200,116,2404,279,94,185,223,1447,61,91,551
100917,tgb,-47.583,-15.583,0,plant,210,108,1014,279,124,155,213,1737,69,18,193
100079,tgb,-76.416,-2.75,0,plant,251,96,467,308,196,112,247,2890,13,589,589
100918,tgb,-47.567,-15.2,0,plant,209,98,912,277,133,144,211,1781,70,18,205
100919,tgb,-47.55,-21.5,0,plant,211,124,2048,286,102,184,229,1652,65,73,624
100922,tgb,-47.516,-15.8,0,plant,215,116,1118,286,121,165,220,1729,70,19,400
100925,tgb,-47.467,-5.533,0,plant,264,120,351,345,180,165,262,1686,68,38,231
100929,tgb,-47.433,-1.75,0,plant,264,103,300,328,206,122,260,2532,52,185,212
100931,tgb,-47.417,-21.983,0,plant,210,118,2227,286,103,183,231,1512,65,69,589
100934,tgb,-47.3,-21.25,0,plant,205,117,1901,272,102,170,221,1715,66,64,655
100938,tgb,-47.117,-1.133,0,plant,261,97,441,328,207,121,256,2739,63,82,122
100939,tgb,-47.116,-22.183,0,plant,206,120,2304,281,95,186,228,1546,65,76,606
100941,tgb,-47.066,-22.183,0,plant,205,120,2284,281,94,187,227,1566,64,78,613
100006,tgb,-80.583,-1.35,0,plant,236,88,915,291,176,115,246,692,86,20,364
100080,tgb,-76.366,-0.533,0,plant,247,95,456,304,193,111,244,3283,14,635,765
100943,tgb,-46.917,-12.917,0,plant,235,110,719,311,156,155,233,1814,74,13,168
100944,tgb,-46.883,-16.533,0,plant,231,131,1408,308,122,186,238,1520,70,26,542
100945,tgb,-46.85,-23.65,0,plant,181,96,2302,255,92,163,205,1855,48,161,661
100946,tgb,-46.85,-20.35,0,plant,213,116,1897,279,106,173,227,1711,69,48,603
100947,tgb,-46.85,-13.3,0,plant,253,107,737,326,176,150,252,1652,74,10,163
100948,tgb,-46.833,-23.717,0,plant,180,93,2293,253,94,159,205,1986,46,180,696
100949,tgb,-46.833,-19.617,0,plant,200,118,1747,272,98,174,213,1871,67,55,656
100951,tgb,-46.733,-23.45,0,plant,179,102,2283,255,87,168,203,1614,54,122,602
100952,tgb,-46.683,-19.1,0,plant,201,115,1540,273,105,168,210,1815,70,40,656
100953,tgb,-46.65,-23.417,0,plant,170,101,2254,244,78,166,194,1615,55,120,604
100084,tgb,-76.333,-2.333,0,plant,248,96,453,304,191,113,244,3282,15,644,644
100954,tgb,-46.6,-22.767,0,plant,181,118,2234,255,73,182,203,1701,59,112,642
100955,tgb,-46.55,-21.8,0,plant,176,120,2194,249,65,184,196,1892,64,80,714
100957,tgb,-46.516,-5.916,0,plant,255,128,500,340,160,180,254,1497,67,34,215
100960,tgb,-46.45,-23.667,0,plant,178,86,2306,248,95,153,203,2206,44,203,771
100961,tgb,-46.433,-23.883,0,plant,220,77,2408,289,141,148,248,2833,36,298,946
100962,tgb,-46.422,-19.684,0,plant,198,132,1962,276,79,197,212,1760,70,41,630
100965,tgb,-46.317,-21.6,0,plant,200,123,2168,275,88,187,219,1845,64,75,680
100966,tgb,-46.317,-14.05,0,plant,242,114,790,312,155,157,242,1628,71,17,176
100967,tgb,-46.317,-13.417,0,plant,248,111,746,321,169,152,247,1529,73,9,150
100969,tgb,-46.183,-17.733,0,plant,228,124,1198,303,134,169,233,1619,78,18,590
100085,tgb,-76.333,-0.3,0,plant,250,96,434,307,196,111,247,3322,15,630,766
100970,tgb,-46.166,-21.466,0,plant,203,126,2155,279,90,189,222,1807,64,73,658
100971,tgb,-46.166,-21.366,0,plant,206,126,2160,282,93,189,225,1793,65,70,652
100973,tgb,-46.1,-1.217,0,plant,264,84,539,320,212,108,257,2573,71,32,32
100975,tgb,-46.083,-3.75,0,plant,271,101,416,334,212,122,268,1971,68,99,121
100976,tgb,-46.083,-3.116,0,plant,269,100,363,333,213,120,267,2215,62,139,139
100977,tgb,-46,-1.217,0,plant,264,82,555,320,212,108,257,2591,72,29,29
100978,tgb,-45.967,-21.467,0,plant,206,129,2206,286,90,196,225,1761,64,74,635
100981,tgb,-45.933,-7.316,0,plant,260,114,697,342,182,160,256,1392,69,16,119
100983,tgb,-45.883,-21.65,0,plant,208,130,2214,290,91,199,227,1730,63,75,623
100985,tgb,-45.833,-3.666,0,plant,272,101,432,337,214,123,270,2018,69,95,119
100091,tgb,-76.216,-5.983,0,plant,264,106,323,325,203,122,264,2319,24,321,592
100986,tgb,-45.767,-21.233,0,plant,205,131,2230,287,89,198,225,1703,65,66,611
100988,tgb,-45.6,-23,0,plant,200,104,2325,272,97,175,223,1715,62,97,677
100989,tgb,-45.5,-3.5,0,plant,273,100,453,337,215,122,270,2043,71,88,113
100990,tgb,-45.25,-21.733,0,plant,200,136,2262,283,80,203,220,1634,67,58,604
100991,tgb,-45.25,-3.5,0,plant,274,99,468,338,216,122,271,2005,70,90,110
100992,tgb,-45.183,-22.6,0,plant,197,122,2352,276,82,194,220,1778,64,81,702
100993,tgb,-45.116,-7.433,0,plant,264,110,846,341,190,151,260,1167,69,8,90
100994,tgb,-45.083,-7.183,0,plant,269,111,864,346,194,152,265,1185,67,15,95
100995,tgb,-45.083,-2.517,0,plant,272,88,358,328,226,102,269,2155,68,44,44
100996,tgb,-45.067,-16.5,0,plant,235,153,1707,330,110,220,245,1244,79,11,531
100093,tgb,-76.216,-0.416,0,plant,250,95,440,306,196,110,247,3201,15,598,725
100997,tgb,-45.066,-7.4,0,plant,262,110,872,338,188,150,257,1173,69,8,91
100998,tgb,-45.066,-7.333,0,plant,264,110,856,340,190,150,260,1174,68,10,93
100999,tgb,-45.017,-21.9,0,plant,198,139,2288,282,75,207,219,1741,67,62,650
101001,tgb,-45,-12.39,0,plant,242,140,890,335,141,194,243,1362,73,2,320
101005,tgb,-44.9,-21.983,0,plant,194,138,2286,276,69,207,215,1796,67,64,678
101006,tgb,-44.867,-18.767,0,plant,231,133,1803,309,117,192,243,1396,77,15,501
101007,tgb,-44.867,-15.75,0,plant,237,152,1654,336,114,222,247,1101,81,5,269
101010,tgb,-44.667,-3.267,0,plant,273,95,431,335,218,117,270,1788,65,97,103
101013,tgb,-44.633,-20.55,0,plant,207,126,1913,285,103,182,221,1681,74,36,615
101014,tgb,-44.567,-4.533,0,plant,273,104,770,344,206,138,269,1778,78,44,58
100094,tgb,-76.216,-0.05,0,plant,251,96,423,308,198,110,248,3388,17,609,766
101015,tgb,-44.5,-7.233,0,plant,267,108,934,345,194,151,263,1228,68,11,94
101017,tgb,-44.466,-5.25,0,plant,270,106,892,344,198,146,265,1481,75,43,67
101018,tgb,-44.45,-18.75,0,plant,225,133,1956,305,112,193,239,1395,77,16,505
101020,tgb,-44.35,-19.117,0,plant,214,130,1792,292,101,191,227,1445,75,23,510
101021,tgb,-44.333,-3.4,0,plant,272,94,500,334,217,117,269,1916,69,83,100
101024,tgb,-44.25,-8.9,0,plant,270,119,833,354,196,158,264,1184,72,4,85
101026,tgb,-44.2,-13.4,0,plant,249,129,1027,333,157,176,253,984,80,0,240
101027,tgb,-44.183,-21.117,0,plant,202,120,2013,281,100,181,217,1734,70,47,637
101028,tgb,-44.033,-12.65,0,plant,241,138,1005,332,142,190,244,999,75,2,244
101029,tgb,-43.967,-23.067,0,plant,216,94,2108,292,134,158,239,1554,43,137,518
100095,tgb,-76.216,0.416,0,plant,252,96,554,310,198,112,248,3998,20,676,879
101032,tgb,-43.85,-4.467,0,plant,274,106,827,349,206,143,269,1646,76,49,52
101033,tgb,-43.783,-22.867,0,plant,236,98,2127,314,151,163,259,1515,45,122,521
101034,tgb,-43.783,-21.217,0,plant,189,109,1994,265,97,168,204,1773,68,57,651
101036,tgb,-43.767,-19.9,0,plant,204,110,1905,277,109,168,218,1682,76,32,601
101037,tgb,-43.767,-6.167,0,plant,264,106,993,343,195,148,257,1393,68,32,91
101038,tgb,-43.733,-18.45,0,plant,199,112,1901,284,104,180,213,1624,75,24,570
101039,tgb,-43.733,-6.483,0,plant,260,105,988,339,192,147,255,1370,68,28,197
101040,tgb,-43.617,-19.9,0,plant,189,108,1924,261,95,166,203,1692,74,34,601
101043,tgb,-43.53,-21.63,0,plant,200,105,2071,277,108,169,220,1800,68,57,682
101045,tgb,-43.5,-13.3,0,plant,254,130,945,334,163,171,257,1059,81,0,247
100098,tgb,-76.166,-2.75,0,plant,249,97,456,305,192,113,244,2845,13,577,577
101046,tgb,-43.483,-19.833,0,plant,209,111,1983,284,112,172,224,1664,74,32,587
101048,tgb,-43.45,-19.216,0,plant,196,122,1992,276,90,186,211,1852,73,33,623
101049,tgb,-43.4,-13.216,0,plant,254,131,946,336,163,173,258,1033,80,0,238
101052,tgb,-43.333,-22.916,0,plant,223,82,2081,293,149,144,248,1519,35,164,491
101053,tgb,-43.317,-21.517,0,plant,219,111,2149,298,121,177,239,1769,69,57,664
101054,tgb,-43.3,-22.966,0,plant,201,78,2049,268,130,138,226,1457,33,166,460
101057,tgb,-43.266,-22.966,0,plant,205,76,2045,271,135,136,230,1435,33,164,453
101058,tgb,-43.25,-22.867,0,plant,234,82,2116,304,159,145,260,1521,36,162,495
101061,tgb,-43.233,-22.9,0,plant,233,80,2101,302,159,143,259,1471,35,160,474
101063,tgb,-43.217,-22.717,0,plant,234,89,2186,310,153,157,258,1769,41,167,600
100099,tgb,-76.166,-2.416,0,plant,250,97,450,306,193,113,246,3147,14,618,618
101065,tgb,-43.2,-22.967,0,plant,225,76,2065,291,155,136,250,1359,31,159,425
101066,tgb,-43.2,-22.933,0,plant,228,77,2081,295,156,139,253,1407,33,159,446
101067,tgb,-43.183,-13.116,0,plant,252,131,946,335,161,174,255,976,79,1,223
101069,tgb,-43.1,-22.9,0,plant,231,79,2100,298,158,140,256,1367,33,154,434
101071,tgb,-43.033,-22.767,0,plant,226,84,2173,297,148,149,250,1522,39,151,504
101073,tgb,-42.95,-22.167,0,plant,206,111,2348,290,105,185,230,1872,62,90,687
101074,tgb,-42.9,-20.417,0,plant,219,118,2197,303,113,190,236,1414,69,45,474
101076,tgb,-42.883,-8.183,0,plant,269,138,808,355,180,175,270,936,74,6,146
101077,tgb,-42.85,-21.333,0,plant,230,121,2268,316,125,191,247,1545,68,52,553
101081,tgb,-42.7,-14.9,0,plant,238,111,1191,306,157,149,244,930,82,1,323
100100,tgb,-76.166,-0.1,0,plant,252,95,429,308,198,110,249,3318,17,595,742
101082,tgb,-42.7,-10.833,0,plant,258,140,987,345,159,186,263,739,79,1,123
101085,tgb,-42.616,-19.75,0,plant,233,119,2073,317,128,189,248,1420,70,42,477
101086,tgb,-42.6,-19.766,0,plant,233,120,2066,317,129,188,249,1416,69,42,476
101087,tgb,-42.583,-21.667,0,plant,220,123,2262,309,115,194,242,1536,66,58,548
101091,tgb,-42.4,-17.983,0,plant,231,121,1837,314,133,181,244,1290,73,33,419
101093,tgb,-42.383,-21.133,0,plant,229,128,2306,323,117,206,246,1479,66,57,506
101095,tgb,-42.367,-21.967,0,plant,212,114,2234,298,114,184,234,1633,62,74,586
101097,tgb,-42.25,-14.133,0,plant,231,111,1261,303,147,156,239,846,78,8,367
101098,tgb,-42.183,-4.3,0,plant,271,117,928,355,194,161,262,1811,82,40,62
101099,tgb,-42.167,-22.833,0,plant,228,69,1802,287,165,122,239,1029,33,118,278
100007,tgb,-80.259,-3.841,0,plant,240,114,829,309,170,139,250,911,90,9,501
100101,tgb,-76.166,-0.066,0,plant,252,95,429,308,198,110,249,3341,17,596,747
101100,tgb,-42.133,-20.166,0,plant,199,126,2045,283,89,194,214,1466,66,60,491
101103,tgb,-42.05,-22,0,plant,195,102,2190,272,101,171,211,1562,54,99,517
101107,tgb,-41.833,-14.5,0,plant,230,115,1401,308,142,166,239,715,79,6,238
101108,tgb,-41.833,-13.216,0,plant,187,120,1133,269,99,170,194,1053,63,45,393
101110,tgb,-41.767,-2.967,0,plant,273,97,535,333,216,117,267,1322,90,8,11
101115,tgb,-41.567,-3.483,0,plant,264,105,629,330,201,129,256,1227,87,16,58
101116,tgb,-41.55,-12.45,0,plant,217,116,1214,292,134,158,225,999,54,61,334
101118,tgb,-41.517,-17.867,0,plant,234,118,1668,318,143,175,247,1253,64,62,380
101119,tgb,-41.383,-10.266,0,plant,226,120,1177,301,142,159,235,728,76,4,249
101122,tgb,-41.333,-12.567,0,plant,239,115,1275,313,157,156,247,1115,48,82,360
100102,tgb,-76.166,0,0,plant,251,94,524,309,197,112,247,3494,18,611,769
101123,tgb,-41.3,-13.583,0,plant,201,114,1227,274,117,157,210,841,57,51,266
101124,tgb,-41.283,-13.416,0,plant,206,117,1203,281,121,160,214,905,54,63,284
101125,tgb,-41.233,-20.55,0,plant,234,115,1932,319,142,177,248,1292,54,92,370
101126,tgb,-41.2,-16.133,0,plant,216,108,1732,290,127,163,228,1004,68,51,297
101127,tgb,-41.166,-13.5,0,plant,227,115,1271,299,142,157,236,824,57,50,264
101129,tgb,-41.083,-3.567,0,plant,251,114,744,325,181,144,244,1254,94,8,50
101130,tgb,-41.067,-21.65,0,plant,232,86,1896,300,153,147,244,1119,41,97,312
101131,tgb,-40.983,-21.283,0,plant,237,85,1813,303,161,142,250,1083,43,97,279
101132,tgb,-40.9,-3.867,0,plant,223,113,745,298,157,141,216,1385,92,13,60
101133,tgb,-40.883,-2.933,0,plant,279,112,669,351,213,138,273,1202,101,0,25
100103,tgb,-76.166,0.9,0,plant,256,97,566,314,199,115,248,4658,24,751,830
101134,tgb,-40.867,-4.05,0,plant,221,111,738,295,154,141,214,1291,92,12,60
101135,tgb,-40.767,-4.167,0,plant,221,110,727,295,156,139,215,1187,93,10,54
101136,tgb,-40.75,-14.9,0,plant,202,97,1465,268,124,144,213,840,55,67,249
101138,tgb,-40.633,-3.55,0,plant,271,118,790,348,202,146,263,1298,96,6,40
101139,tgb,-40.617,-19.583,0,plant,244,104,1696,321,162,159,256,1324,56,99,380
101141,tgb,-40.6,-19.933,0,plant,215,95,1741,288,138,150,227,1319,51,123,353
101142,tgb,-40.583,-4.133,0,plant,266,114,748,341,199,142,260,1085,97,4,40
101144,tgb,-40.55,-19.5,0,plant,245,103,1678,321,164,157,257,1320,55,101,377
101145,tgb,-40.517,-20.65,0,plant,247,78,1768,313,180,133,259,1156,39,145,265
