siteid,spid,x,y,occ,group,disturb,mi,rainann,rugged,soildepth,soilfert,solrad,tempann,topo,vegsys,cti,raindq,tempmin
10030,tgb,151.4209,-31.9762,0,db,1,95,1944,35,1129,5,82,91,-1,2,1229,414,-15
10308,tgb,152.2812,-29.4593,0,db,1,93,2020,45,1070,1,88,137,-12,6,1249,282,4
10310,tgb,152.2817,-28.8014,0,db,2,80,1142,60,970,2,78,160,19,3,1139,162,33
10311,tgb,152.2834,-29.4349,0,db,1,93,1954,55,1149,2,89,131,15,2,1109,276,8
10312,tgb,152.285,-28.7608,0,db,2,86,1260,52,980,2,83,147,14,2,1159,192,20
10313,tgb,152.2851,-28.7472,0,db,3,86,1308,30,1039,2,85,144,1,2,1249,198,17
10314,tgb,152.2867,-29.1209,0,db,3,84,1258,19,1110,1,92,140,-6,6,1369,180,10
10315,tgb,152.2889,-29.3953,0,db,1,91,1744,42,949,2,88,140,9,2,1189,240,6
10316,tgb,152.2897,-29.1209,0,db,3,85,1270,19,1090,1,93,140,-13,6,1439,174,10
10317,tgb,152.2901,-28.7608,0,db,2,89,1330,56,879,2,76,145,23,2,1179,198,18
10318,tgb,152.291,-28.9404,0,db,2,87,1334,28,1080,2,85,154,-10,2,1399,192,23
10031,tgb,151.4424,-31.9584,0,db,1,95,1962,16,1179,5,82,89,-1,4,1399,414,-16
10319,tgb,152.2912,-30.951,0,db,2,94,1382,125,939,2,83,140,-7,1,1179,180,-9
10320,tgb,152.2912,-29.0613,0,db,1,88,1324,19,1129,1,88,137,-7,6,1609,186,11
10321,tgb,152.2927,-29.4413,0,db,1,94,2158,47,1090,2,82,127,16,2,1149,300,8
10322,tgb,152.2929,-28.9526,0,db,3,84,1306,30,1090,2,90,151,19,2,1139,186,20
10323,tgb,152.2957,-31.1983,0,db,1,94,2020,55,1029,2,76,121,56,2,1069,270,-4
10324,tgb,152.2957,-30.6181,0,db,3,93,1566,22,1070,2,84,128,-5,2,1669,228,-11
10325,tgb,152.2973,-29.3628,0,db,1,87,1482,76,1009,2,89,152,-2,1,1289,210,14
10326,tgb,152.2977,-31.4924,0,db,3,94,1438,69,1019,2,73,151,-1,2,1199,204,17
10327,tgb,152.2978,-30.6163,0,db,3,93,1576,14,1070,2,84,129,-6,3,1629,234,-12
10328,tgb,152.2997,-31.6503,0,db,3,93,1450,56,1039,2,87,174,-18,2,1339,204,65
10032,tgb,151.4501,-32.0668,0,db,1,94,1832,79,1059,2,72,119,20,1,1089,366,-12
10329,tgb,152.3002,-28.9395,0,db,2,85,1360,30,1110,2,91,147,21,3,1159,192,17
10331,tgb,152.302,-31.2001,0,db,1,95,1934,73,1039,2,70,123,34,1,1059,246,-6
10332,tgb,152.302,-29.1273,0,db,3,88,1342,9,1100,1,88,139,-5,6,1449,186,10
10334,tgb,152.3032,-31.1748,0,db,1,93,1882,52,1039,2,88,123,23,1,1149,240,-6
10335,tgb,152.3034,-30.5703,0,db,1,89,1340,70,1039,2,91,132,-50,2,1839,192,-13
10336,tgb,152.3041,-31.1902,0,db,1,93,1822,50,1059,2,91,124,18,1,1069,228,-9
10337,tgb,152.3044,-29.3818,0,db,1,92,1628,52,1059,2,85,146,8,1,1409,228,8
10338,tgb,152.3054,-30.5866,0,db,3,94,1574,56,1019,2,81,126,11,2,1189,234,0
10339,tgb,152.3054,-28.7771,0,db,2,82,1134,39,980,2,83,163,8,3,1309,168,37
10341,tgb,152.3076,-31.1415,0,db,1,94,1908,23,1100,2,83,122,-3,3,1459,258,-3
10002,tgb,151.174,-31.6193,0,db,1,88,1294,32,1129,4,86,105,-18,2,1509,306,-9
10033,tgb,151.4549,-31.9063,0,db,3,94,1572,23,1120,5,83,96,7,4,1269,336,-13
10342,tgb,152.3078,-30.5324,0,db,3,94,1474,59,1059,2,73,113,22,2,1109,222,0
10343,tgb,152.3092,-29.8962,0,db,1,86,1312,82,959,2,91,132,34,3,1089,180,1
10345,tgb,152.3095,-31.1803,0,db,1,94,2070,26,1049,2,78,122,-8,1,1339,282,-4
10346,tgb,152.3105,-30.6019,0,db,1,92,1530,9,1110,2,88,128,2,3,1279,222,-7
10348,tgb,152.3124,-30.6209,0,db,2,93,1608,30,1159,2,90,128,-11,2,1859,240,-9
10350,tgb,152.3126,-28.7753,0,db,2,79,1150,49,1039,2,89,162,-16,3,1319,168,36
10352,tgb,152.3134,-29.6921,0,db,1,88,1476,50,1049,2,91,151,4,2,1239,198,6
10353,tgb,152.3135,-30.6182,0,db,2,94,1640,36,1019,2,86,128,-10,2,1289,240,-3
10355,tgb,152.3141,-29.4721,0,db,2,93,1920,35,1080,2,87,143,6,1,1199,264,5
10356,tgb,152.3142,-31.2561,0,db,1,92,1532,69,850,2,80,163,14,2,1099,198,40
10034,tgb,151.4758,-32.1122,0,db,1,93,1686,57,1049,2,78,138,4,2,1219,300,-3
10357,tgb,152.3151,-29.4748,0,db,2,93,1950,28,1129,2,87,146,5,1,1219,270,6
10359,tgb,152.3167,-31.1975,0,db,1,94,2064,64,1070,2,85,122,30,2,1179,270,-4
10360,tgb,152.3167,-30.0001,0,db,1,58,798,58,980,2,86,169,-22,3,1489,114,38
10362,tgb,152.3172,-31.128,0,db,3,94,1872,25,1100,2,86,119,23,3,1119,252,-2
10363,tgb,152.3177,-31.1948,0,db,1,94,2016,60,1100,2,87,123,10,1,1279,264,-5
10364,tgb,152.3177,-30.6146,0,db,1,93,1648,29,1100,2,86,126,13,2,1129,240,0
10366,tgb,152.3197,-30.167,0,db,1,51,680,71,970,2,89,163,-27,4,1119,90,29
10367,tgb,152.3204,-30.5298,0,db,3,94,1590,36,1039,2,80,113,16,2,1159,246,0
10368,tgb,152.321,-31.1813,0,db,1,94,1992,21,1159,2,85,123,0,1,1209,258,-6
10369,tgb,152.3211,-31.1731,0,db,1,94,1966,37,1090,2,87,124,-6,2,1269,252,-10
10035,tgb,151.4815,-32.1546,0,db,3,88,1458,26,1120,3,85,161,-5,2,1859,216,35
10370,tgb,152.3227,-28.9595,0,db,2,90,1468,23,1070,2,86,139,-8,2,1449,204,13
10371,tgb,152.3234,-31.2904,0,db,3,91,1298,39,1080,2,85,177,-7,2,1399,156,67
10372,tgb,152.3236,-31.2616,0,db,1,93,1452,67,990,2,73,163,39,3,1069,180,39
10373,tgb,152.3247,-28.9622,0,db,2,92,1478,42,959,2,74,139,-3,2,1379,204,13
10375,tgb,152.3257,-29.2736,0,db,1,93,1622,52,1120,2,80,135,-22,2,1179,222,8
10376,tgb,152.3265,-31.2859,0,db,1,90,1344,68,1000,2,87,171,20,3,1109,168,58
10377,tgb,152.3268,-28.9559,0,db,3,89,1464,35,1090,2,91,139,26,2,1119,204,12
10378,tgb,152.3271,-31.212,0,db,3,94,1834,94,980,2,77,129,19,2,1139,222,-17
10379,tgb,152.3287,-30.066,0,db,1,79,1038,65,1009,2,92,138,12,2,1339,138,-5
10380,tgb,152.3304,-30.5804,0,db,3,94,1682,50,1120,2,91,122,39,2,1099,252,1
10036,tgb,151.4848,-31.9553,0,db,1,94,1768,75,1070,4,84,98,19,3,1149,366,-11
10382,tgb,152.3313,-29.9893,0,db,1,90,1142,68,990,2,81,132,18,2,1149,150,0
10383,tgb,152.3322,-30.63,0,db,1,94,1890,72,1049,2,84,120,22,2,1189,282,1
10384,tgb,152.3322,-30.6291,0,db,1,94,1890,69,1049,2,84,120,21,1,1169,282,1
10385,tgb,152.3326,-29.4794,0,db,1,93,2158,60,1110,2,91,139,-22,2,1159,294,4
10386,tgb,152.3329,-30.5208,0,db,3,92,1476,53,1049,2,93,120,-21,2,1369,222,1
10387,tgb,152.3331,-28.7664,0,db,2,73,1118,41,1009,2,91,168,7,3,1169,162,37
10388,tgb,152.3333,-30.4667,0,db,3,93,1270,22,1110,5,89,112,-3,6,1269,204,0
10389,tgb,152.3336,-31.175,0,db,1,94,2120,32,1100,2,88,122,14,1,1179,282,-3
10390,tgb,152.3358,-30.4017,0,db,2,86,1036,59,1009,2,96,123,-23,3,1299,156,2
10391,tgb,152.3362,-31.2598,0,db,1,94,1570,86,939,2,75,154,25,2,1129,198,22
10037,tgb,151.4949,-31.9807,0,db,1,95,2012,39,1200,4,81,95,1,1,1239,420,-12
10392,tgb,152.3362,-31.1028,0,db,2,94,1834,73,1090,2,87,126,20,2,1089,240,-14
10394,tgb,152.3373,-31.1046,0,db,2,94,1850,61,1090,2,85,125,-24,2,1139,240,-13
10396,tgb,152.3394,-31.1056,0,db,2,94,1850,65,1090,2,85,125,-57,2,1439,240,-9
10397,tgb,152.3395,-29.5284,0,db,1,94,2318,14,1220,1,87,136,-6,6,1429,318,5
10399,tgb,152.3408,-29.4858,0,db,1,93,2416,43,1090,2,86,127,17,2,1169,336,8
10400,tgb,152.3432,-31.157,0,db,3,95,2104,24,1129,2,85,122,-7,2,1599,282,-4
10401,tgb,152.3458,-29.6708,0,db,1,89,1496,58,1070,2,86,154,49,3,1069,204,12
10403,tgb,152.3472,-29.6975,0,db,1,89,1424,64,1049,2,77,156,19,2,1099,192,17
10404,tgb,152.3475,-31.1417,0,db,1,94,1996,37,1110,2,91,124,-14,6,1569,258,-6
10405,tgb,152.3492,-31.2049,0,db,3,95,1818,92,1059,2,76,134,2,2,1249,222,-13
10040,tgb,151.5396,-31.495,0,db,1,77,1002,60,1009,2,92,120,23,3,1119,222,-10
10406,tgb,152.3496,-31.1372,0,db,1,94,1990,24,1120,2,85,123,6,2,1189,258,-4
10407,tgb,152.35,-29.5202,0,db,1,94,2202,14,1210,1,86,137,-3,6,1409,300,4
10408,tgb,152.3504,-31.1715,0,db,2,95,2322,28,1129,2,77,119,-9,1,1399,330,-1
10410,tgb,152.3507,-31.1345,0,db,1,94,1998,35,1120,2,84,122,5,2,1179,264,-3
10412,tgb,152.3527,-31.1507,0,db,3,95,2164,25,1149,2,84,122,-1,2,1289,294,-4
10413,tgb,152.3558,-31.1499,0,db,3,94,2184,20,1110,2,84,123,-5,2,1499,300,-5
10418,tgb,152.3663,-30.0391,0,db,1,88,1240,30,1039,2,89,128,5,3,1259,174,4
10420,tgb,152.3685,-29.5148,0,db,1,94,2200,42,1149,1,78,138,-19,1,1609,300,3
10421,tgb,152.3693,-30.5445,0,db,1,94,1734,76,930,2,58,123,53,1,1069,258,0
10422,tgb,152.3694,-32.2524,0,db,3,80,1268,14,1070,2,86,168,0,2,1369,228,42
10041,tgb,151.5435,-31.5185,0,db,3,85,1096,23,959,2,84,114,10,3,1199,240,-5
10423,tgb,152.3728,-29.6538,0,db,2,90,1572,78,1129,2,83,150,17,3,1119,210,5
10425,tgb,152.3771,-30.9496,0,db,3,92,1428,61,1100,2,86,145,20,2,1119,186,-1
10426,tgb,152.3771,-29.9715,0,db,3,86,1230,25,1070,2,89,139,-5,2,1279,162,-3
10427,tgb,152.3791,-30.9668,0,db,3,92,1384,55,1000,3,77,153,2,2,1289,174,16
10428,tgb,152.3797,-29.3786,0,db,1,92,1812,77,970,2,82,139,9,2,1239,246,6
10429,tgb,152.3799,-29.5121,0,db,1,94,2056,101,1029,1,68,140,15,2,1229,276,4
10431,tgb,152.3812,-29.4679,0,db,1,83,1344,49,1139,2,89,178,0,1,1249,180,45
10434,tgb,152.3833,-31.6083,0,db,1,92,1492,74,1049,2,92,167,-9,2,1129,210,56
10435,tgb,152.3841,-31.1554,0,db,1,94,2146,100,1120,2,78,124,55,2,1049,276,-9
10436,tgb,152.385,-30.0221,0,db,3,80,1106,23,1070,2,89,146,-12,3,1709,138,-2
10042,tgb,151.5495,-31.8722,0,db,1,93,1438,29,1059,3,85,107,3,2,1239,294,-8
10437,tgb,152.3858,-29.7215,0,db,1,81,1258,73,930,2,81,168,22,3,1109,168,38
10438,tgb,152.386,-31.196,0,db,2,94,2288,47,1090,2,82,123,10,1,1179,294,-5
10439,tgb,152.3871,-30.5238,0,db,1,95,2020,46,1169,4,84,107,13,2,1249,306,-2
10440,tgb,152.3872,-31.1671,0,db,2,94,2260,44,1159,2,80,123,23,1,1099,294,-6
10441,tgb,152.3881,-28.4787,0,db,3,78,1060,62,1009,4,91,159,-33,3,1359,156,39
10442,tgb,152.3882,-30.522,0,db,1,95,2032,44,1149,4,82,107,4,3,1229,306,-2
10443,tgb,152.3891,-28.4787,0,db,3,78,1060,56,1009,4,91,155,32,1,1099,156,34
10444,tgb,152.3894,-29.4662,0,db,1,78,1262,34,1120,2,91,183,-18,3,1459,162,48
10445,tgb,152.3906,-29.4409,0,db,1,84,1310,79,1039,2,80,173,-14,2,1549,174,41
10446,tgb,152.3912,-31.3666,0,db,1,93,1596,64,1070,2,82,152,25,2,1129,216,19
10043,tgb,151.5504,-31.9516,0,db,1,92,1418,98,1009,2,86,124,-9,2,1249,264,-21
10447,tgb,152.3918,-29.9336,0,db,3,81,1152,52,1019,2,88,148,-2,3,1279,150,0
10448,tgb,152.3942,-28.4788,0,db,1,79,1094,22,1090,4,90,157,3,1,1329,156,36
10449,tgb,152.3963,-28.4752,0,db,1,79,1098,20,1070,4,90,157,-7,1,1319,156,37
10450,tgb,152.401,-29.9454,0,db,3,79,1078,45,1009,2,89,157,-31,3,1719,144,18
10451,tgb,152.4013,-29.5492,0,db,2,92,1886,84,1070,2,90,151,-38,2,1669,258,9
10453,tgb,152.4028,-32.3338,0,db,2,82,1376,25,1039,2,82,168,0,2,1159,252,45
10454,tgb,152.4028,-32.3329,0,db,2,82,1368,25,1049,2,85,168,-5,2,1199,252,45
10455,tgb,152.405,-32.3284,0,db,3,81,1352,12,1070,2,86,167,5,2,1219,240,45
10458,tgb,152.4051,-31.1618,0,db,1,95,2318,15,1200,2,84,123,0,1,1389,306,-6
10460,tgb,152.4071,-31.1654,0,db,1,95,2332,18,1200,2,81,123,5,1,1269,312,-4
10044,tgb,151.5605,-31.5719,0,db,3,79,1004,32,1070,2,90,121,-11,2,1609,216,-15
10461,tgb,152.4072,-31.1555,0,db,1,94,2248,52,1159,2,87,125,-14,2,1499,294,-12
10463,tgb,152.4074,-31.1302,0,db,1,92,1590,64,1000,2,88,148,-3,2,1149,204,8
10466,tgb,152.4084,-30.1088,0,db,3,89,1230,14,1129,2,88,124,13,3,1179,174,4
10467,tgb,152.409,-30.0059,0,db,3,80,1082,30,1049,2,89,151,23,2,1169,138,2
10468,tgb,152.4093,-31.1501,0,db,1,93,2128,91,1080,2,90,125,31,2,1129,270,-12
10469,tgb,152.4113,-30.4923,0,db,1,95,1942,157,959,5,70,117,24,2,1079,294,1
10470,tgb,152.4124,-31.1637,0,db,1,95,2326,18,1179,2,82,123,-3,2,1379,306,-4
10474,tgb,152.4177,-29.7596,0,db,2,84,1312,76,949,2,84,168,-54,3,1449,174,38
10475,tgb,152.4198,-30.1025,0,db,3,88,1282,53,949,2,80,125,19,2,1149,180,4
10476,tgb,152.4198,-28.3245,0,db,2,84,1274,78,1049,4,91,150,2,2,1209,174,29
10003,tgb,151.1741,-31.6148,0,db,1,89,1328,34,1070,4,84,100,-2,2,1399,318,-10
10045,tgb,151.5618,-31.8985,0,db,3,95,1536,78,1039,4,68,105,10,1,1209,312,-8
10477,tgb,152.4218,-30.117,0,db,3,88,1178,47,1049,2,88,131,-15,2,1449,156,0
10479,tgb,152.4235,-29.2786,0,db,3,66,1142,47,1039,2,97,183,-40,3,2029,162,44
10481,tgb,152.4265,-29.6549,0,db,1,91,1796,75,970,2,84,143,8,3,1099,240,3
10482,tgb,152.4271,-31.1655,0,db,1,95,2186,104,1070,2,73,130,2,1,1169,276,-15
10485,tgb,152.4331,-30.1405,0,db,3,92,1346,54,1029,2,76,116,24,3,1159,198,3
10486,tgb,152.4346,-28.7506,0,db,3,79,1204,35,1080,2,92,170,-12,3,1499,156,36
10487,tgb,152.4376,-31.1602,0,db,1,94,2608,109,970,2,70,109,46,2,1059,372,-3
10488,tgb,152.4387,-31.3316,0,db,1,90,1474,58,1000,2,91,176,6,2,1129,186,68
10489,tgb,152.4401,-32.3186,0,db,2,82,1354,21,1090,2,84,169,-3,2,1569,252,47
10490,tgb,152.4405,-29.933,0,db,3,83,1130,44,1049,2,80,154,29,3,1109,150,12
10046,tgb,151.5674,-31.6739,0,db,3,85,972,73,910,2,75,122,-6,2,1289,192,-24
10491,tgb,152.4427,-29.0949,0,db,2,84,1344,20,1029,2,91,158,-3,2,1339,180,28
10492,tgb,152.4433,-28.4727,0,db,3,80,1038,41,990,2,88,167,4,2,1249,150,45
10494,tgb,152.4456,-29.8241,0,db,3,87,1356,16,1090,2,81,150,17,2,1189,180,3
10495,tgb,152.4462,-29.9366,0,db,3,85,1112,56,990,2,80,158,-9,3,1279,144,22
10496,tgb,152.4467,-29.9402,0,db,3,82,1044,46,1009,2,88,163,11,3,1189,144,31
10497,tgb,152.4475,-29.9826,0,db,3,82,1180,44,1070,2,91,147,9,3,1179,144,-1
10498,tgb,152.4496,-29.9709,0,db,3,77,1124,58,1029,2,93,153,23,3,1149,144,10
10499,tgb,152.4513,-29.9443,0,db,3,70,1012,26,1070,2,91,167,-21,7,2079,138,38
10500,tgb,152.4522,-28.3156,0,db,3,72,966,37,1000,4,88,166,13,2,1149,138,46
10501,tgb,152.4523,-30.2263,0,db,2,85,1076,64,1049,2,89,137,-10,3,1149,144,-7
10047,tgb,151.5874,-31.676,0,db,3,79,946,49,889,2,79,127,39,2,1079,180,-21
10502,tgb,152.4543,-29.98,0,db,3,84,1202,18,1059,2,86,147,14,2,1179,150,-1
10503,tgb,152.4554,-30.2417,0,db,2,88,1106,52,980,2,84,131,2,2,1249,150,-4
10504,tgb,152.4557,-31.8405,0,db,3,82,1172,5,1110,2,87,174,0,3,1399,180,44
10505,tgb,152.4598,-30.0016,0,db,3,84,1248,31,1070,2,88,142,17,2,1149,156,-2
10506,tgb,152.4613,-29.9177,0,db,3,81,1182,28,1080,2,87,157,-4,3,1279,156,20
10507,tgb,152.462,-29.2056,0,db,3,74,1260,46,1009,2,94,170,-4,3,1159,174,39
10509,tgb,152.4662,-29.6152,0,db,3,93,1942,24,1139,2,88,137,4,1,1269,258,4
10511,tgb,152.4707,-29.61,0,db,2,93,1980,18,1149,2,88,135,11,1,1169,258,4
10512,tgb,152.4709,-30.063,0,db,3,73,1076,33,1049,2,94,154,1,3,1199,132,11
10514,tgb,152.4732,-29.6217,0,db,3,94,1950,21,1149,2,86,134,11,1,1189,258,5
10049,tgb,151.5915,-31.8934,0,db,3,90,1314,84,970,2,93,119,13,2,1099,252,-11
10515,tgb,152.476,-30.0865,0,db,3,79,1140,41,1019,2,86,147,21,3,1139,138,-4
10516,tgb,152.4776,-31.145,0,db,3,91,1496,50,1100,2,91,174,-29,2,1989,186,64
10518,tgb,152.4807,-30.572,0,db,2,93,2128,109,980,2,79,133,44,2,1049,300,-11
10519,tgb,152.4815,-29.203,0,db,3,71,1134,42,1049,2,89,181,28,3,1189,162,45
10521,tgb,152.4839,-31.1297,0,db,3,93,1496,64,1049,2,83,169,-19,2,1459,186,56
10522,tgb,152.4857,-28.6687,0,db,3,82,1240,18,1049,4,88,163,15,1,1189,162,41
10523,tgb,152.4858,-30.0875,0,db,2,77,1084,30,1100,2,88,157,-38,3,1909,138,20
10524,tgb,152.4874,-28.6416,0,db,3,81,1216,14,1009,4,90,165,8,1,1239,162,44
10525,tgb,152.4874,-28.6398,0,db,3,81,1208,16,1090,4,90,165,3,1,1389,162,44
10526,tgb,152.4879,-29.9729,0,db,1,77,1170,53,1029,2,93,153,28,3,1109,150,10
10051,tgb,151.6,-32.1001,0,db,1,95,2078,81,1080,4,83,112,13,2,1319,396,-6
10527,tgb,152.4908,-30.0252,0,db,1,91,1358,38,980,2,78,137,14,2,1159,174,-3
10529,tgb,152.4928,-30.0315,0,db,1,89,1208,71,990,2,68,144,12,2,1199,144,-2
10530,tgb,152.4932,-28.3152,0,db,3,82,1120,41,980,2,84,157,14,2,1139,156,42
10531,tgb,152.4945,-28.308,0,db,3,75,1100,36,1019,2,96,164,-25,2,1539,156,49
10532,tgb,152.4962,-30.3916,0,db,1,94,2178,36,1159,4,90,109,3,6,1309,324,0
10534,tgb,152.4991,-29.6083,0,db,3,91,1718,74,980,2,84,154,0,3,1139,228,13
10535,tgb,152.5006,-28.6588,0,db,3,85,1196,51,1049,4,84,164,12,1,1249,162,43
10536,tgb,152.5016,-28.6588,0,db,3,86,1216,57,1029,4,83,164,-1,1,1459,162,43
10537,tgb,152.5029,-28.3255,0,db,2,82,1176,47,970,2,88,155,2,1,1319,162,37
10539,tgb,152.5036,-29.7482,0,db,3,82,1236,28,1110,2,89,168,6,3,1139,162,40
10052,tgb,151.6006,-32.0631,0,db,2,94,2186,42,1139,4,76,104,6,2,1269,432,-9
10540,tgb,152.5037,-28.6624,0,db,2,84,1186,68,1039,4,86,165,8,1,1279,156,44
10541,tgb,152.5059,-31.3427,0,db,1,93,1480,45,1080,2,90,168,17,2,1119,192,55
10542,tgb,152.507,-28.2522,0,db,2,92,1580,28,1080,2,86,159,-3,2,1259,222,45
10543,tgb,152.5095,-30.0199,0,db,1,83,1272,24,1090,2,90,144,11,2,1179,156,-2
10545,tgb,152.5122,-28.3268,0,db,2,87,1146,69,1000,2,85,156,2,1,1289,156,40
10546,tgb,152.5129,-29.9666,0,db,1,73,1112,58,1009,2,90,164,19,3,1129,150,33
10547,tgb,152.5129,-29.7455,0,db,3,84,1274,42,1019,2,82,166,17,3,1179,168,37
10548,tgb,152.5161,-31.2092,0,db,3,95,2012,119,939,2,61,142,-16,2,1309,264,-1
10549,tgb,152.5166,-28.2597,0,db,3,90,1518,44,959,2,83,155,5,2,1219,216,39
10550,tgb,152.5184,-28.5668,0,db,3,81,1110,39,1019,2,87,170,-9,2,1609,150,38
10053,tgb,151.6042,-31.5408,0,db,1,83,1034,84,990,2,81,120,57,3,1089,216,-10
10551,tgb,152.5185,-28.5578,0,db,2,81,1206,44,1059,2,86,162,6,2,1089,162,43
10552,tgb,152.5191,-31.2209,0,db,3,92,1950,77,990,2,89,144,0,2,1139,258,2
10553,tgb,152.5196,-29.959,0,db,1,81,1182,71,920,2,75,157,20,3,1109,156,22
10554,tgb,152.5223,-31.2219,0,db,3,93,1952,77,1019,2,79,146,11,2,1219,264,6
10555,tgb,152.5223,-29.5082,0,db,2,88,1550,39,1000,2,88,162,16,2,1199,204,31
10556,tgb,152.5254,-29.9541,0,db,1,77,1154,83,1000,2,86,159,36,4,1109,156,25
10557,tgb,152.5288,-28.2646,0,db,3,87,1344,19,1120,2,89,163,-1,2,1319,192,50
10558,tgb,152.5295,-29.9487,0,db,2,72,1086,63,920,2,82,169,20,3,1179,150,43
10559,tgb,152.5305,-29.955,0,db,1,69,1022,79,889,2,84,177,-24,4,1279,138,55
10560,tgb,152.5315,-29.9604,0,db,1,65,1018,82,939,2,88,177,-24,4,1269,132,54
10054,tgb,151.6048,-31.7132,0,db,3,73,954,49,1000,2,94,127,-24,2,1529,174,-21
10561,tgb,152.5322,-31.341,0,db,2,93,1478,35,1139,2,87,174,11,2,1149,192,67
10563,tgb,152.5355,-30.0055,0,db,1,87,1332,80,1049,2,73,145,30,3,1089,168,-2
10564,tgb,152.5357,-29.9667,0,db,2,71,1020,50,980,2,93,179,-19,4,1849,132,57
10565,tgb,152.5357,-29.9577,0,db,3,69,1020,65,1009,2,89,174,9,3,1179,132,51
10567,tgb,152.5411,-29.455,0,db,3,88,1480,22,1149,2,90,162,23,2,1129,192,34
10569,tgb,152.5439,-30.196,0,db,3,81,1160,16,1049,2,90,151,-1,3,1259,150,2
10570,tgb,152.5459,-28.3556,0,db,3,81,1078,32,1000,2,89,165,14,2,1129,150,49
10571,tgb,152.5465,-30.5407,0,db,2,93,2364,66,1080,2,77,139,52,2,1079,336,-8
10573,tgb,152.5479,-29.4918,0,db,3,87,1498,32,1080,2,88,163,7,2,1179,198,34
10574,tgb,152.5482,-28.5407,0,db,4,80,1160,34,959,2,90,167,28,2,1089,156,46
10055,tgb,151.6091,-31.8476,0,db,2,92,1270,35,1090,2,86,112,14,2,1149,246,-7
10575,tgb,152.5485,-31.2256,0,db,3,91,1500,47,990,2,77,177,34,2,1089,180,69
10578,tgb,152.562,-28.3318,0,db,3,79,1112,14,1070,2,92,164,-4,2,1779,156,50
10579,tgb,152.5635,-30.6923,0,db,2,91,1818,71,1149,2,86,165,9,2,1159,258,42
10580,tgb,152.5648,-29.6898,0,db,1,89,1222,80,959,2,74,181,-28,2,1319,150,55
10582,tgb,152.5656,-28.5232,0,db,2,81,1164,35,1110,2,81,168,7,2,1259,156,46
10583,tgb,152.5693,-30.0941,0,db,3,90,1374,40,1039,2,80,141,18,2,1159,174,-3
10585,tgb,152.58,-30.0237,0,db,2,85,1344,30,1039,2,87,149,26,3,1129,174,-1
10587,tgb,152.5819,-30.0849,0,db,3,89,1418,26,1080,2,83,143,12,2,1139,180,-3
10588,tgb,152.5827,-29.7192,0,db,3,78,1244,45,1029,2,86,166,28,3,1109,162,39
10590,tgb,152.5835,-28.5255,0,db,3,81,1208,30,970,2,85,166,14,2,1249,156,47
10056,tgb,151.6105,-31.6816,0,db,3,81,926,72,970,2,81,130,-11,2,1449,168,-18
10591,tgb,152.5846,-30.1636,0,db,2,88,1368,37,1059,2,83,142,-12,2,1239,180,-4
10592,tgb,152.588,-30.0914,0,db,3,86,1348,29,1139,2,88,146,20,2,1189,174,-2
10594,tgb,152.5883,-30.0192,0,db,2,85,1266,50,1129,2,89,156,12,3,1179,168,20
10595,tgb,152.5924,-31.2708,0,db,2,92,1476,24,1090,2,85,176,21,2,1129,192,70
10596,tgb,152.5925,-29.4868,0,db,3,84,1324,31,1080,2,87,176,-15,3,1649,168,48
10598,tgb,152.5934,-31.2762,0,db,3,90,1450,34,1080,2,88,176,-22,2,1909,186,69
10600,tgb,152.595,-31.1499,0,db,1,92,1472,34,1090,2,86,175,14,2,1199,192,69
10602,tgb,152.6011,-30.1862,0,db,3,83,1216,29,1129,2,91,153,-32,3,1829,168,13
10603,tgb,152.6033,-31.1806,0,db,1,91,1458,54,1110,2,85,178,26,2,1079,186,69
10604,tgb,152.6053,-29.7294,0,db,2,83,1188,45,1039,2,85,172,14,3,1129,150,48
10005,tgb,151.2738,-32.1466,0,db,1,85,1230,76,1009,2,86,132,-14,3,1299,252,-10
10057,tgb,151.6126,-31.6817,0,db,3,80,926,77,980,2,82,130,-1,2,1309,162,-17
10605,tgb,152.6158,-31.196,0,db,2,88,1368,20,1120,2,86,179,-3,2,1339,168,59
10607,tgb,152.6208,-30.0619,0,db,3,84,1382,33,1049,2,91,148,30,3,1109,186,-4
10611,tgb,152.6304,-30.0658,0,db,3,86,1422,30,1039,2,91,150,10,2,1129,192,1
10613,tgb,152.6406,-30.4724,0,db,2,90,1836,90,1059,2,88,170,-42,2,1279,246,52
10615,tgb,152.6525,-30.0366,0,db,3,83,1276,20,1090,2,91,159,-10,3,1399,180,29
10616,tgb,152.654,-28.4558,0,db,3,81,1200,17,1070,2,90,169,-5,2,1289,156,42
10620,tgb,152.6629,-28.4806,0,db,2,86,1372,36,1059,2,81,162,19,1,1209,180,48
10623,tgb,152.6702,-30.0366,0,db,3,87,1296,37,1039,2,87,161,5,3,1199,180,32
10624,tgb,152.6731,-28.4815,0,db,2,87,1432,55,1090,2,87,160,-5,2,1269,186,46
10625,tgb,152.6765,-29.0222,0,db,2,81,1250,45,1019,2,83,174,10,1,1139,156,45
10058,tgb,151.6334,-31.847,0,db,2,74,980,51,970,2,94,141,-12,2,1209,156,-2
10626,tgb,152.6774,-30.0484,0,db,3,84,1260,18,1129,2,90,164,2,3,1219,174,38
10628,tgb,152.6817,-30.6268,0,db,2,88,1856,45,1070,2,81,176,22,3,1149,264,65
10630,tgb,152.6817,-30.0024,0,db,3,71,1066,42,1059,2,90,181,2,3,1269,144,62
