siteid,spid,x,y,occ,group,disturb,mi,rainann,rugged,soildepth,soilfert,solrad,tempann,topo,vegsys,cti,raindq,tempmin
10073,tgb,151.8833,-31.2667,0,ou,2,89,1060,21,1059,2,88,121,9,3,1269,168,-8
10074,tgb,151.8833,-31,0,ou,4,77,882,7,1059,2,89,122,-1,9,1609,144,-5
10075,tgb,151.8833,-30.0667,0,ou,4,76,898,16,980,1,91,121,-1,9,1399,168,1
10076,tgb,151.9,-32.3667,0,ou,3,78,1184,22,1090,2,86,170,-10,2,1699,204,42
10077,tgb,151.9,-30.5833,0,ou,1,65,616,132,819,2,72,132,4,3,1089,102,-19
10079,tgb,151.9,-30.5333,0,ou,4,58,724,17,939,1,92,128,-1,9,1409,120,-11
10080,tgb,151.9167,-32.0333,0,ou,4,72,998,47,1019,2,88,171,-27,7,1669,144,52
10081,tgb,151.9333,-32.65,0,ou,2,74,1156,9,1100,2,85,172,-1,3,1419,246,54
10082,tgb,151.9333,-32,0,ou,4,72,996,52,1039,2,92,172,-1,9,1339,138,58
10083,tgb,151.95,-32.5333,0,ou,4,77,1216,13,1049,2,85,173,-7,9,1729,240,48
10008,tgb,151.25,-31.5833,0,ou,4,68,946,71,959,2,96,122,-16,9,1199,222,-26
10084,tgb,151.95,-32.15,0,ou,4,74,1038,6,1059,4,87,170,2,9,1399,156,48
10085,tgb,151.95,-30.6667,0,ou,1,69,872,66,959,2,92,127,6,3,1219,144,-16
10086,tgb,151.95,-30.55,0,ou,4,63,746,19,959,1,90,127,16,9,1199,126,-3
10087,tgb,151.95,-30.0167,0,ou,3,67,844,26,1049,1,95,131,0,6,1449,138,-2
10088,tgb,151.95,-29.65,0,ou,4,77,942,18,970,1,91,124,-3,9,1319,162,4
10089,tgb,151.9639,-32.0278,0,ou,4,72,984,9,1000,2,87,171,2,9,1369,150,43
10091,tgb,151.9667,-32.1333,0,ou,4,74,1024,7,1070,2,88,170,0,9,1389,156,47
10094,tgb,151.9667,-30.7667,0,ou,3,44,652,99,879,2,100,167,-35,3,1649,102,35
10095,tgb,151.9667,-29.65,0,ou,4,75,922,9,1009,1,91,126,2,9,1279,150,4
10096,tgb,151.9833,-31.2667,0,ou,4,87,990,21,1059,4,88,121,0,9,1319,144,-7
10009,tgb,151.25,-31.3167,0,ou,4,58,830,35,1039,2,88,153,-6,9,2059,174,4
10097,tgb,152,-32.6667,0,ou,3,79,1254,33,1000,2,79,172,9,3,1199,264,56
10098,tgb,152,-28.6333,0,ou,4,61,842,6,1039,2,94,146,0,7,1469,156,18
10099,tgb,152.0139,-29.9806,0,ou,4,71,882,8,1039,1,91,131,1,9,1439,144,-2
10100,tgb,152.0167,-30.7333,0,ou,2,75,786,145,850,2,63,153,56,4,1059,126,8
10101,tgb,152.0333,-31.3333,0,ou,3,94,1312,20,1129,4,86,117,4,3,1259,186,-4
10102,tgb,152.0333,-30.5167,0,ou,3,67,804,21,1000,2,89,128,4,7,1259,126,-10
10103,tgb,152.0333,-30.45,0,ou,4,66,792,19,959,2,90,128,-2,9,1319,126,-3
10104,tgb,152.0333,-29.2167,0,ou,4,64,902,36,949,2,91,150,-13,9,1419,150,13
10105,tgb,152.0333,-28.85,0,ou,1,76,1020,49,1000,1,92,131,5,3,1189,180,11
10106,tgb,152.05,-30.5,0,ou,4,68,822,13,1029,2,90,129,-12,9,2059,132,-14
