siteid,spid,x,y,occ,group,alt,asp2,ontprec,ontprec4,ontprecsd,ontslp,onttemp,onttempsd,onttmin4,ontveg,watdist
12507,tgb,-79.67622,44.73901,0,bird,177,8.18E-01,1021,64,14,0.9230559,51,10134,0,3,667370.1
12508,tgb,-82.46474,42.06396,0,bird,177,-8.86E-01,895,80,15,0.1812356,85,9791,31,4,992894.3
10250,tgb,-78.4182,45.55074,0,bird,406,-7.07E-01,956,63,15,0.8953483,24,11076,-26,2,580828.1
12509,tgb,-79.29037,42.88228,0,bird,177,7.07E-01,1001,77,12,0.04402823,75,9426,18,4,872714.8
12510,tgb,-79.71308,43.49336,0,bird,177,-8.32E-01,862,67,13,0.380017,67,9742,15,4,806198.8
12511,tgb,-80.48135,42.59423,0,bird,177,-9.40E-01,1037,89,13,0.1614364,74,9515,19,4,909711.3
12512,tgb,-82.27007,42.59016,0,bird,177,9.81E-01,865,78,14,0.02935215,79,9786,24,4,932453.8
12513,tgb,-79.63817,43.7495,0,bird,177,-9.95E-01,837,62,13,0.3856429,65,9821,13,4,776913.6
12514,tgb,-79.21224,43.04317,0,bird,177,-1.00E+00,959,74,11,0.02075511,74,9501,18,4,855314.3
12515,tgb,-78.64921,43.98394,0,bird,177,-9.26E-01,827,61,11,0.6143593,61,9900,12,2,753262.5
12516,tgb,-79.09654,43.90209,0,bird,177,-7.13E-01,819,59,13,1.137838,64,9864,13,4,760370.5
12517,tgb,-79.05654,42.964,0,bird,177,8.00E-01,1001,76,11,0.03113266,75,9469,16,4,864279.6
12518,tgb,-79.2757,42.89187,0,bird,177,-8.22E-01,1000,77,12,0.060511,75,9426,18,4,871753.6
10251,tgb,-91.15401,48.6582,0,bird,406,9.81E-01,702,42,43,0.3430836,5,12653,-42,2,767842.5
12519,tgb,-79.37547,42.92365,0,bird,177,-8.94E-01,978,76,11,0.02935215,74,9464,19,4,868817.4
12520,tgb,-81.27817,44.73484,0,bird,177,-2.04E-02,1003,64,16,0.4029847,55,9389,4,2,683242
12521,tgb,-78.2954,44.01964,0,bird,177,-9.28E-01,834,64,10,0.4254719,58,9922,8,2,751790.8
12522,tgb,-79.41148,43.69903,0,bird,176,-6.35E-01,826,62,13,0.2913093,66,9808,14,5,782450.4
12523,tgb,-79.43334,43.7,0,bird,176,-9.44E-01,827,62,13,0.352985,66,9813,14,5,782461.9
12524,tgb,-81.76161,43.31465,0,bird,176,6.63E-01,975,75,8,0.162434,68,9625,14,4,844982.3
12525,tgb,-79.60731,43.78514,0,bird,176,4.00E-02,834,61,13,0.5616177,64,9846,12,5,772964.1
12526,tgb,-79.27398,42.98448,0,bird,176,-9.77E-01,970,75,12,0.1441693,74,9471,18,4,862049.3
12527,tgb,-79.85751,44.71433,0,bird,176,-7.32E-01,1013,63,14,0.4224238,52,10066,0,3,670915.5
12528,tgb,-82.38096,42.58815,0,bird,176,-7.07E-01,854,77,14,0.01037755,80,9816,25,4,935668.3
10252,tgb,-80.73808,43.67095,0,bird,406,7.67E-02,1020,73,10,0.6980441,50,9729,-2,4,793272.8
12529,tgb,-80.24514,42.56255,0,bird,176,-1.84E-16,1051,89,12,0,75,9466,20,3,912065.7
12530,tgb,-80.22769,42.55978,0,bird,176,6.12E-17,1053,89,12,0,75,9466,20,2,911967.9
12531,tgb,-80.2321,42.55592,0,bird,176,1.00E+00,1053,89,12,0,75,9466,20,2,912016.5
12532,tgb,-79.30008,42.98534,0,bird,176,-8.00E-01,967,75,11,0.05188776,74,9464,18,4,862036.1
12533,tgb,-82.56654,42.01674,0,bird,176,-8.94E-01,897,80,16,0.04151021,86,9807,32,4,1000525
12534,tgb,-78.84007,43.93372,0,bird,176,-9.78E-01,821,61,12,1.269294,63,9875,13,4,757259.1
12535,tgb,-79.11741,43.02492,0,bird,176,-6.65E-02,973,75,11,0.1396154,74,9492,18,4,857374.1
12536,tgb,-79.26262,42.9466,0,bird,176,-9.81E-01,988,76,11,0.0328167,74,9459,18,4,866912.8
12537,tgb,-79.9316,44.77374,0,bird,176,-1.18E-01,1031,64,15,1.002017,52,10083,0,5,664449.9
12538,tgb,-81.84805,42.29855,0,bird,176,4.00E-02,946,80,15,0.01037755,80,9633,25,2,956925.1
10253,tgb,-79.07478,45.39118,0,bird,406,-5.07E-01,1060,69,13,1.250329,28,10814,-22,2,594492.1
12539,tgb,-79.40497,43.73408,0,bird,176,6.37E-01,823,61,13,0.6824448,65,9827,14,5,778568.3
12540,tgb,-79.06642,43.03313,0,bird,176,9.49E-01,975,75,11,0.07338035,74,9492,18,2,856500
12541,tgb,-77.81723,44.04713,0,bird,176,7.93E-01,869,68,10,0.5247449,57,10077,6,4,752680.5
12542,tgb,-79.32467,42.97187,0,bird,176,-9.94E-01,968,75,11,0.0374168,74,9464,18,4,862998
12543,tgb,-79.3339,42.97701,0,bird,176,-9.96E-01,966,75,11,0.05588482,74,9470,19,4,862996.2
12544,tgb,-82.4863,42.67409,0,bird,176,8.00E-01,837,75,16,0.1210219,79,9848,24,4,927146.7
12545,tgb,-82.49256,42.0519,0,bird,176,-9.49E-01,895,80,15,0.05188776,85,9801,33,4,995270.7
12546,tgb,-83.08446,42.08563,0,bird,176,1.00E+00,883,79,18,0.1542731,86,9925,33,3,1003531
12547,tgb,-81.27927,44.72918,0,bird,176,-8.30E-02,1004,64,16,0.4029847,55,9367,4,2,684193.1
12548,tgb,-79.19975,43.11672,0,bird,176,8.40E-01,935,72,11,0.3217008,73,9538,18,5,847560.6
10254,tgb,-81.54185,47.4798,0,bird,406,9.19E-01,864,53,21,0.128363,2,11882,-48,2,396623.9
12549,tgb,-77.58938,45.92991,0,bird,176,-7.45E-01,873,59,18,0.2855219,33,11523,-14,2,550650.1
12550,tgb,-81.07952,44.89201,0,bird,176,9.64E-01,1020,65,16,2.509783,52,9497,2,3,663175.8
12551,tgb,-78.70644,43.96714,0,bird,175,-7.89E-01,825,61,11,0.6016076,61,9884,12,4,753962.4
12552,tgb,-79.267,42.94466,0,bird,175,-9.81E-01,986,76,11,0.05188776,74,9459,18,4,866906.9
12553,tgb,-81.84412,42.32836,0,bird,175,-3.16E-01,945,80,15,0.1456556,80,9632,25,2,953931.6
12554,tgb,-82.29641,42.39491,0,bird,175,9.19E-01,878,79,13,0.06644874,82,9767,28,4,954854.2
12555,tgb,-79.0603,43.05134,0,bird,175,-7.43E-01,971,74,11,0.287776,74,9492,18,5,854577.4
12556,tgb,-79.33447,43.77029,0,bird,175,-8.62E-01,818,60,13,0.9753959,65,9827,14,5,774680
12557,tgb,-81.30313,44.82128,0,bird,175,-9.19E-01,990,63,16,0.1542731,54,9378,3,3,674156.4
12558,tgb,-78.82525,43.94567,0,bird,175,-9.89E-01,824,61,12,0.7035751,63,9875,13,4,756324.2
10255,tgb,-91.30663,48.6262,0,bird,406,-7.07E-01,692,43,42,0.128363,6,12703,-41,3,779694.9
12559,tgb,-82.40329,42.3691,0,bird,175,7.07E-01,874,79,13,0.01037755,83,9792,29,3,959613.8
12560,tgb,-82.48705,42.03877,0,bird,175,-4.47E-01,895,80,15,0.06312417,86,9772,33,2,996054.4
12561,tgb,-82.5009,42.04642,0,bird,175,-1.00E+00,895,80,15,0.05188776,86,9787,33,3,996378.5
12562,tgb,-82.51223,42.04013,0,bird,175,-8.80E-01,896,80,16,0.05588482,86,9787,33,4,996541.2
12563,tgb,-81.89697,43.23058,0,bird,175,9.58E-01,948,76,9,0.2206288,69,9652,15,3,856018.5
12564,tgb,-82.16317,50.06087,0,bird,175,7.88E-01,870,47,24,0.1982621,-7,13098,-60,5,135928.8
12565,tgb,-79.15517,43.84857,0,bird,175,-8.53E-01,818,60,13,0.6487147,64,9855,14,4,766088.5
12566,tgb,-79.21899,42.95748,0,bird,175,7.07E-01,984,75,11,0.01037755,74,9490,18,4,865009.3
12567,tgb,-79.09014,43.03805,0,bird,175,-3.16E-01,973,74,11,0.134908,74,9492,18,4,856449.6
12568,tgb,-82.33708,42.4275,0,bird,175,-9.49E-01,871,79,13,0.05588482,82,9792,28,4,951704.4
10256,tgb,-81.72692,47.47206,0,bird,405,7.42E-01,855,52,21,0.3156178,3,11863,-49,2,398693.9
12569,tgb,-82.35428,42.44094,0,bird,175,9.49E-01,868,78,13,0.01467608,82,9798,27,4,950134.1
12570,tgb,-79.05692,43.00478,0,bird,175,8.57E-01,989,75,11,0.01037755,75,9481,17,4,860398.8
12571,tgb,-82.53195,41.96763,0,bird,175,-5.14E-01,900,80,16,0,86,9794,33,3,1004593
12572,tgb,-82.39856,42.35589,0,bird,175,-3.16E-01,875,79,14,0.01037755,83,9803,29,4,960559
12573,tgb,-82.47366,42.54983,0,bird,175,-9.99E-01,851,76,15,0.0328167,81,9839,26,4,941114.1
12574,tgb,-79.24626,42.95266,0,bird,175,1.00E+00,984,75,11,0.0374168,74,9459,18,4,865948.9
12575,tgb,-79.40562,43.72182,0,bird,175,1.07E-01,823,61,13,0.3971978,66,9801,14,5,779538.8
12576,tgb,-81.80619,43.28452,0,bird,175,8.67E-01,965,75,8,0.01037755,68,9638,14,3,849647.8
12577,tgb,-81.27238,44.69581,0,bird,175,4.89E-01,1007,64,16,0.366897,55,9367,4,2,687046.6
12578,tgb,-81.47683,45.23219,0,bird,175,9.42E-01,921,60,15,0.9268387,48,9517,0,3,631769.8
10257,tgb,-80.11428,43.73276,0,bird,405,-8.70E-01,913,67,13,0.6398572,50,9822,-2,2,780651.3
12579,tgb,-79.29311,42.96963,0,bird,174,-9.81E-01,973,75,11,0.02320492,74,9471,18,4,863980.9
12580,tgb,-80.39645,42.58314,0,bird,174,9.49E-01,1039,89,12,0.04151021,74,9497,19,3,910133
12581,tgb,-82.43128,42.33356,0,bird,174,1.00E+00,875,79,14,0,83,9821,29,4,963101.9
12582,tgb,-81.37662,44.99078,0,bird,174,-9.93E-01,962,62,15,0.2352741,52,9402,1,3,656350.3
12583,tgb,-79.2617,42.93037,0,bird,174,-1.84E-16,989,76,11,0.0328167,75,9444,18,4,867883.3
12584,tgb,-79.23654,42.92385,0,bird,174,7.07E-01,995,76,11,0,75,9453,18,4,868874.5
12585,tgb,-81.84528,42.33481,0,bird,174,-9.28E-01,945,80,15,0.1456556,80,9632,26,4,952978.3
12586,tgb,-79.2838,43.78686,0,bird,174,-9.91E-01,819,60,13,0.1312666,65,9820,14,5,772758
12587,tgb,-79.33065,43.09316,0,bird,174,7.07E-01,933,72,11,0.1445423,73,9533,18,4,850380.4
12588,tgb,-79.4032,43.76006,0,bird,174,-9.12E-01,823,61,13,0.6248729,65,9827,14,5,775653.9
10258,tgb,-81.83733,47.47189,0,bird,405,6.25E-01,852,52,21,0.2014948,4,11858,-49,2,399964.6
12589,tgb,-82.40845,42.40122,0,bird,174,-1.84E-16,868,78,14,0,83,9798,28,4,955996.8
12590,tgb,-80.41001,42.57953,0,bird,174,1.00E+00,1039,89,12,0,74,9497,19,3,911158.5
12591,tgb,-79.32595,42.97145,0,bird,174,7.07E-01,970,75,11,0.0374168,74,9474,18,4,863968.4
12592,tgb,-79.45532,43.69878,0,bird,174,-8.53E-01,827,62,13,0.6090785,66,9818,15,5,782478.3
12593,tgb,-79.37749,43.81198,0,bird,174,-9.97E-01,822,60,13,0.1673326,65,9855,14,5,770797.2
12594,tgb,-80.51972,42.57811,0,bird,174,-8.57E-01,1034,89,13,0.1262482,74,9507,18,2,911898.7
12595,tgb,-81.83706,42.33398,0,bird,174,-1.41E-01,945,80,15,0.02075511,80,9632,26,3,952844.8
12596,tgb,-77.08903,44.52442,0,bird,174,3.16E-01,910,69,11,0.3643936,50,10517,0,4,711877
12597,tgb,-82.43133,42.31802,0,bird,174,9.49E-01,877,79,14,0,84,9795,29,3,964991.5
12598,tgb,-79.21345,43.07936,0,bird,174,9.57E-01,947,73,11,0.200423,74,9519,18,4,851423.5
10025,tgb,-80.40151,43.93153,0,bird,483,-7.07E-01,974,68,11,0.2220883,43,9796,-8,3,760334.4
10259,tgb,-81.4879,47.4756,0,bird,405,-9.58E-01,863,53,21,0.4009755,2,11900,-48,2,395350.5
12599,tgb,-79.29799,43.78113,0,bird,174,-5.26E-02,819,60,13,0.1584061,65,9820,14,5,772749.3
12600,tgb,-77.47427,44.50523,0,bird,174,-9.55E-01,888,68,11,0.2139378,50,10467,1,5,706473.6
12601,tgb,-82.39335,42.34316,0,bird,174,7.07E-01,877,79,14,0.02320492,83,9803,29,4,961342.1
12602,tgb,-83.07526,42.05753,0,bird,174,-8.14E-01,883,79,18,0.1210219,86,9903,34,4,1006148
12603,tgb,-81.85612,42.26564,0,bird,174,-1.84E-16,945,81,15,0,81,9617,26,2,960872.1
12604,tgb,-82.41817,42.41151,0,bird,173,-1.84E-16,867,78,14,0,82,9801,28,3,955215.9
12605,tgb,-80.42416,42.58259,0,bird,173,9.81E-01,1036,89,12,0.03113266,74,9497,19,3,910310.1
12606,tgb,-79.40854,43.7206,0,bird,173,1.21E-01,823,61,13,0.3971978,66,9818,15,5,780509.4
12607,tgb,-82.51654,42.61673,0,bird,173,3.16E-01,842,75,16,0.04151021,81,9848,26,3,934428.6
12608,tgb,-81.85796,42.27252,0,bird,173,-9.95E-02,945,81,15,0,81,9632,26,2,959918.8
10260,tgb,-81.49978,47.47597,0,bird,405,-9.28E-01,863,53,21,0.3479148,2,11900,-48,2,395603.4
12609,tgb,-81.66493,45.25542,0,bird,173,9.87E-01,895,59,14,0.1767228,48,9486,0,3,633640.4
12610,tgb,-80.26712,42.56506,0,bird,173,9.49E-01,1048,89,12,0,75,9479,20,3,911248.3
12611,tgb,-80.28243,42.56506,0,bird,173,1.00E+00,1047,89,12,0,75,9488,20,3,911299.4
12612,tgb,-80.41379,42.58124,0,bird,173,9.81E-01,1037,89,12,0.03113266,74,9497,19,3,910250.6
12613,tgb,-80.44558,42.58721,0,bird,173,1.00E+00,1037,89,12,0.02320492,74,9517,19,3,910430.7
12614,tgb,-80.45895,42.58596,0,bird,173,-7.07E-01,1036,89,12,0.07554969,74,9509,19,3,910491.7
12615,tgb,-81.85301,42.31053,0,bird,173,4.47E-01,945,80,15,0.01467608,80,9633,25,2,955971.8
12616,tgb,-82.45391,42.31899,0,bird,173,9.70E-01,875,79,14,0,84,9795,29,3,965155.4
12617,tgb,-82.51607,41.93126,0,bird,173,-2.43E-01,901,80,17,0.01467608,87,9776,33,3,1008050
12618,tgb,-82.54977,41.98837,0,bird,173,-8.94E-01,898,80,16,0.04151021,86,9786,33,4,1002085
10261,tgb,-90.02522,48.22068,0,bird,404,7.07E-01,739,46,36,0.4567207,12,11309,-40,3,723517.3
12619,tgb,-80.44333,42.57746,0,bird,173,9.81E-01,1038,89,12,0.02935215,74,9497,18,3,911397.4
12620,tgb,-80.49544,42.57937,0,bird,173,-9.97E-01,1037,89,13,0.02935215,74,9516,18,3,911707.1
12621,tgb,-81.97304,42.26547,0,bird,173,-9.33E-01,926,80,14,0.1037754,81,9671,26,4,962647.3
12622,tgb,-79.38532,43.75578,0,bird,173,-9.16E-01,822,61,13,0.5547695,65,9827,14,5,775650.1
12623,tgb,-80.278,42.56556,0,bird,173,7.07E-01,1048,89,12,0,75,9488,20,3,911299.4
12624,tgb,-79.297,42.96934,0,bird,173,-9.81E-01,972,75,11,0.0328167,74,9469,18,4,863977
12625,tgb,-82.41146,42.41316,0,bird,173,-1.96E-01,867,78,14,0,82,9801,28,4,955052
12626,tgb,-82.41423,42.42929,0,bird,173,-1.84E-16,866,78,14,0,82,9810,28,3,953326.7
12627,tgb,-78.71441,43.96209,0,bird,173,-5.84E-01,825,61,11,0.6016076,62,9880,12,4,754888.5
12628,tgb,-82.49987,42.0334,0,bird,173,-9.81E-01,898,80,16,0.05588482,86,9778,32,3,997324
10262,tgb,-78.23735,45.49192,0,bird,404,-5.55E-01,927,62,15,0.3704023,24,11059,-24,5,589356.3
12629,tgb,-79.26111,43.79152,0,bird,173,-8.82E-01,819,60,13,0.104293,65,9840,14,5,771804.6
12630,tgb,-79.02542,42.97996,0,bird,173,3.16E-01,1004,76,11,0.1160244,75,9477,18,4,863385.6
12631,tgb,-81.29761,44.81229,0,bird,173,-8.00E-01,994,63,16,0.01037755,54,9365,4,3,675106.4
12632,tgb,-82.75165,45.83053,0,bird,173,9.76E-01,881,67,16,0.4969196,41,10161,-10,3,592214.3
12633,tgb,-82.51654,41.96674,0,bird,172,1.96E-01,900,80,16,0,86,9781,34,3,1004267
12634,tgb,-79.23614,43.10541,0,bird,172,-3.16E-01,935,72,11,1.92274,73,9536,18,4,848495.6
12635,tgb,-79.43959,43.70394,0,bird,172,-9.99E-01,827,62,13,0.3161292,66,9812,15,5,782466.8
12636,tgb,-82.53164,41.99111,0,bird,172,-3.94E-01,898,80,16,0.02935215,86,9794,33,4,1001757
12637,tgb,-78.1406,44.01196,0,bird,172,-7.79E-01,842,65,9,1.52641,58,9930,8,4,754115
12638,tgb,-76.52754,44.53627,0,bird,172,8.78E-01,925,69,11,0.4278696,49,10571,1,2,722352.7
10263,tgb,-80.74148,43.53052,0,bird,404,-7.30E-02,1009,75,10,0.2038857,51,9751,-2,4,807717.4
12639,tgb,-84.06628,46.49748,0,bird,172,-9.49E-01,985,63,17,0.5664858,31,10551,-19,3,551173.2
12640,tgb,-81.84663,42.32298,0,bird,172,-8.00E-01,944,80,15,0.1456556,80,9626,25,3,954065.3
12641,tgb,-79.61332,43.68671,0,bird,172,6.12E-17,836,63,13,0.173959,66,9804,14,5,784623.4
12642,tgb,-81.94614,42.26431,0,bird,172,-7.07E-01,930,80,14,0.08105124,81,9662,26,4,962230.9
12643,tgb,-81.86652,42.2834,0,bird,171,3.94E-01,942,80,15,0.01037755,81,9632,26,3,959099.6
12644,tgb,-77.34612,44.39205,0,bird,171,-5.87E-01,909,70,11,0.7255742,52,10391,2,4,721700.5
12645,tgb,-78.75082,43.96652,0,bird,171,-7.07E-01,827,61,12,0.4225513,62,9891,13,4,753754.1
12646,tgb,-79.28455,43.77532,0,bird,171,-9.05E-02,820,60,13,0.260059,65,9830,14,4,773728.6
12647,tgb,-78.32585,44.02877,0,bird,171,-9.47E-01,832,63,10,0.8613347,59,9912,9,4,750615.9
12648,tgb,-79.06806,43.94052,0,bird,171,-9.86E-01,822,59,13,0.4608283,63,9887,13,4,755591.4
10264,tgb,-84.68256,47.64689,0,bird,403,8.83E-01,1062,54,19,0.4255984,6,10849,-44,2,461459.8
12649,tgb,-79.94384,43.27489,0,bird,171,-9.10E-01,912,73,12,3.732432,69,9660,15,5,831159.4
12650,tgb,-79.6531,43.60675,0,bird,171,-3.36E-01,848,65,13,0.3971978,67,9763,15,5,792454.4
12651,tgb,-79.42049,43.69028,0,bird,170,-9.94E-01,826,62,13,0.7581567,66,9808,15,5,783424.2
12652,tgb,-79.83623,43.36675,0,bird,170,-1.10E-01,886,70,12,0.9424461,69,9695,16,5,820110.9
12653,tgb,-79.63432,43.74168,0,bird,169,-9.96E-01,837,62,13,0.1037754,65,9846,14,4,777865.8
12654,tgb,-78.61427,43.97754,0,bird,169,-9.96E-01,826,62,11,0.9613889,61,9892,12,4,753453.4
12655,tgb,-79.69856,43.55448,0,bird,169,5.58E-01,856,66,13,0.3151056,67,9748,15,4,799364.9
12656,tgb,-79.40228,43.72821,0,bird,169,6.45E-01,823,61,13,0.7497311,66,9812,15,5,779536.1
12657,tgb,-79.71907,43.48579,0,bird,169,-9.32E-01,864,67,12,0.5707466,68,9727,16,4,807168.8
12658,tgb,-78.60559,43.97168,0,bird,169,-9.76E-01,827,62,11,0.9613889,61,9892,12,4,753502.6
10265,tgb,-78.80068,45.3182,0,bird,402,-6.29E-01,1026,67,12,1.745666,28,10826,-21,3,604261.6
12659,tgb,-78.46514,43.96562,0,bird,169,4.92E-01,828,63,10,0.4991898,60,9875,11,4,755335.1
12660,tgb,-79.97296,43.26422,0,bird,169,-9.05E-01,916,74,12,2.872175,69,9665,16,4,832273.1
12661,tgb,-79.62988,43.73608,0,bird,169,-5.14E-01,838,63,13,0.1037754,65,9839,14,5,778836
12662,tgb,-79.60495,43.68635,0,bird,169,6.07E-01,836,63,13,0.4080303,66,9818,14,5,784607.3
12663,tgb,-79.42316,43.69084,0,bird,168,-9.95E-01,827,62,13,0.8369917,67,9791,16,5,783428
12664,tgb,-79.44047,43.69416,0,bird,168,-9.91E-01,826,62,13,1.070425,67,9808,16,5,783437.3
12665,tgb,-79.43303,43.69492,0,bird,168,-9.76E-01,827,62,13,0.8369917,67,9798,16,5,783432.4
12666,tgb,-79.45379,43.68994,0,bird,168,-9.71E-01,826,62,13,1.070425,67,9808,16,5,783442.8
12667,tgb,-79.39932,43.70929,0,bird,168,-1.77E-01,823,61,13,0.6655104,66,9827,16,5,781477.2
12668,tgb,-79.72175,43.58067,0,bird,168,5.05E-01,855,66,13,0.9284055,67,9777,14,5,795552.3
10266,tgb,-78.38305,45.70004,0,bird,402,-9.55E-01,946,62,17,0.1058306,22,11186,-27,3,564754.3
12669,tgb,-78.95727,43.95836,0,bird,168,-9.95E-01,825,60,12,0.570841,63,9892,13,4,753925.2
12670,tgb,-77.90137,44.08068,0,bird,168,-9.66E-01,860,67,10,0.5841725,57,10072,7,2,747840.6
12671,tgb,-79.25476,43.7812,0,bird,167,-4.19E-01,819,60,13,0.104293,66,9813,14,5,772775.1
12672,tgb,-79.65255,43.59678,0,bird,167,-5.61E-01,848,65,13,0.3399302,67,9776,15,5,793424.6
12673,tgb,-79.39355,43.73886,0,bird,167,-1.00E+00,822,61,13,0.5029507,66,9812,14,5,777592.8
12674,tgb,-79.80675,43.20385,0,bird,167,8.50E-01,909,73,11,0.5238207,70,9624,17,4,838449.9
12675,tgb,-79.4068,43.68979,0,bird,167,-8.55E-01,826,62,13,0.7581567,67,9791,16,5,783420.9
12676,tgb,-79.39496,43.70586,0,bird,167,-2.49E-01,822,61,13,0.6655104,66,9827,16,5,781475.1
12677,tgb,-77.102,45.68708,0,bird,167,8.11E-01,855,60,14,0.5272017,38,11418,-9,2,586510.5
12678,tgb,-79.29977,43.06672,0,bird,167,9.78E-01,943,73,11,1.579069,74,9519,18,4,852331.6
10267,tgb,-81.46524,47.41821,0,bird,401,9.69E-01,869,54,21,0.3624676,4,11861,-47,2,400893.6
12679,tgb,-78.2588,44.02095,0,bird,167,-9.87E-01,833,64,10,0.9756166,59,9912,9,2,752076.9
12680,tgb,-78.52632,43.96565,0,bird,166,-5.75E-01,826,62,10,0.1949758,61,9870,11,4,754993.9
12681,tgb,-79.64331,43.59713,0,bird,166,-1.37E-01,848,65,13,0.9075301,67,9785,15,4,793406.5
12682,tgb,-79.39344,43.71568,0,bird,166,2.12E-01,822,61,13,0.7497311,66,9827,15,5,780504.5
12683,tgb,-79.68187,43.52276,0,bird,166,2.94E-01,856,66,13,0.6417895,68,9756,15,5,802233
12684,tgb,-78.82043,43.935,0,bird,166,-9.86E-01,822,61,12,1.07484,63,9878,13,4,757328.9
12685,tgb,-78.82325,43.93439,0,bird,166,-9.84E-01,822,61,12,1.07484,63,9869,13,4,757293.8
12686,tgb,-76.60147,44.37736,0,bird,166,-9.82E-01,958,72,12,0.08105124,52,10411,3,4,737483
12687,tgb,-79.70958,43.59961,0,bird,166,-2.03E-01,851,65,13,0.4878437,67,9776,15,4,793566.8
12688,tgb,-79.63785,43.64849,0,bird,166,-1.96E-01,842,64,13,0.3906369,66,9795,14,5,788555.6
10268,tgb,-81.51667,47.45,0,bird,401,9.62E-01,864,53,21,0.4188397,3,11883,-48,2,398799
12689,tgb,-79.39619,43.69731,0,bird,165,-5.88E-01,825,62,13,0.6655104,67,9791,15,5,782447.8
12690,tgb,-79.32291,43.11109,0,bird,165,8.88E-01,928,72,11,1.147634,73,9525,19,4,848441.3
12691,tgb,-79.15672,43.84574,0,bird,165,-8.94E-01,817,60,13,0.6487147,65,9848,14,4,767059
12692,tgb,-77.57053,45.93422,0,bird,165,-9.16E-01,873,59,18,1.348833,34,11505,-14,2,550013.5
12693,tgb,-79.59557,43.71726,0,bird,164,9.25E-01,833,62,13,0.3156178,66,9826,14,5,780695.6
12694,tgb,-77.05776,45.55992,0,bird,164,9.47E-01,847,60,14,0.6599866,40,11353,-7,4,600530.3
12695,tgb,-79.69543,43.48064,0,bird,164,-6.92E-01,858,67,13,1.245283,68,9729,16,5,807103.8
12696,tgb,-79.59658,43.71377,0,bird,164,9.70E-01,834,63,13,0.07338035,66,9814,14,5,780710.6
12697,tgb,-76.34885,45.25216,0,bird,164,7.70E-01,848,63,12,0.2706115,42,11251,-2,2,650563
12698,tgb,-79.59387,43.74148,0,bird,163,2.82E-01,834,62,13,0.4198669,66,9816,14,5,777784.7
10026,tgb,-78.95595,45.60235,0,bird,483,-9.61E-01,1040,67,14,0.637159,21,10961,-28,2,571572.4
10269,tgb,-80.74981,44.25005,0,bird,401,4.57E-01,1056,70,11,0.5153234,46,9677,-4,4,728897.4
12699,tgb,-79.63765,43.64804,0,bird,163,-6.65E-02,841,64,13,0.3906369,67,9796,15,4,788538
12700,tgb,-79.58954,43.7781,0,bird,163,-1.64E-01,833,61,13,0.4481523,65,9846,13,4,773903.6
12701,tgb,-79.26814,43.76715,0,bird,163,-1.00E+00,820,60,13,0.1510991,66,9820,15,5,774710
12702,tgb,-79.42835,43.68661,0,bird,162,-9.97E-01,825,62,13,0.8369917,67,9799,15,5,784398.5
12703,tgb,-79.59458,43.7245,0,bird,162,6.12E-17,834,62,13,0.3156178,66,9826,14,4,779725.3
12704,tgb,-79.41426,43.6857,0,bird,162,-9.98E-01,826,62,13,0.7581567,67,9799,15,5,784394.8
12705,tgb,-79.39656,43.69045,0,bird,162,-6.89E-01,826,62,13,1.037694,67,9787,15,5,783418.3
12706,tgb,-77.85718,44.02258,0,bird,162,-9.68E-01,863,68,10,1.073588,58,10030,8,2,755061.4
12707,tgb,-76.5981,44.51339,0,bird,162,-4.41E-01,927,70,11,0.1253923,50,10542,2,3,721566.3
12708,tgb,-79.24522,43.75582,0,bird,162,-9.86E-01,820,61,13,0.2088433,66,9811,15,5,775701.1
10270,tgb,-81.5515,47.48058,0,bird,401,8.52E-01,862,53,21,0.360979,3,11906,-48,2,395980.6
12709,tgb,-78.66749,43.98451,0,bird,161,-8.45E-01,827,61,11,0.3052101,62,9900,13,4,753216.3
12710,tgb,-79.63319,43.64433,0,bird,161,-6.79E-01,841,64,13,0.6229746,67,9776,15,5,789508.2
12711,tgb,-84.58281,54.36934,0,bird,161,3.33E-02,531,25,53,0.7936795,-56,14056,-113,2,88548.52
12712,tgb,-79.56731,43.6833,0,bird,161,-9.73E-01,834,63,13,0.2366433,67,9804,15,5,784535.3
12713,tgb,-79.64977,43.58339,0,bird,161,-4.30E-01,850,65,13,0.4807283,68,9763,16,5,795364.9
12714,tgb,-76.36608,44.74352,0,bird,161,-8.08E-02,892,67,11,0.3965195,48,10795,1,3,703652.5
12715,tgb,-78.43826,44.00866,0,bird,161,6.67E-01,830,63,10,0.1905059,60,9904,10,4,751644.3
12716,tgb,-79.38359,43.71648,0,bird,160,3.85E-01,822,61,13,0.8086635,67,9793,15,5,780502.9
12717,tgb,-79.59011,43.66302,0,bird,160,-9.49E-01,835,63,13,0.5848173,67,9804,15,4,787487.6
12718,tgb,-76.40005,45.04595,0,bird,160,9.97E-01,851,64,11,0.2692151,44,11091,0,2,670423.6
10271,tgb,-80.75034,44.34529,0,bird,400,3.94E-01,1057,69,12,0.4576628,45,9681,-5,4,719284.1
12719,tgb,-79.80216,43.42306,0,bird,160,-7.79E-01,876,69,13,0.3951592,69,9724,17,4,813210.9
12720,tgb,-79.58762,43.66007,0,bird,159,-4.38E-01,836,63,13,0.5848173,67,9787,15,5,787473.3
12721,tgb,-80,43.25,0,bird,159,-6.64E-01,922,75,12,2.864166,70,9685,16,2,833355.9
