siteid,spid,x,y,occ,group,age,deficit,dem,hillshade,mas,mat,r2pet,rain,slope,sseas,toxicats,tseas,vpd
20154,tgb,2120000,5590000,0,plant,2,0,1418,130,1264,39,138,3938,46,24,1,229,3
20245,tgb,2181200,5692800,0,plant,2,0,1,181,1305,112,91,3845,0,34,1,135,26
20171,tgb,2130000,5590000,0,plant,2,0,1365,77,1278,43,121,3593,40,17,1,188,7
20174,tgb,2132800,5503000,0,plant,2,9,393,171,1308,89,30,1050,2,-38,1,-36,37
20176,tgb,2136900,5646700,0,plant,2,0,793,71,1228,73,189,6368,31,76,1,148,0
20184,tgb,2139025,5647755,0,plant,2,0,1143,104,1221,57,209,6572,20,84,1,183,0
20193,tgb,2144503,5602253,0,plant,2,0,1273,204,1299,49,98,3003,27,10,1,146,11
20194,tgb,2147823,5410421,0,plant,1,8,10,180,1238,99,33,1060,0,-20,1,29,32
20211,tgb,2156700,5395200,0,plant,2,9,5,176,1232,102,34,1079,1,-17,1,159,32
20269,tgb,2208400,5687300,0,plant,2,0,60,207,1317,111,109,4681,14,24,1,16,31
20295,tgb,2226700,5468300,0,plant,2,0,899,177,1239,61,43,1323,1,17,1,142,23
20303,tgb,2230000,5670000,0,plant,2,0,1858,109,1316,25,153,4629,24,29,1,243,7
20246,tgb,2181871,5498639,0,plant,2,19,350,142,1311,94,27,983,20,-28,1,-98,41
20311,tgb,2237900,5418400,0,plant,2,0,255,210,1208,90,41,1184,15,17,1,172,28
20322,tgb,2243800,5700700,0,plant,2,0,1048,143,1306,69,150,5349,24,42,1,29,16
20333,tgb,2250000,5710000,0,plant,2,0,1475,69,1261,48,185,5682,41,76,1,146,0
20355,tgb,2265500,5748700,0,plant,2,0,330,177,1257,101,122,4312,2,73,1,-10,15
20360,tgb,2267000,5749000,0,plant,2,0,331,188,1252,101,131,4594,2,77,1,-20,14
20367,tgb,2270000,5710000,0,plant,2,0,1315,34,1354,57,132,4936,36,13,1,83,25
20373,tgb,2270000,5760000,0,plant,2,0,18,182,1283,114,86,3343,0,54,1,-4,25
20382,tgb,2275000,5715000,0,plant,2,0,1263,146,1385,60,113,4536,31,-7,1,62,32
20390,tgb,2276000,5719000,0,plant,2,0,848,161,1362,80,118,4878,5,8,1,-103,34
20395,tgb,2279000,5749000,0,plant,2,0,1060,178,1224,69,331,10119,30,101,1,29,0
20247,tgb,2182000,5499000,0,plant,2,7,403,221,1310,91,29,1020,17,-27,1,-87,40
20415,tgb,2290000,5770000,0,plant,2,0,150,152,1293,108,105,4049,13,48,1,-72,26
20422,tgb,2300000,5614000,0,plant,0,220,270,180,1344,99,11,509,0,-13,0,-310,46
20442,tgb,2310000,5480000,0,plant,2,1,276,191,1240,92,29,1023,5,21,1,162,39
20443,tgb,2310000,5780000,0,plant,2,0,279,186,1279,102,113,4123,2,55,1,-110,20
20455,tgb,2314700,5777700,0,plant,2,0,1144,144,1257,64,188,5764,31,75,1,51,1
20460,tgb,2315100,5779900,0,plant,2,0,173,193,1279,107,123,4589,14,55,1,-162,22
20495,tgb,2330000,5800000,0,plant,2,0,433,203,1285,96,131,4703,17,55,1,-49,16
20510,tgb,2336000,5775800,0,plant,2,0,1150,202,1294,64,250,8382,36,53,1,31,11
20526,tgb,2340000,5790000,0,plant,2,0,1498,242,1271,45,315,9514,28,68,1,127,0
20531,tgb,2342000,5759000,0,plant,2,0,1090,246,1383,68,63,2612,35,-8,1,0,36
20248,tgb,2183000,5400000,0,plant,1,5,11,176,1222,101,33,1067,0,-6,1,129,30
20534,tgb,2344000,5830000,0,plant,2,0,13,180,1307,115,72,2807,0,46,1,14,27
20536,tgb,2345500,5829400,0,plant,2,0,20,177,1307,115,74,2874,3,46,1,14,27
20570,tgb,2360000,5690000,0,plant,2,0,520,170,1329,91,28,1172,18,16,1,-167,35
20576,tgb,2361000,5840000,0,plant,2,0,90,181,1305,113,75,2937,0,51,1,55,26
20584,tgb,2363700,5806200,0,plant,2,0,350,205,1299,101,174,6573,28,49,1,-60,22
20602,tgb,2367000,5699000,0,plant,2,0,533,107,1337,91,27,1146,20,11,1,-127,35
20606,tgb,2368000,5700000,0,plant,2,0,492,124,1340,93,26,1124,11,9,1,-138,36
20619,tgb,2370000,5770000,0,plant,1,0,498,178,1392,95,33,1529,0,-18,1,-128,48
20620,tgb,2370000,5800000,0,plant,0,0,1810,63,1284,28,264,7527,35,64,0,192,0
20622,tgb,2370000,5860000,0,plant,2,0,19,181,1307,118,74,2953,0,53,1,63,26
20249,tgb,2183400,5682500,0,plant,2,0,1405,153,1222,47,224,6709,39,97,1,196,0
20623,tgb,2370100,5698200,0,plant,2,0,278,176,1342,100,21,996,1,6,1,-190,40
20625,tgb,2370300,5659600,0,plant,1,156,25,178,1314,108,14,597,0,19,1,-172,38
20630,tgb,2372767,5868683,0,plant,2,0,776,169,1304,81,101,3513,16,56,1,35,11
20631,tgb,2373000,5865000,0,plant,2,0,695,221,1304,85,99,3483,18,56,1,24,12
20638,tgb,2373900,5730000,0,plant,2,0,982,211,1372,73,34,1399,19,-9,1,-1,34
20639,tgb,2374000,5790000,0,plant,0,0,656,178,1348,88,84,3509,0,19,0,-76,37
20660,tgb,2380000,5790000,0,plant,2,0,1820,158,1327,27,128,4197,38,37,1,203,13
20666,tgb,2381000,5844000,0,plant,0,0,89,180,1305,114,90,3470,0,52,0,-24,26
20687,tgb,2387000,5842000,0,plant,2,0,103,202,1306,113,82,3139,7,50,1,-54,27
20697,tgb,2390000,5790000,0,plant,2,0,1398,247,1354,49,65,2448,34,17,1,76,26
20250,tgb,2184634,5657809,0,plant,2,0,1565,193,1268,38,179,5534,39,59,1,199,0
20724,tgb,2392000,5808000,0,plant,2,0,875,92,1319,77,130,4857,21,40,1,-42,25
20727,tgb,2392000,5811000,0,plant,2,0,930,179,1309,75,145,5153,13,46,1,-42,20
20730,tgb,2392000,5818000,0,plant,2,0,515,127,1303,94,137,5005,25,50,1,-28,24
20742,tgb,2394000,5809000,0,plant,2,0,1690,206,1305,33,180,5543,23,51,1,161,7
20753,tgb,2397000,5879000,0,plant,1,0,94,178,1317,113,53,1926,0,45,1,-164,27
20767,tgb,2400000,5940000,0,plant,2,0,5,181,1368,121,55,2283,0,23,1,72,30
20776,tgb,2403000,5797000,0,plant,1,0,578,196,1384,92,32,1433,7,-7,1,-87,42
20792,tgb,2406325,5936046,0,plant,2,0,905,148,1334,75,115,4061,22,53,1,27,6
20799,tgb,2408000,5817000,0,plant,2,0,1150,215,1326,63,119,4217,30,37,1,-8,21
20805,tgb,2409000,5796000,0,plant,2,21,581,183,1385,92,27,1202,3,-8,1,-97,42
20251,tgb,2184900,5601200,0,plant,2,50,764,169,1403,78,30,1082,19,-71,1,-83,37
20806,tgb,2409000,5939000,0,plant,2,0,630,192,1346,89,109,4010,4,43,1,3,13
20814,tgb,2410000,5910000,0,plant,2,0,390,115,1337,101,72,2535,19,40,1,-90,23
20821,tgb,2411000,5911000,0,plant,2,0,294,165,1341,105,67,2410,5,37,1,-91,25
20835,tgb,2415000,5952000,0,plant,2,0,300,194,1358,106,76,2991,14,39,1,7,18
20836,tgb,2416000,5895000,0,plant,2,0,353,173,1330,102,60,2039,23,40,1,-140,24
20840,tgb,2416300,5947700,0,plant,2,0,793,172,1340,81,157,6001,4,54,1,5,7
20842,tgb,2417000,5904000,0,plant,2,0,288,197,1338,105,64,2245,10,37,1,-131,25
20843,tgb,2417000,5951000,0,plant,2,0,513,211,1352,96,104,4107,12,45,1,-19,13
20844,tgb,2417000,5952000,0,plant,2,0,302,196,1359,106,75,2975,8,38,1,-2,18
20848,tgb,2418000,5904000,0,plant,2,0,344,200,1337,103,66,2315,11,38,1,-131,24
20022,tgb,2030900,5490000,0,plant,2,0,100,193,1203,94,121,3726,11,11,1,151,18
20252,tgb,2185000,5569000,0,plant,2,144,513,215,1412,90,20,746,25,-91,1,-217,43
20850,tgb,2418600,5950000,0,plant,2,0,555,177,1353,93,99,3802,4,44,1,-8,13
20863,tgb,2423000,5769000,0,plant,2,14,478,134,1386,98,26,1122,10,-17,1,-99,45
20882,tgb,2428100,5964500,0,plant,2,0,301,224,1383,107,83,3395,23,25,1,-22,21
20901,tgb,2434600,6011100,0,plant,2,0,76,180,1441,121,49,2168,14,-7,1,-7,30
20902,tgb,2434700,6009300,0,plant,2,0,100,222,1443,120,48,2073,26,-10,1,-16,30
20916,tgb,2436100,5988100,0,plant,2,0,48,187,1426,121,56,2407,5,-1,1,-27,30
20933,tgb,2440532,6019876,0,plant,2,0,1122,195,1383,67,124,4624,6,46,1,90,1
20938,tgb,2442000,5853000,0,plant,2,0,1210,214,1362,60,89,3089,29,18,1,-27,22
20950,tgb,2445000,6039000,0,plant,2,0,829,166,1427,84,77,3032,3,13,1,74,13
20952,tgb,2445400,5991000,0,plant,2,0,1037,186,1396,71,102,3795,13,28,1,19,8
20253,tgb,2185615,5602985,0,plant,2,0,1428,143,1370,43,56,1724,17,-39,1,108,22
20958,tgb,2447100,5903900,0,plant,2,0,375,155,1380,101,51,1930,6,11,1,-170,31
20961,tgb,2448700,5922400,0,plant,2,0,458,187,1386,98,60,2203,20,11,1,-139,27
20967,tgb,2450000,5860000,0,plant,2,0,910,66,1385,75,72,2730,32,1,1,-112,30
20979,tgb,2452000,6034000,0,plant,2,0,787,185,1438,86,75,2955,2,4,1,44,15
20980,tgb,2452000,6035000,0,plant,2,0,741,195,1440,88,73,2902,5,2,1,43,17
20981,tgb,2453000,5946000,0,plant,2,0,361,144,1418,103,51,1991,16,-6,1,-111,30
20997,tgb,2457000,6030000,0,plant,2,0,1330,222,1424,57,97,3436,16,18,1,123,5
21005,tgb,2460000,5869000,0,plant,2,0,964,89,1407,73,67,2669,24,-11,1,-121,32
21010,tgb,2461000,5869000,0,plant,2,0,973,227,1410,72,66,2656,24,-14,1,-111,32
21025,tgb,2465000,6040000,0,plant,2,0,167,210,1478,119,69,3041,10,-26,1,-16,31
20254,tgb,2189700,5691200,0,plant,2,0,20,184,1293,112,93,3864,11,46,1,105,24
21037,tgb,2467600,5729600,0,plant,2,203,11,179,1382,116,18,709,0,-34,1,-115,47
21038,tgb,2467670,5937218,0,plant,2,0,410,135,1430,100,45,1797,17,-15,1,-160,32
21041,tgb,2468154,5909793,0,plant,2,0,730,61,1392,84,52,1899,30,7,1,-165,24
21052,tgb,2470300,5910100,0,plant,2,0,424,182,1402,100,42,1656,3,0,1,-200,31
21056,tgb,2471585,5717824,0,plant,0,213,1,180,1388,118,18,720,0,-38,0,-56,51
21064,tgb,2473000,5836000,0,plant,2,16,680,124,1426,87,31,1235,26,-40,1,-156,46
21065,tgb,2473000,5881000,0,plant,2,0,816,178,1436,80,48,1992,1,-31,1,-163,37
21076,tgb,2473300,6065900,0,plant,2,0,46,207,1478,127,54,2479,11,-24,1,40,31
21077,tgb,2473400,5836700,0,plant,2,34,542,192,1429,93,28,1163,15,-43,1,-188,49
21087,tgb,2474000,6066000,0,plant,2,0,84,204,1477,126,56,2525,12,-23,1,31,31
20255,tgb,2190000,5541000,0,plant,2,80,733,148,1366,75,25,862,17,-60,1,-152,39
21088,tgb,2474000,6068000,0,plant,2,0,8,185,1480,130,53,2409,1,-25,1,29,32
21090,tgb,2474400,5784800,0,plant,2,117,282,170,1409,106,20,867,11,-31,1,-82,49
21107,tgb,2476000,6072000,0,plant,2,0,59,174,1481,127,50,2239,5,-26,1,50,32
21108,tgb,2476100,6072500,0,plant,2,0,40,169,1482,128,49,2196,3,-27,1,50,33
21112,tgb,2477000,5988000,0,plant,2,0,1483,153,1469,48,75,2594,23,-23,1,86,14
21113,tgb,2477000,6008000,0,plant,2,0,995,191,1490,74,67,2535,28,-36,1,-1,24
21115,tgb,2477000,6010000,0,plant,2,0,1110,199,1485,68,72,2665,32,-31,1,30,21
21135,tgb,2480000,5919000,0,plant,2,0,480,185,1412,97,42,1621,3,-4,1,-199,29
21140,tgb,2480000,6030000,0,plant,2,0,698,206,1487,90,69,2749,30,-31,1,12,26
21141,tgb,2480000,6060000,0,plant,1,0,9,179,1493,129,52,2278,0,-36,1,10,36
20256,tgb,2190000,5600000,0,plant,2,0,1260,251,1378,52,46,1475,36,-47,1,45,26
21143,tgb,2481000,5922000,0,plant,2,0,453,181,1420,99,40,1592,0,-9,1,-200,31
21150,tgb,2482000,5922000,0,plant,0,0,450,180,1423,99,40,1585,0,-11,0,-200,31
21157,tgb,2482100,5938800,0,plant,2,0,513,181,1445,96,44,1750,6,-24,1,-189,32
21163,tgb,2483000,5998000,0,plant,2,0,1450,26,1487,50,74,2575,34,-34,1,85,18
21164,tgb,2483000,5999000,0,plant,2,0,1670,193,1478,39,83,2744,23,-25,1,139,13
21173,tgb,2484000,6751000,0,plant,2,142,51,156,1536,157,18,1105,14,72,1,211,33
21191,tgb,2487000,5862000,0,plant,2,0,1600,86,1430,41,48,1655,27,-31,1,58,27
21203,tgb,2488000,6002000,0,plant,2,0,993,186,1511,74,60,2284,16,-53,1,-11,28
21211,tgb,2489000,6748000,0,plant,2,74,218,178,1535,149,22,1355,8,72,1,303,30
21230,tgb,2490400,5724300,0,plant,2,0,635,234,1365,93,41,1479,22,-15,1,161,33
20257,tgb,2190000,5660000,0,plant,2,0,1830,146,1267,25,194,5674,25,62,1,263,0
21233,tgb,2491000,6743000,0,plant,2,86,58,166,1542,155,22,1367,4,65,1,151,35
21242,tgb,2493000,5928000,0,plant,2,0,1663,188,1410,38,74,2352,24,5,1,69,9
21246,tgb,2493000,6039000,0,plant,1,0,17,180,1510,127,44,1951,0,-49,1,-59,38
21255,tgb,2494000,6018000,0,plant,2,15,120,183,1538,120,45,1937,1,-74,1,-116,45
21256,tgb,2494000,6023000,0,plant,2,8,98,186,1534,121,48,2058,3,-70,1,-107,44
21263,tgb,2496000,5934000,0,plant,0,0,620,180,1451,91,38,1550,1,-27,0,-177,31
21265,tgb,2496000,6745000,0,plant,2,78,91,179,1542,154,22,1399,9,65,1,162,35
21274,tgb,2497000,5934000,0,plant,2,0,636,180,1451,90,38,1549,1,-27,1,-177,31
21289,tgb,2500000,5856000,0,plant,2,7,710,154,1443,86,34,1329,20,-49,1,-165,48
21310,tgb,2505000,5955000,0,plant,2,0,1428,221,1460,51,60,2119,27,-22,1,15,14
20258,tgb,2190000,5670000,0,plant,2,0,1660,80,1255,34,185,5553,55,75,1,231,0
21314,tgb,2507375,6020204,0,plant,2,55,56,167,1550,123,35,1512,18,-82,1,-137,47
21315,tgb,2507848,5992782,0,plant,2,108,142,189,1541,119,26,1177,4,-80,1,-66,45
21320,tgb,2509000,5942000,0,plant,2,0,929,157,1470,77,42,1668,11,-35,3,-142,27
21324,tgb,2509700,5708300,0,plant,2,0,719,127,1354,89,54,1946,20,-13,1,223,31
21325,tgb,2509773,5883099,0,plant,2,1,1460,124,1460,49,32,1221,23,-48,1,-3,33
21353,tgb,2520000,5976000,0,plant,2,63,75,131,1530,123,25,1233,13,-75,1,-17,43
21358,tgb,2522000,5861000,0,plant,2,0,1355,106,1441,55,46,1665,32,-41,1,4,36
21368,tgb,2529000,5978000,0,plant,2,16,365,126,1523,107,32,1437,20,-66,1,-102,37
21379,tgb,2530000,6670000,0,plant,2,30,241,228,1513,145,26,1531,14,66,1,195,34
21383,tgb,2531000,5979000,0,plant,2,5,466,219,1521,102,35,1539,14,-64,1,-100,34
20259,tgb,2192000,5487000,0,plant,2,28,264,181,1287,96,25,905,2,-15,1,-69,39
21384,tgb,2531661,5932764,0,plant,2,0,1255,225,1492,61,41,1708,31,-55,1,-57,30
21385,tgb,2531700,6663400,0,plant,2,4,468,221,1502,132,31,1753,14,73,1,259,29
21399,tgb,2537000,6671000,0,plant,2,11,292,189,1512,142,29,1677,16,67,1,206,33
21406,tgb,2539000,5985000,0,plant,2,0,981,243,1508,75,55,2134,27,-53,1,-12,24
21427,tgb,2547100,5851700,0,plant,2,95,115,155,1456,119,23,1094,12,-58,1,-16,61
21430,tgb,2548000,5994000,0,plant,2,0,850,48,1505,82,53,2102,31,-51,1,5,25
21437,tgb,2550000,6670000,0,plant,2,9,184,176,1511,148,31,1821,12,66,1,114,35
21438,tgb,2550000,6676000,0,plant,2,25,67,196,1518,154,28,1665,6,61,1,72,38
21441,tgb,2550500,6630300,0,plant,2,13,249,147,1480,138,34,1864,20,78,1,127,32
21463,tgb,2557000,5989000,0,plant,2,0,60,184,1520,122,42,1887,9,-64,1,-167,41
20260,tgb,2198000,5507000,0,plant,2,40,219,181,1321,100,26,947,0,-35,1,-120,43
21469,tgb,2558900,6621400,0,plant,2,0,344,185,1473,133,42,2257,2,81,1,168,30
21476,tgb,2560500,5980700,0,plant,2,0,340,198,1520,109,59,2668,22,-64,1,-103,38
21480,tgb,2561100,6616300,0,plant,2,38,100,206,1476,143,31,1685,9,77,1,45,35
21493,tgb,2565000,5980100,0,plant,2,0,878,165,1504,82,68,2728,28,-50,1,-4,26
21497,tgb,2567800,6007700,0,plant,2,0,999,117,1468,75,82,2927,26,-25,1,97,18
21506,tgb,2570000,5881000,0,plant,2,0,265,60,1471,114,29,1450,26,-61,1,55,60
21524,tgb,2575600,5890400,0,plant,2,0,780,14,1468,88,39,1827,42,-54,1,-16,50
21533,tgb,2579400,6663500,0,plant,2,0,319,178,1499,140,42,2328,9,68,1,176,32
21555,tgb,2587000,5920000,0,plant,2,76,644,222,1491,97,21,1085,13,-64,1,-39,55
21568,tgb,2590000,6030000,0,plant,2,0,380,105,1461,107,37,1553,28,-21,1,237,29
20261,tgb,2198000,5564000,0,plant,2,193,410,251,1402,94,15,605,30,-88,1,-268,47
21581,tgb,2593000,6223000,0,plant,2,0,285,190,1484,122,57,2785,3,-24,1,202,28
21586,tgb,2594000,6227000,0,plant,2,0,618,164,1480,101,66,3101,24,-18,1,189,22
21592,tgb,2596000,6217000,0,plant,2,0,740,184,1466,93,79,3534,15,-12,1,171,18
21601,tgb,2599000,5918000,0,plant,2,187,108,89,1491,124,16,885,23,-66,1,41,64
21604,tgb,2600000,6000000,0,plant,2,0,190,168,1480,117,45,1956,25,-43,1,154,35
21630,tgb,2610000,6657000,0,plant,2,65,13,183,1508,155,26,1523,4,56,1,41,39
21633,tgb,2613366,6602093,0,plant,2,29,142,186,1481,144,28,1573,3,63,1,45,37
21647,tgb,2624800,6654500,0,plant,2,33,309,208,1499,140,29,1611,15,64,1,126,32
21680,tgb,2642000,6507000,0,plant,2,58,34,154,1523,145,24,1347,8,2,1,65,35
21696,tgb,2649000,6475000,0,plant,2,0,215,109,1520,135,38,2003,14,-4,1,88,32
20024,tgb,2034000,5513000,0,plant,2,0,245,206,1202,88,142,4445,39,21,1,173,12
20262,tgb,2199700,5709200,0,plant,2,0,18,190,1291,112,99,4118,2,50,1,95,24
21707,tgb,2652186,6518680,0,plant,2,36,110,188,1528,143,27,1521,8,1,1,85,35
21713,tgb,2656000,5994000,0,plant,2,14,291,239,1394,112,38,1447,20,0,1,265,24
21714,tgb,2656000,6475000,0,plant,2,27,60,172,1522,144,30,1654,3,-5,1,5,37
21720,tgb,2660000,6290000,0,plant,2,0,261,102,1436,126,45,2151,20,13,1,91,26
21722,tgb,2660000,6473000,0,plant,2,45,43,167,1520,146,28,1534,3,-3,1,34,38
21724,tgb,2660000,6532000,0,plant,2,35,32,180,1532,150,29,1655,3,1,1,103,38
21731,tgb,2661900,6006900,0,plant,2,50,230,178,1405,116,32,1243,2,-9,1,214,26
21739,tgb,2664000,6296000,0,plant,2,0,625,156,1429,105,56,2532,24,19,1,138,18
21744,tgb,2664180,6298739,0,plant,2,0,681,170,1428,102,57,2555,27,21,1,149,17
21754,tgb,2669000,5987000,0,plant,2,24,60,206,1423,126,38,1534,12,-30,1,161,37
20263,tgb,2200000,5580000,0,plant,2,3,1237,185,1378,52,37,1165,20,-59,1,-4,30
21766,tgb,2671000,6442000,0,plant,2,34,56,180,1487,143,26,1380,0,13,1,95,35
21769,tgb,2672000,6442000,0,plant,2,34,61,179,1486,143,26,1383,0,14,1,95,35
21782,tgb,2676000,6004000,0,plant,2,34,70,138,1423,125,34,1380,11,-30,1,61,35
21784,tgb,2676000,6489000,0,plant,2,67,182,207,1531,141,23,1278,11,-6,1,116,37
21786,tgb,2677000,6005000,0,plant,2,24,127,103,1420,121,35,1410,22,-27,1,72,34
21799,tgb,2681600,6446900,0,plant,2,34,78,188,1492,142,25,1349,4,12,1,56,35
21809,tgb,2684793,6215937,0,plant,2,0,414,200,1419,111,48,2079,18,-1,1,-73,31
21816,tgb,2687000,6229000,0,plant,2,4,285,235,1416,119,40,1755,24,0,1,-116,32
21834,tgb,2690000,6010000,0,plant,2,0,155,200,1411,119,44,1790,7,-22,1,3,36
21837,tgb,2690000,6050000,0,plant,2,85,19,182,1416,128,23,1021,0,-10,1,60,34
20264,tgb,2200000,5709000,0,plant,2,0,12,177,1291,112,99,4137,0,50,1,95,24
21840,tgb,2690000,6350000,0,plant,2,0,418,197,1449,118,47,2241,10,17,1,63,25
21874,tgb,2697500,6553800,0,plant,2,0,641,90,1533,122,34,1870,21,16,1,302,26
21876,tgb,2698000,6552000,0,plant,2,37,196,205,1545,147,28,1643,16,4,1,254,36
21882,tgb,2699000,6034000,0,plant,2,0,183,177,1408,117,43,1830,25,-8,1,34,32
21887,tgb,2700000,6020000,0,plant,2,0,628,125,1398,91,62,2355,29,-10,1,152,27
21889,tgb,2700000,6029000,0,plant,2,0,958,242,1390,74,67,2462,28,6,1,228,17
21894,tgb,2700000,6070000,0,plant,2,105,20,181,1419,128,22,954,0,-13,1,-19,34
21905,tgb,2702000,5955000,0,plant,2,32,379,151,1421,111,29,1315,22,-16,1,236,38
21916,tgb,2706000,5978000,0,plant,2,0,790,240,1397,86,40,1550,19,-3,1,224,25
21926,tgb,2708000,5978000,0,plant,2,31,380,122,1406,108,34,1365,17,-13,1,147,33
20265,tgb,2202000,5711000,0,plant,2,0,25,159,1289,112,103,4255,8,51,1,85,23
21939,tgb,2710000,6060000,0,plant,2,0,334,165,1405,106,36,1521,11,-2,1,87,28
21948,tgb,2712900,6213100,0,plant,2,0,724,104,1407,94,52,2171,11,8,1,31,26
21957,tgb,2714265,6032999,0,plant,2,0,1218,107,1382,61,84,2876,23,5,1,292,15
21959,tgb,2714400,6374700,0,plant,2,46,20,171,1478,137,24,1245,3,4,1,-132,36
21960,tgb,2715000,6031000,0,plant,2,0,709,204,1398,86,69,2597,16,-9,1,164,26
21961,tgb,2715000,6048000,0,plant,2,0,1138,146,1386,64,89,3171,27,8,1,291,14
21969,tgb,2716000,6222000,0,plant,2,0,855,164,1402,87,58,2344,4,13,1,53,22
21970,tgb,2716000,6223000,0,plant,2,0,821,179,1402,89,56,2306,1,13,1,53,22
21971,tgb,2717000,6031000,0,plant,2,0,493,142,1407,98,67,2614,18,-16,1,80,31
21973,tgb,2717000,6167200,0,plant,2,94,212,201,1432,122,21,973,6,-15,1,-127,40
20266,tgb,2205469,5508187,0,plant,2,0,1364,205,1283,40,54,1552,14,0,1,129,20
21983,tgb,2719000,6216000,0,plant,2,0,1202,191,1400,67,70,2674,5,15,1,140,15
21984,tgb,2719000,6219000,0,plant,2,0,848,225,1405,88,59,2425,16,12,1,43,23
21985,tgb,2719500,6120100,0,plant,2,88,111,181,1439,124,20,955,0,-26,1,31,36
21992,tgb,2720000,6218000,0,plant,2,0,1190,206,1400,68,70,2674,8,15,1,130,16
22015,tgb,2723000,6415000,0,plant,2,20,212,105,1480,130,31,1589,16,19,1,-30,33
22023,tgb,2724000,6228000,0,plant,2,0,798,166,1406,92,57,2363,5,14,1,32,24
22027,tgb,2725000,6206000,0,plant,2,0,1196,177,1406,67,59,2288,7,11,1,140,20
22028,tgb,2725000,6514000,0,plant,2,0,584,83,1523,121,40,2184,27,16,1,212,28
22037,tgb,2726000,6053000,0,plant,2,0,705,111,1393,86,75,2834,16,0,1,174,24
22041,tgb,2726000,6515000,0,plant,2,0,822,153,1519,109,45,2337,18,20,1,266,23
20267,tgb,2205900,5419000,0,plant,2,0,493,160,1214,79,48,1401,23,9,1,206,22
22042,tgb,2726000,6549000,0,plant,2,10,20,165,1547,155,33,1983,4,7,1,141,40
22052,tgb,2727000,6209000,0,plant,2,0,1377,225,1404,58,69,2589,14,14,1,193,16
22053,tgb,2727000,6554000,0,plant,2,0,435,148,1538,134,35,1962,19,16,1,258,31
22055,tgb,2727467,6269603,0,plant,2,0,922,187,1414,88,43,1808,3,20,1,123,20
22061,tgb,2728000,6238000,0,plant,2,0,565,175,1413,106,47,2070,15,12,1,-22,29
22062,tgb,2728000,6269000,0,plant,2,0,913,131,1414,88,42,1792,9,20,1,123,20
22083,tgb,2730000,6280000,0,plant,2,0,702,181,1422,102,38,1668,3,19,1,99,24
22092,tgb,2730400,6296100,0,plant,2,0,521,160,1430,112,37,1670,4,18,1,45,26
22104,tgb,2732000,6225000,0,plant,1,0,1078,183,1411,75,68,2729,2,15,1,97,21
22108,tgb,2732900,6182200,0,plant,2,44,621,151,1419,100,24,1047,9,-1,1,-10,33
20268,tgb,2206300,5419000,0,plant,2,0,575,148,1213,75,50,1451,16,10,1,227,20
22111,tgb,2733000,6295000,0,plant,2,0,560,182,1431,110,37,1670,1,18,1,66,25
22134,tgb,2738000,6451000,0,plant,2,20,336,130,1490,127,33,1717,15,26,1,60,32
22141,tgb,2739000,5993000,0,plant,2,89,232,224,1410,117,35,1356,14,-23,1,24,38
22155,tgb,2741000,6228000,0,plant,2,0,1502,167,1410,53,77,2911,13,21,1,234,13
22161,tgb,2742000,6174000,0,plant,2,50,641,190,1418,100,23,1016,6,-3,1,49,32
22170,tgb,2743000,6243000,0,plant,2,0,1089,191,1420,76,56,2298,10,18,1,127,20
22186,tgb,2747000,6457000,0,plant,2,2,334,135,1496,128,39,2044,19,26,1,60,34
22202,tgb,2749700,6166700,0,plant,2,55,492,194,1418,108,22,1010,8,-3,1,-12,35
22217,tgb,2752000,6403000,0,plant,2,8,541,89,1489,114,36,1800,24,23,1,85,29
22223,tgb,2753000,6181000,0,plant,2,38,768,159,1423,93,24,1054,14,0,1,81,33
20270,tgb,2209000,5586000,0,plant,2,0,1960,181,1346,15,63,1658,19,-29,1,267,15
22237,tgb,2757000,6011000,0,plant,2,66,347,213,1406,110,37,1446,7,-14,1,26,36
22262,tgb,2761000,6038000,0,plant,2,87,228,139,1399,118,30,1208,11,-4,1,53,36
22264,tgb,2761000,6388000,0,plant,2,19,280,127,1498,127,35,1850,25,18,1,30,35
22270,tgb,2762000,6389000,0,plant,2,0,662,145,1493,107,45,2218,28,22,1,117,27
22275,tgb,2763400,6386700,0,plant,2,0,772,220,1491,101,50,2439,23,24,1,149,24
22280,tgb,2765700,6295000,0,plant,2,8,441,178,1457,116,30,1420,2,9,1,-35,30
22284,tgb,2767000,6119000,0,plant,2,0,1140,204,1384,68,50,1915,7,17,1,290,19
22293,tgb,2770000,6155000,0,plant,2,12,713,212,1407,96,30,1288,8,7,1,130,29
22294,tgb,2770000,6160000,0,plant,2,16,747,207,1412,95,28,1218,12,5,1,121,30
22304,tgb,2771000,6141000,0,plant,2,0,1464,198,1386,53,55,1977,18,21,1,324,13
20271,tgb,2210000,5470000,0,plant,2,48,168,177,1259,99,23,841,1,-2,1,-70,37
22306,tgb,2771000,6173000,0,plant,2,73,600,170,1429,104,21,954,12,-1,1,28,37
22319,tgb,2778000,6372000,0,plant,2,0,105,199,1510,137,36,1958,6,10,1,7,39
22321,tgb,2779000,6171000,0,plant,2,5,1020,163,1426,80,31,1334,9,4,1,166,30
22355,tgb,2800000,6203000,0,plant,2,0,1060,169,1486,81,48,2243,22,-13,1,115,43
22361,tgb,2803000,6207000,0,plant,2,0,1186,178,1485,74,53,2460,27,-11,1,168,41
