siteid,spid,x,y,occ,group,bcc,calc,ccc,ddeg,nutri,pday,precyy,sfroyy,slope,sradyy,swb,tavecc,topo
14467,tgb,1650950,119275,0,tree,2,0,98,2914,17.4375,37,1276,0,128,15263,15,0,36
14468,tgb,1650990,25910,0,tree,0,1,31,2386,11.625,25,945,0,331,17594,-243,-1,127
10446,tgb,1544040,67570,0,tree,75,0,0,3211,17,30,958,0,209,12122,-101,0,-19
14469,tgb,1651050,97250,0,tree,8,0,92,2653,17,42,1639,0,18,18446,81,-1,-15
14470,tgb,1651050,104600,0,tree,39,0,60,2074,16,44,1883,0,349,9086,50,-2,137
14471,tgb,1651050,134950,0,tree,14,0,85,3116,17,35,1153,0,111,15812,-42,0,13
14472,tgb,1651100,91800,0,tree,2,0,79,1627,12,46,2051,0,266,10788,38,-4,118
14473,tgb,1651130,26070,0,tree,0,1,88,2318,11,25,969,0,309,12974,-128,-1,196
14474,tgb,1651150,82900,0,tree,0,1,38,2079,7,43,1512,0,403,22078,1,-2,-189
14475,tgb,1651160,26180,0,tree,0,1,100,2315,11.125,25,974,0,335,10909,-76,-1,146
14476,tgb,1651200,119100,0,tree,8,0,79,2853,23.625,38,1305,0,123,19981,4,0,60
14477,tgb,1651250,29150,0,tree,0,0,75,2228,7,26,1025,0,286,22104,-259,-2,72
14478,tgb,1651300,122660,0,tree,6,0,87,3039,17,37,1198,0,35,18206,-35,0,43
10447,tgb,1544220,66620,0,tree,73,0,2,3102,25,30,1024,0,104,18370,-183,0,33
14479,tgb,1651350,97400,0,tree,8,0,92,2653,17,42,1637,0,32,18369,81,-1,-2
14480,tgb,1651375,91875,0,tree,8,0,92,1719,14.0625,45,2014,0,283,19993,39,-3,-168
14481,tgb,1651410,59190,0,tree,19,1,19,1262,12.1875,46,1616,0,218,19378,39,-5,-71
14482,tgb,1651410,136580,0,tree,77,0,23,3039,17,36,1189,0,122,20125,-95,0,-7
14483,tgb,1651470,25810,0,tree,0,1,44,2109,12,26,1055,0,322,19214,-204,-2,94
14484,tgb,1651620,26130,0,tree,0,1,100,2046,11,27,1086,0,321,12452,-67,-2,259
14485,tgb,1651650,101450,0,tree,23,0,70,2503,12.8125,43,1685,0,216,14950,40,-1,-210
14486,tgb,1651650,114050,0,tree,27,0,73,2726,16.4375,39,1408,0,94,18214,23,0,125
14487,tgb,1651660,71430,0,tree,0,1,100,2352,7,43,1386,0,345,13873,24,-1,-18
14488,tgb,1651675,5800,0,tree,0,0,0,788,0,37,1344,3,322,17854,-10,-7,140
10448,tgb,1544250,84700,0,tree,100,1,0,2856,9.875,32,1140,0,341,20606,-185,0,-147
14489,tgb,1651680,69220,0,tree,0,1,0,1123,0,46,1705,1,112,19568,0,-5,105
14490,tgb,1651700,101600,0,tree,10,0,71,2458,12.5625,43,1716,0,242,21517,39,-1,-39
14491,tgb,1651700,102050,0,tree,0,0,0,2244,16.0625,44,1828,0,228,21803,50,-2,209
14492,tgb,1651730,95900,0,tree,17,0,33,2512,11.125,43,1695,0,208,12235,72,-1,136
14493,tgb,1651780,63030,0,tree,0,1,100,2025,7,44,1397,0,358,7856,8,-2,-136
14494,tgb,1651800,127230,0,tree,41,0,52,3106,16,36,1168,0,147,15300,-36,0,125
14495,tgb,1651870,95730,0,tree,2,0,4,2465,12.9375,43,1715,0,49,17820,91,-1,25
14496,tgb,1651900,113900,0,tree,0,0,13,2738,18.3125,39,1401,0,41,19164,20,0,59
14497,tgb,1651920,137790,0,tree,31,0,37,3079,17,36,1165,0,209,20233,-130,0,-24
14498,tgb,1651940,89975,0,tree,0,1,100,1976,12,44,1807,0,173,17360,38,-2,20
10044,tgb,1505250,15550,0,tree,44,0,19,3472,25.0625,27,941,0,157,18246,-230,0,-2
10449,tgb,1544450,56480,0,tree,48,0,14,3311,17,28,1008,0,189,16109,-177,0,188
14499,tgb,1651950,26930,0,tree,0,0,75,2767,12,23,800,0,310,9812,-143,0,6
14500,tgb,1651950,59525,0,tree,6,1,12,1344,9.5,46,1591,0,173,18001,39,-5,-12
14501,tgb,1651950,59625,0,tree,2,1,42,1323,9.1875,46,1597,0,167,19276,34,-5,19
14502,tgb,1651950,135090,0,tree,43,0,43,3079,17,36,1174,0,156,17701,-90,0,-157
14503,tgb,1652030,63190,0,tree,0,0,100,2174,7,44,1362,0,272,7537,8,-2,-231
14504,tgb,1652050,27950,0,tree,0,0,0,3263,0,21,641,0,8,17002,-518,0,-73
14505,tgb,1652050,103950,0,tree,12,0,87,2269,16.5,43,1770,0,345,18066,50,-2,262
14506,tgb,1652050,137950,0,tree,8,0,29,3033,16.8125,36,1185,0,188,14344,-23,0,1
14507,tgb,1652050,152050,0,tree,60,1,39,2547,14.25,38,1368,0,58,19276,-12,-1,143
14508,tgb,1652060,136520,0,tree,6,0,81,2894,17,36,1257,0,36,17606,-15,0,60
10450,tgb,1544520,73620,0,tree,8,0,17,3236,27.625,30,924,0,1,18378,-275,0,-2
14509,tgb,1652100,126800,0,tree,52,0,47,3078,16.3125,36,1190,0,276,14664,-1,0,38
14510,tgb,1652100,127025,0,tree,0,0,100,3026,16,36,1205,0,69,17781,-59,0,127
14511,tgb,1652150,59200,0,tree,4,1,71,1426,7,46,1573,0,125,15192,24,-4,-125
14512,tgb,1652210,138870,0,tree,23,0,77,2964,16.25,36,1209,0,157,14659,-23,0,50
14513,tgb,1652230,85900,0,tree,0,1,44,1632,12.9375,44,1753,0,166,19691,40,-4,-26
14514,tgb,1652230,118500,0,tree,0,0,94,2922,24,37,1275,0,33,18166,15,0,32
14515,tgb,1652275,85950,0,tree,0,1,0,1651,12.4375,44,1749,0,136,19147,40,-4,-24
14516,tgb,1652280,64920,0,tree,41,0,58,2217,7,44,1365,0,277,21417,10,-2,-133
14517,tgb,1652300,29920,0,tree,37,0,25,2352,7,26,966,0,377,19068,-235,-1,58
14518,tgb,1652300,127300,0,tree,33,0,47,3165,17,36,1135,0,97,16233,-68,0,-16
10451,tgb,1544550,58220,0,tree,48,0,27,3160,23.5625,29,1053,0,48,18573,-182,0,10
14519,tgb,1652350,127200,0,tree,17,0,83,3138,17,36,1155,0,136,16716,-63,0,-9
14520,tgb,1652450,135870,0,tree,33,0,66,2970,16.625,36,1214,0,175,14271,-11,0,16
14521,tgb,1652520,86570,0,tree,6,1,19,1639,13,44,1771,0,165,19482,40,-4,-45
14522,tgb,1652520,137870,0,tree,25,0,25,2959,17,36,1220,0,12,18002,-44,0,43
14523,tgb,1652530,130050,0,tree,85,0,14,3100,16.0625,36,1181,0,308,17581,-54,0,31
14524,tgb,1652540,122850,0,tree,0,0,0,3097,22.0625,36,1165,0,31,18794,-66,0,157
14525,tgb,1652550,153030,0,tree,50,1,6,2675,12,37,1295,0,255,20977,-53,-1,178
14526,tgb,1652550,153050,0,tree,96,1,4,2708,12,37,1276,0,238,13416,6,-1,27
14527,tgb,1652580,136120,0,tree,4,0,15,3048,17,36,1177,0,101,16165,-29,0,-39
14528,tgb,1652600,59700,0,tree,0,1,100,1471,9.1875,45,1555,0,131,16927,23,-4,-21
10452,tgb,1544610,95600,0,tree,79,1,2,2268,12,37,1576,0,364,22716,-19,-2,9
14529,tgb,1652600,90750,0,tree,17,0,64,2064,17,44,1779,0,140,15509,54,-2,-47
14530,tgb,1652680,136350,0,tree,41,0,58,2964,16.625,36,1222,0,167,21545,-117,0,18
14531,tgb,1652710,59470,0,tree,4,1,46,1480,12,45,1560,0,122,14300,39,-4,-45
14532,tgb,1652740,90330,0,tree,0,1,100,2079,12,44,1753,0,264,13266,39,-2,-29
14533,tgb,1652740,139420,0,tree,41,0,58,2967,16.75,36,1204,0,189,13563,3,0,62
14534,tgb,1652750,59970,0,tree,0,1,100,1552,7,45,1527,0,128,14664,23,-4,-22
14535,tgb,1652800,153000,0,tree,64,1,17,2782,12,37,1235,0,260,20613,-89,0,125
14536,tgb,1652820,150530,0,tree,35,1,14,3038,11.625,36,1130,0,373,16325,-57,0,-12
14537,tgb,1652830,64910,0,tree,14,1,60,1784,7,44,1478,0,376,21688,5,-3,304
14538,tgb,1652850,77800,0,tree,29,1,70,2160,7,42,1419,0,359,22588,4,-2,227
10453,tgb,1544670,85200,0,tree,100,1,0,2798,8,33,1175,0,392,21765,-168,0,-114
14539,tgb,1652850,78050,0,tree,8,1,92,2009,7,43,1454,0,323,21080,18,-2,18
14540,tgb,1652850,96630,0,tree,31,0,56,2576,15.625,43,1659,0,143,19844,88,-1,30
14541,tgb,1652850,150550,0,tree,52,1,41,2921,11.125,36,1163,0,218,19215,-118,0,367
14542,tgb,1652900,64450,0,tree,6,0,94,2297,7,43,1347,0,404,21091,1,-2,-131
14543,tgb,1652900,82900,0,tree,0,0,81,1943,13.5625,43,1528,0,35,17848,53,-3,10
14544,tgb,1652920,96700,0,tree,23,0,70,2600,11.1875,42,1655,0,397,8089,74,-1,146
14545,tgb,1652930,91750,0,tree,6,0,50,1772,11.625,45,1955,0,303,18634,35,-3,188
14546,tgb,1652950,63700,0,tree,0,1,100,2515,7,43,1296,0,447,7497,8,-1,-262
14547,tgb,1652950,64850,0,tree,17,1,83,1655,7,45,1510,0,390,22869,4,-3,125
14548,tgb,1652950,91880,0,tree,0,0,94,1784,11.0625,45,1951,0,380,8110,35,-3,168
10454,tgb,1544750,57060,0,tree,71,0,10,3269,17,29,1013,0,144,19447,-253,0,167
14549,tgb,1653000,78400,0,tree,23,1,58,1832,7,43,1502,0,365,22569,16,-3,10
14550,tgb,1653000,120850,0,tree,48,0,45,3000,16,37,1231,0,210,14251,13,0,156
14551,tgb,1653030,29850,0,tree,29,0,21,3041,7.3125,23,708,0,243,16676,-369,0,-187
14552,tgb,1653030,77550,0,tree,92,1,8,2454,7,42,1353,0,427,22000,0,-1,4
14553,tgb,1653050,25970,0,tree,4,0,83,1940,7,27,1127,0,246,10945,-79,-2,-4
14554,tgb,1653050,91950,0,tree,0,0,100,1841,11.5,45,1924,0,353,9314,36,-3,114
14555,tgb,1653050,147950,0,tree,27,0,73,3177,24,35,1037,0,57,19253,-119,0,26
14556,tgb,1653080,119640,0,tree,33,0,60,3085,22.4375,37,1176,0,265,13463,24,0,0
14557,tgb,1653090,83750,0,tree,0,1,0,1987,17,43,1555,0,132,17576,54,-2,-26
14558,tgb,1653090,135400,0,tree,58,0,23,3015,16.4375,36,1198,0,202,13040,-4,0,12
10455,tgb,1544800,56910,0,tree,39,0,23,3263,17.5,29,1024,0,174,17333,-196,0,125
14559,tgb,1653100,25800,0,tree,2,1,60,1817,6.9375,28,1191,0,329,9502,-44,-3,-121
14560,tgb,1653100,98300,0,tree,25,0,75,2738,17.375,42,1594,0,110,21262,78,0,-7
14561,tgb,1653100,98550,0,tree,6,0,75,2737,17,42,1595,0,63,18629,81,0,-31
14562,tgb,1653100,100020,0,tree,0,0,63,2480,12,43,1747,0,110,19098,38,-1,9
14563,tgb,1653100,120820,0,tree,77,0,23,3002,16.5,37,1227,0,297,22572,-88,0,140
14564,tgb,1653100,120925,0,tree,54,0,14,2955,16,37,1252,0,211,13907,16,0,220
14565,tgb,1653130,139760,0,tree,45,0,41,3105,16.8125,35,1128,0,123,15720,-77,0,-8
14566,tgb,1653150,83050,0,tree,0,0,100,1987,12,43,1518,0,72,16402,54,-2,-33
14567,tgb,1653150,139500,0,tree,43,0,43,3012,16.6875,36,1187,0,203,15391,-38,0,38
14568,tgb,1653230,86550,0,tree,0,1,94,1859,7,43,1674,0,253,19256,7,-3,-27
10456,tgb,1544900,57830,0,tree,60,0,27,3187,18.75,29,1045,0,40,18736,-221,0,6
14569,tgb,1653250,77250,0,tree,58,0,17,2953,18,41,1253,0,318,21557,-45,0,-121
14570,tgb,1653250,77400,0,tree,46,0,48,2868,7.75,41,1269,0,370,20919,-45,0,-123
14571,tgb,1653250,86480,0,tree,0,1,100,1912,7,43,1652,0,155,20234,8,-3,-41
14572,tgb,1653250,98500,0,tree,17,0,83,2741,17,42,1583,0,130,15686,81,0,-14
14573,tgb,1653260,30975,0,tree,19,0,12,2595,2.125,25,883,0,152,12680,-175,-1,-8
14574,tgb,1653270,60730,0,tree,0,0,100,1716,17,44,1464,0,228,13930,54,-3,4
14575,tgb,1653280,129040,0,tree,29,0,70,2932,16,37,1266,0,244,17624,-13,0,136
14576,tgb,1653300,60090,0,tree,4,1,21,1625,12,45,1503,0,225,11984,39,-4,-8
14577,tgb,1653300,82770,0,tree,0,0,94,1934,17,43,1518,0,112,15487,53,-3,-15
14578,tgb,1653300,84180,0,tree,0,1,94,1976,17,43,1569,0,54,17957,54,-2,-21
10457,tgb,1544900,85550,0,tree,79,1,8,2615,7.875,34,1283,0,433,22195,-107,-1,-42
14579,tgb,1653300,137570,0,tree,14,0,79,2938,16,36,1226,0,31,17229,-53,0,51
14580,tgb,1653305,101100,0,tree,12,0,37,2384,12,44,1775,0,229,13549,37,-1,67
14581,tgb,1653330,141150,0,tree,27,0,72,3190,25,35,1075,0,64,17672,-65,0,4
14582,tgb,1653340,64160,0,tree,41,1,58,2515,13.875,43,1298,0,356,18209,9,-1,-300
14583,tgb,1653350,83790,0,tree,6,1,12,1959,17,43,1554,0,51,17177,53,-3,-9
14584,tgb,1653350,84160,0,tree,8,1,85,1990,17,43,1565,0,80,16502,54,-2,-29
14585,tgb,1653350,86300,0,tree,2,1,98,2006,17,43,1612,0,162,19979,54,-2,-147
14586,tgb,1653400,26070,0,tree,0,1,100,2034,7,27,1087,0,396,7915,-25,-2,-13
14587,tgb,1653450,84350,0,tree,0,1,100,1987,13.75,43,1568,0,176,18840,38,-2,-24
14588,tgb,1653450,101050,0,tree,14,0,85,2323,15.1875,44,1816,0,178,16495,36,-1,135
10458,tgb,1544910,85520,0,tree,88,1,0,2740,8,33,1218,0,397,22251,-163,0,-111
14589,tgb,1653450,110980,0,tree,29,0,39,2499,23.875,40,1578,0,267,21590,71,-1,-168
14590,tgb,1653450,125400,0,tree,33,0,17,3066,17,36,1175,0,239,22628,-131,0,0
14591,tgb,1653450,139720,0,tree,68,0,25,2959,16,36,1207,0,148,14864,-25,0,93
14592,tgb,1653450,164550,0,tree,19,0,6,3390,17,34,1046,0,9,17942,-217,0,-27
14593,tgb,1653460,27040,0,tree,0,0,13,2921,21.75,23,750,0,203,11982,-206,0,-74
14594,tgb,1653475,86580,0,tree,0,1,81,1962,9.5,43,1635,0,101,18016,8,-2,-44
14595,tgb,1653500,91500,0,tree,0,0,100,1978,12,44,1833,0,334,23148,37,-2,102
14596,tgb,1653520,139420,0,tree,17,0,83,2976,17,36,1197,0,95,20207,-90,0,64
14597,tgb,1653550,86510,0,tree,6,1,69,1987,17,43,1626,0,124,20158,54,-2,-20
14598,tgb,1653550,96450,0,tree,25,0,75,2611,17,42,1625,0,164,17712,131,-1,-37
10045,tgb,1506300,16500,0,tree,56,0,0,3469,25,27,936,0,67,18583,-259,0,-3
10459,tgb,1544970,85700,0,tree,85,1,2,2573,7.0625,34,1317,0,353,22671,-120,-1,125
14599,tgb,1653600,86650,0,tree,2,1,98,1987,17,43,1636,0,41,17315,54,-2,-36
14600,tgb,1653650,27000,0,tree,6,0,31,2921,12.625,23,743,0,248,12854,-279,0,-125
14601,tgb,1653650,92550,0,tree,0,0,100,2099,12,44,1810,0,306,10177,37,-2,26
14602,tgb,1653650,93830,0,tree,37,0,62,2219,12.5,43,1776,0,206,18321,39,-2,-41
14603,tgb,1653650,98650,0,tree,6,0,75,2738,17,42,1584,0,23,18621,78,0,7
14604,tgb,1653650,111950,0,tree,12,0,37,2615,23.75,40,1493,0,164,14346,75,-1,-147
14605,tgb,1653660,92460,0,tree,0,0,100,2014,11.5625,44,1850,0,365,9170,36,-2,97
14606,tgb,1653700,82750,0,tree,0,1,88,1970,15.0625,42,1500,0,129,16571,54,-2,-73
14607,tgb,1653700,110700,0,tree,0,0,94,2474,17,41,1582,0,132,17333,51,-1,45
14608,tgb,1653700,111850,0,tree,37,0,37,2567,17.375,40,1523,0,219,12212,58,-1,43
10460,tgb,1545000,85550,0,tree,67,1,2,2718,8,33,1235,0,452,22581,-138,0,-95
14609,tgb,1653750,118200,0,tree,52,0,17,3051,24.75,37,1222,0,326,20453,-23,0,-9
14610,tgb,1653790,26890,0,tree,0,1,100,2850,12,23,781,0,325,11082,-200,0,-111
14611,tgb,1653800,90000,0,tree,0,1,100,2193,12,43,1693,0,250,13751,38,-2,-41
14612,tgb,1653850,111800,0,tree,14,0,85,2576,17,40,1507,0,257,15574,52,-1,27
14613,tgb,1653900,90450,0,tree,14,1,85,2374,12,43,1644,0,304,10018,39,-1,-90
14614,tgb,1653940,139860,0,tree,17,0,83,3164,17,35,1100,0,86,16521,-84,0,-25
14615,tgb,1653950,97320,0,tree,12,0,50,2773,12,42,1563,0,230,12722,80,0,-20
14616,tgb,1653950,152350,0,tree,71,1,29,2656,12.25,37,1315,0,179,12382,11,-1,136
14617,tgb,1653975,118075,0,tree,81,0,6,3005,24.625,37,1236,0,231,21924,-44,0,6
14618,tgb,1653980,91370,0,tree,10,0,64,2219,12,43,1723,0,213,18234,39,-2,16
10461,tgb,1545030,51510,0,tree,0,0,0,3533,0,27,971,0,22,18673,-342,1,13
14619,tgb,1654000,78150,0,tree,13,1,0,2497,5.6875,42,1362,0,386,21946,0,-1,125
14620,tgb,1654000,142610,0,tree,14,0,85,3164,24,35,1080,0,38,18844,-89,0,35
14621,tgb,1654050,30950,0,tree,12,0,62,2483,2,26,911,0,183,16083,-267,-1,230
14622,tgb,1654050,137950,0,tree,17,0,77,3056,16.9375,36,1167,0,189,13344,7,0,25
14623,tgb,1654050,139230,0,tree,66,0,33,3048,16.625,36,1162,0,227,22062,-155,0,27
14624,tgb,1654050,151950,0,tree,0,1,0,2788,17,37,1240,0,139,21105,-96,0,-13
14625,tgb,1654100,82900,0,tree,6,1,56,1856,15.75,43,1530,0,128,16336,53,-3,0
14626,tgb,1654100,96450,0,tree,2,0,23,2663,17,42,1602,0,54,17663,128,-1,-47
14627,tgb,1654130,138590,0,tree,43,0,56,3105,16.9375,36,1141,0,228,21813,-167,0,-7
14628,tgb,1654150,78150,0,tree,6,1,0,2679,7.6875,42,1331,0,395,19793,10,0,-409
10462,tgb,1545050,85530,0,tree,50,1,12,2876,8,32,1146,0,256,21736,-217,0,-162
14629,tgb,1654150,82650,0,tree,2,1,67,1825,12.4375,43,1540,0,127,18221,53,-3,16
14630,tgb,1654200,82530,0,tree,4,1,65,1814,17,43,1540,0,100,18513,53,-3,13
14631,tgb,1654225,110850,0,tree,31,0,68,2582,17,40,1519,0,160,14864,52,-1,-41
14632,tgb,1654230,128700,0,tree,0,0,100,2871,16,37,1279,0,40,19172,-12,0,79
14633,tgb,1654250,104250,0,tree,21,0,66,2384,23.625,43,1708,0,151,14623,76,-1,54
14634,tgb,1654250,112050,0,tree,17,0,83,2605,16.625,40,1509,0,217,14759,51,-1,157
14635,tgb,1654250,130570,0,tree,60,0,8,2922,16.875,37,1264,0,250,20268,-53,0,16
14636,tgb,1654280,139080,0,tree,52,0,23,3079,16.6875,36,1152,0,231,22028,-161,0,22
14637,tgb,1654300,130475,0,tree,66,0,27,2976,17,36,1221,0,239,22075,-109,0,-20
14638,tgb,1654310,142410,0,tree,0,0,100,3174,24,35,1078,0,32,19104,-95,0,26
10463,tgb,1545070,57220,0,tree,75,0,12,3269,17,29,1014,0,100,19923,-270,0,-27
14639,tgb,1654350,96700,0,tree,43,0,43,2695,17.1875,42,1579,0,234,17281,129,0,-9
14640,tgb,1654390,128480,0,tree,33,0,54,2937,16,37,1239,0,131,21376,-92,0,41
14641,tgb,1654420,139770,0,tree,43,0,44,3097,16.625,36,1125,0,170,16261,-71,0,36
14642,tgb,1654450,82750,0,tree,0,1,88,1795,12,43,1554,0,73,17692,53,-3,6
14643,tgb,1654450,152400,0,tree,83,1,17,2650,11,37,1319,0,169,21769,-69,-1,121
14644,tgb,1654470,84450,0,tree,25,1,62,1876,17,43,1574,0,39,17484,52,-3,78
14645,tgb,1654490,31390,0,tree,19,0,0,2538,2.4375,26,882,0,234,17268,-288,-1,-50
14646,tgb,1654540,135120,0,tree,77,0,23,2976,16.875,36,1212,0,176,15980,-23,0,35
14647,tgb,1654550,82650,0,tree,15,1,79,1771,12,43,1561,0,72,17880,53,-3,6
14648,tgb,1654550,94820,0,tree,81,0,19,2512,12.9375,42,1643,0,284,13381,40,-1,-66
10464,tgb,1545080,85610,0,tree,98,1,2,2795,8,33,1189,0,398,22295,-173,0,-131
14649,tgb,1654560,84450,0,tree,12,1,50,1890,17,43,1567,0,87,17248,53,-3,71
14650,tgb,1654560,142990,0,tree,56,0,43,3231,24,35,1044,0,45,19415,-164,0,-16
14651,tgb,1654560,164420,0,tree,23,1,14,3205,19.3125,35,1135,0,269,8485,5,0,54
14652,tgb,1654600,94460,0,tree,87,0,12,2550,12.6875,42,1623,0,307,15571,40,-1,-136
14653,tgb,1654625,31145,0,tree,85,0,8,2634,2.8125,25,837,0,368,18901,-319,0,-24
14654,tgb,1654625,31310,0,tree,60,0,2,2604,2.5625,26,861,0,249,17319,-308,-1,-45
14655,tgb,1654625,137900,0,tree,21,0,41,3069,16.6875,36,1156,0,216,22423,-157,0,45
14656,tgb,1654650,31310,0,tree,44,0,12,2685,3,25,827,0,286,20480,-374,0,-178
14657,tgb,1654650,60000,0,tree,0,1,0,1594,7,45,1522,0,230,10822,24,-4,-37
14658,tgb,1654650,82650,0,tree,0,1,13,1765,15.125,43,1564,0,22,17723,53,-3,1
10465,tgb,1545150,95300,0,tree,89,1,10,2229,7,37,1607,0,361,20970,-19,-2,70
14659,tgb,1654650,83720,0,tree,4,1,33,1805,17,43,1564,0,22,18022,53,-3,30
14660,tgb,1654650,84550,0,tree,21,1,79,1893,17,43,1563,0,74,16981,52,-3,84
14661,tgb,1654650,120090,0,tree,10,0,89,2950,16,37,1255,0,195,15488,9,0,171
14662,tgb,1654690,142730,0,tree,27,0,29,3207,24,35,1057,0,68,17034,-113,0,1
14663,tgb,1654750,95650,0,tree,37,0,31,2631,13,42,1597,0,274,18522,40,-1,-81
14664,tgb,1654800,35950,0,tree,0,0,44,1796,2.1875,34,1219,0,218,13029,-54,-3,-141
14665,tgb,1654840,134860,0,tree,71,0,10,3011,17,36,1197,0,211,12645,6,0,-22
14666,tgb,1654850,35670,0,tree,0,0,75,1630,6.9375,35,1288,0,315,9554,7,-3,-9
14667,tgb,1654850,59900,0,tree,0,1,0,1508,7,45,1555,0,286,10355,24,-4,-27
14668,tgb,1654860,132530,0,tree,44,0,56,3002,17.5,36,1217,0,219,16420,-21,0,-35
10466,tgb,1545200,56280,0,tree,17,0,8,3254,25,29,1042,0,79,18604,-191,0,21
14669,tgb,1654870,95850,0,tree,45,0,54,2681,13,42,1572,0,278,15894,40,0,-93
14670,tgb,1654890,132580,0,tree,43,0,43,3042,19.1875,36,1194,0,207,19593,-80,0,-62
14671,tgb,1654900,88650,0,tree,10,0,71,2365,12,42,1564,0,352,16793,39,-1,-101
14672,tgb,1654900,110130,0,tree,17,0,33,2421,16,41,1633,0,167,15271,50,-1,143
14673,tgb,1654900,111080,0,tree,21,0,79,2644,24.625,40,1496,0,226,13430,83,-1,-45
14674,tgb,1654900,111600,0,tree,14,0,85,2653,21.5625,40,1492,0,218,19089,71,-1,-30
14675,tgb,1654900,131150,0,tree,2,0,98,2885,17,37,1273,0,43,18408,-10,0,9
14676,tgb,1654900,132100,0,tree,45,0,54,2961,17,36,1239,0,182,15024,-2,0,-10
14677,tgb,1654950,72930,0,tree,0,1,100,1759,10.75,44,1553,0,135,16772,53,-3,110
14678,tgb,1654950,84250,0,tree,2,1,98,1909,17,43,1546,0,74,17201,53,-3,22
10467,tgb,1545220,57170,0,tree,29,0,8,3269,20,29,1028,0,221,13285,-102,0,-168
14679,tgb,1654950,110400,0,tree,56,0,25,2570,17,40,1546,0,223,11523,53,-1,-3
14680,tgb,1654950,110470,0,tree,14,0,66,2605,17.25,40,1510,0,239,18682,44,-1,-136
14681,tgb,1654950,111500,0,tree,8,0,92,2663,17.375,40,1472,0,318,22557,34,-1,-30
14682,tgb,1654970,129630,0,tree,21,0,79,2852,16.375,37,1288,0,253,11479,34,0,33
14683,tgb,1654980,134600,0,tree,54,0,46,2910,16.625,37,1246,0,175,14343,26,0,36
14684,tgb,1655000,152080,0,tree,79,1,2,2735,15.6875,37,1261,0,374,21718,-64,0,136
14685,tgb,1655030,152150,0,tree,89,1,10,2659,11.25,37,1308,0,228,22300,-66,-1,251
14686,tgb,1655050,111650,0,tree,33,0,17,2573,23.625,40,1524,0,153,21698,66,-1,45
14687,tgb,1655050,138950,0,tree,21,0,17,3198,17,35,1088,0,149,14252,-68,0,-15
14688,tgb,1655050,143950,0,tree,0,0,100,3234,24,35,1038,0,68,17739,-135,0,-12
10468,tgb,1545230,51870,0,tree,6,0,0,3554,0,27,952,0,64,15744,-287,1,-15
14689,tgb,1655050,147950,0,tree,48,0,52,3360,17,34,958,0,13,18424,-233,0,-14
14690,tgb,1655050,152150,0,tree,100,1,0,2735,12.8125,37,1264,0,376,22376,-71,0,54
14691,tgb,1655080,138220,0,tree,35,0,27,3221,25.0625,35,1078,0,222,20347,-142,0,-126
14692,tgb,1655090,138920,0,tree,19,0,69,3158,17,35,1108,0,129,15255,-76,0,9
14693,tgb,1655100,143150,0,tree,31,0,68,3227,24,35,1045,0,80,18052,-135,0,2
14694,tgb,1655100,151800,0,tree,83,1,17,2871,24.75,36,1198,0,198,12962,0,0,-13
14695,tgb,1655125,164725,0,tree,35,1,52,3372,17.0625,34,1064,0,6,18134,-212,0,-35
14696,tgb,1655150,35700,0,tree,0,0,100,1556,7,35,1321,1,240,14155,-20,-4,-3
14697,tgb,1655150,152550,0,tree,96,1,4,2738,21.0625,37,1267,0,171,15271,-4,0,59
14698,tgb,1655170,132210,0,tree,66,0,27,2929,17,37,1251,0,148,14648,-1,0,10
10046,tgb,1506600,17500,0,tree,94,0,0,3485,0,27,928,0,147,19764,-407,0,-31
10469,tgb,1545290,58670,0,tree,58,0,41,3160,23.5,29,1049,0,14,18346,-175,0,-4
14699,tgb,1655180,164725,0,tree,14,1,10,3372,17,34,1064,0,10,18062,-211,0,-37
14700,tgb,1655220,31390,0,tree,0,0,0,2621,7,26,852,0,280,21888,-379,-1,3
14701,tgb,1655230,95170,0,tree,10,0,83,2576,18,42,1626,0,293,12736,89,-1,-94
14702,tgb,1655250,35700,0,tree,0,0,100,1510,7,35,1345,1,273,13396,-8,-4,-125
14703,tgb,1655320,135790,0,tree,17,0,83,3065,17,36,1167,0,135,15861,-49,0,-26
14704,tgb,1655350,35750,0,tree,0,0,100,1474,7,36,1368,1,356,14675,-8,-4,16
14705,tgb,1655350,74770,0,tree,0,1,100,2930,7,42,1297,0,390,8773,20,0,-125
14706,tgb,1655350,77750,0,tree,0,0,0,2972,18,41,1285,0,161,20659,-39,0,-73
14707,tgb,1655350,115125,0,tree,33,0,17,2947,24.375,38,1290,0,248,21676,-3,0,19
14708,tgb,1655350,143700,0,tree,25,0,68,3266,24.625,35,1026,0,58,19071,-173,0,-15
10470,tgb,1545480,99050,0,tree,8,1,92,2012,17,39,1724,0,61,19349,30,-2,0
14709,tgb,1655360,74580,0,tree,0,1,100,2712,7,42,1343,0,480,6767,8,0,-294
14710,tgb,1655370,90160,0,tree,0,0,0,2519,13,42,1565,0,34,17448,55,-1,-65
14711,tgb,1655400,152200,0,tree,94,1,0,2836,25,36,1215,0,204,20975,-98,0,19
14712,tgb,1655400,152450,0,tree,83,1,10,2836,24.1875,36,1214,0,197,16858,-46,0,1
14713,tgb,1655425,115175,0,tree,35,0,64,2850,21.75,38,1339,0,198,20625,11,0,178
14714,tgb,1655430,74640,0,tree,0,1,100,2822,7,42,1317,0,372,8939,8,0,-77
